# LEMpy local minima file for target YNL068C, replicate 0
# Right-hand side of tf_act():  p0 - p1(tar) + p2(reg^p4) / (p3^p4 + reg^p4)
# Right-hand side of tf_rep():  p0 - p1(tar) + p2(p3^p4) / (p3^p4 + reg^p4)
# Run configuration file:  /mnt/c/users/sophi/Desktop/wavepool_LEM/results_tfs_sophie/edge_finding_20211118122401/lempy_20211118122401_config.txt
# Time series data file:   /mnt/c/users/sophi/Desktop/wavepool_LEM/RSEM_TPM_timeseries.tsv
# Computed on:  2021-11-18 12:24:17 
 
model	loss	p0	p1	p2	p3	p4
YNL068C=tf_act(YIL131C)	249.83434604857382	0.3	0.0932076163662705	25.798512254091825	100.0	1.8021064212192097
YNL068C=tf_act(YIL131C)	249.85247745987886	0.3	0.09122482426701814	25.31490690963532	100.0	1.8104946676232019
YNL068C=tf_act(YIL131C)	249.83359064516844	0.3	0.0941780693692552	26.0310871481188	99.99042209233589	1.7980893713773827
YNL068C=tf_act(YIL131C)	249.83324456747573	0.3	0.09491925256301811	26.215690441305146	100.0	1.7951347625131733
YNL068C=tf_act(YIL131C)	249.83206028245004	0.3	0.094198506507922	26.039462708531357	100.0	1.7980003551702044
YNL068C=tf_act(YIL131C)	249.8373445669916	0.3	0.09571198280927007	26.40950168914034	100.0	1.7920320767407452
YNL068C=tf_act(YIL131C)	249.83206010574716	0.3	0.09420209882272106	26.040188562748106	100.0	1.7979804478160302
YNL068C=tf_act(YIL131C)	249.83950274054882	0.3	0.09599483145503536	26.478289890079026	100.0	1.7909144856574446
YNL068C=tf_act(YIL131C)	249.83206011505214	0.3	0.09420179291541567	26.040107884011892	100.0	1.7979804009638551
YNL068C=tf_act(YIL131C)	249.92483357864074	0.3	0.09603309414629686	26.357351080012595	99.48134020704717	1.7943326697713156
YNL068C=tf_rep(YIL131C)	313.37081801836075	0.0	0.003807722098175637	0.0	66.29538571578786	3.9494553968823976
YNL068C=tf_rep(YIL131C)	313.37081801841595	0.0	0.0038077183714405483	0.0	66.49338632868411	3.9153047108174532
YNL068C=tf_rep(YIL131C)	313.37081801841583	0.0	0.0038077183700648506	0.0	66.42103291415853	3.882700790527047
YNL068C=tf_rep(YIL131C)	313.3708180184158	0.0	0.003807718373325332	0.0	66.6461115950578	3.8668442479078036
YNL068C=tf_rep(YIL131C)	313.3708180184157	0.0	0.003807718369799329	0.0	66.6217459205986	3.4209333714926706
YNL068C=tf_rep(YIL131C)	313.37081801841595	0.0	0.0038077183719654214	0.0	66.13402959301017	2.7674926010223957
YNL068C=tf_rep(YIL131C)	313.3708180184156	0.0	0.003807718375369529	0.0	65.93479909909647	2.6353077791258035
YNL068C=tf_rep(YIL131C)	313.37081801840895	0.0	0.003807718676205648	0.0	66.25652058867868	2.406670805166678
YNL068C=tf_rep(YIL131C)	313.37081801835717	0.0	0.0038077230573338628	0.0	65.41466896303898	1.8298969312206466
YNL068C=tf_rep(YIL131C)	313.3708180184159	0.0	0.0038077183694861356	0.0	64.85988796134998	1.7235498943988634
YNL068C=tf_act(YNL068C)	282.05623031540836	0.3	0.015666185181442232	5.492451543675037	93.80292552839816	10.0
YNL068C=tf_act(YNL068C)	282.0568202341578	0.3	0.01566218784204215	5.517296651642694	93.89633637116357	10.0
YNL068C=tf_act(YNL068C)	282.0829205642201	0.3	0.015614075193675534	5.44211519620677	93.82046368188367	9.964812008550396
YNL068C=tf_act(YNL068C)	282.05808670815526	0.3	0.015658382294677264	5.558969873969223	94.04331343615547	10.0
YNL068C=tf_act(YNL068C)	282.059396710383	0.3	0.01565143208099177	5.589883373858362	94.16353397905854	10.0
YNL068C=tf_act(YNL068C)	282.06493690829166	0.3	0.015640455851855608	5.693849278420499	94.52580070417824	10.0
YNL068C=tf_act(YNL068C)	282.0628561356267	0.3	0.01564156002772268	5.657267845536838	94.4073483721013	10.0
YNL068C=tf_act(YNL068C)	282.0754733140081	0.3	0.015619951332132315	5.829035327408911	95.00228339533537	10.0
YNL068C=tf_act(YNL068C)	282.08032725591465	0.3	0.015615795236443427	5.883706646713482	95.17910292065211	10.0
YNL068C=tf_act(YNL068C)	282.070884372361	0.3	0.015625970676354	5.7733514733155085	94.81512174196054	10.0
YNL068C=tf_rep(YNL068C)	313.3708180183685	1.0842021254770079e-19	0.0038077211447358024	0.0	68.36170642207668	2.631728419258666
YNL068C=tf_rep(YNL068C)	313.37081801841583	0.0	0.0038077183699652337	0.0	68.55970703497293	2.5975777331937215
YNL068C=tf_rep(YNL068C)	314.347757500829	0.0014293563291099768	0.004328052184051964	0.04289065458031027	68.48735354002837	2.5649746490171905
YNL068C=tf_rep(YNL068C)	313.3708180184157	0.0	0.0038077183742784263	0.0	68.78370476599422	2.5880260169270137
YNL068C=tf_rep(YNL068C)	313.37081801841595	0.0	0.003807718372939688	0.0	68.77380200292524	2.323362597426488
YNL068C=tf_rep(YNL068C)	313.37081801841583	0.0	0.0038077183741318382	0.0	68.33153439124135	1.9753378356264033
YNL068C=tf_rep(YNL068C)	313.37081801841583	0.0	0.0038077183725404953	0.0	68.1145349009169	1.0004956511105558
YNL068C=tf_rep(YNL068C)	313.37081801841583	0.0	0.003807718372384202	0.0	68.53984146056494	1.0
YNL068C=tf_rep(YNL068C)	316.373426328746	0.0	0.005637032511338222	0.1832198835224624	68.31192901964798	1.0
YNL068C=tf_rep(YNL068C)	313.37081801841583	0.0	0.003807718372772474	0.0	68.01047661052425	1.0
YNL068C=tf_act(YCR065W)	81.12004354060586	0.0	0.07061315780881837	19.544278652256754	84.68798379655672	3.0041290186284244
