# LEMpy local minima file for target YER111C, replicate 0
# Right-hand side of tf_act():  p0 - p1(tar) + p2(reg^p4) / (p3^p4 + reg^p4)
# Right-hand side of tf_rep():  p0 - p1(tar) + p2(p3^p4) / (p3^p4 + reg^p4)
# Run configuration file:  /mnt/c/users/sophi/Desktop/wavepool_LEM/results_tfs_sophie/edge_finding_20211118122401/lempy_20211118122401_config.txt
# Time series data file:   /mnt/c/users/sophi/Desktop/wavepool_LEM/RSEM_TPM_timeseries.tsv
# Computed on:  2021-11-18 12:24:17 
 
model	loss	p0	p1	p2	p3	p4
YER111C=tf_act(YIL131C)	312.26094605804457	0.0	0.0028167956118484512	0.0	97.01418656746878	3.918726472271548
YER111C=tf_act(YIL131C)	312.2609460580443	0.0	0.002816795623449966	0.0	97.21218718036504	3.8845757862066037
YER111C=tf_act(YIL131C)	312.2609460580445	0.0	0.0028167956130092623	0.0	97.13983377339162	3.8519720973744
YER111C=tf_act(YIL131C)	312.2609460580442	0.0	0.0028167956257867063	-1.3877787807814457e-17	97.37143014682192	3.884137921432125
YER111C=tf_act(YIL131C)	312.2609460580445	0.0	0.0028167956042527884	0.0	97.20570743155265	4.746542451360489
YER111C=tf_act(YIL131C)	312.2609460580445	0.0	0.002816795615252041	0.0	97.3286036561072	5.054445381975276
YER111C=tf_act(YIL131C)	312.2609460580445	0.0	0.0028167956140610706	0.0	97.16072102530481	5.546847895890444
YER111C=tf_act(YIL131C)	312.26094605804445	0.0	0.002816795611903083	0.0	97.70594357856872	5.739365345472812
YER111C=tf_act(YIL131C)	312.26094605804434	0.0	0.0028167956215215625	0.0	97.62862275711676	5.895708664567715
YER111C=tf_act(YIL131C)	313.3617852353516	0.16496735428061612	0.0073955191252525355	0.13380078584391705	97.13224620085884	5.897855449842709
YER111C=tf_rep(YIL131C)	200.7967318362587	0.3	0.07058476908711922	11.218585065385156	24.281671320930034	4.988695940650559
YER111C=tf_rep(YIL131C)	200.77978542737617	0.3	0.07069674866998592	11.377569938345044	24.047762680865972	4.853698611441275
YER111C=tf_rep(YIL131C)	200.7886539104577	0.3	0.07036056621553054	11.317809038696828	24.010757868393963	4.819340844055016
YER111C=tf_rep(YIL131C)	200.77984757652578	0.3	0.07066534914465179	11.368463202793864	24.051178988725972	4.854791969303131
YER111C=tf_rep(YIL131C)	200.78937278243194	0.3	0.07076233465851231	11.503514742419146	23.859267174380967	4.752115652443763
YER111C=tf_rep(YIL131C)	200.8201060063093	0.3	0.0708266489473716	11.642214711260708	23.64930453910323	4.644034297512916
YER111C=tf_rep(YIL131C)	200.86513171649065	0.3	0.07083054758008454	11.766780130339166	23.446940362966284	4.545847054828313
YER111C=tf_rep(YIL131C)	200.85738166122593	0.3	0.07083687583555744	11.74849140294318	23.478353856460764	4.560612733990912
YER111C=tf_rep(YIL131C)	200.93421913930567	0.3	0.07087785918269165	11.920336735696887	23.215187344661395	4.439955996890289
YER111C=tf_rep(YIL131C)	200.77978542834668	0.3	0.07069669869585829	11.377561396921276	24.04775072601468	4.853686315167489
YER111C=tf_act(YNL068C)	312.2609460580446	0.0	0.002816795598613468	0.0	100.0	4.745849260681529
YER111C=tf_act(YNL068C)	312.26094605804434	0.0	0.0028167956168285027	0.0	100.0	4.711698574616584
YER111C=tf_act(YNL068C)	314.4573460954162	0.008960355949033248	0.0035280664194126212	0.38656368762976373	99.92764645203656	4.679097013442582
YER111C=tf_act(YNL068C)	312.2609460580442	0.0	0.0028167956219606197	0.0	100.0	4.738352701027082
YER111C=tf_act(YNL068C)	312.2609460580445	0.0	0.002816795611518895	0.0	100.0	4.83893719539351
YER111C=tf_act(YNL068C)	312.2609460580445	0.0	0.002816795611130449	0.0	100.0	5.270127310255217
YER111C=tf_act(YNL068C)	312.26094605804457	0.0	0.0028167956156742724	0.0	99.82020147524108	5.367042058050569
YER111C=tf_act(YNL068C)	312.26094605804445	0.0	0.002816795616680735	0.0	100.0	5.519144764854449
YER111C=tf_act(YNL068C)	312.26094605804445	0.0	0.0028167956096610976	0.0	99.90720474513041	5.786236479978733
YER111C=tf_act(YNL068C)	312.2609460580446	0.0	0.0028167956050930386	0.0	99.39665991847906	5.733266686073319
YER111C=tf_rep(YNL068C)	310.39709269758276	0.0	0.010329827202657939	0.37715761925299474	68.98742578980033	5.530360174559407
YER111C=tf_rep(YNL068C)	310.4142584850536	0.0004106135791352209	0.010414927127728428	0.380267587802047	69.18541689399888	5.496208335263427
YER111C=tf_rep(YNL068C)	310.4059351315512	0.0	0.010340870564749027	0.3776963222839078	69.11369037551691	5.465077088391148
YER111C=tf_rep(YNL068C)	310.38728493925373	0.0	0.010555180423092022	0.401226747977419	68.6046931581607	4.477877433520224
YER111C=tf_rep(YNL068C)	310.4287256478394	0.0	0.010811666501965194	0.42599178917643166	68.3800487140515	3.81388951706411
YER111C=tf_rep(YNL068C)	310.48210181829376	0.0	0.010951176198240207	0.4535996794735623	67.2144152997912	3.1531753849064867
YER111C=tf_rep(YNL068C)	310.2634929180929	0.0	0.010355012814276848	0.3871341595657267	67.24224331566204	5.457591231398624
YER111C=tf_rep(YNL068C)	310.2688759257101	0.0	0.010510983825864512	0.4050598987099786	66.96883601042111	4.629087883050393
YER111C=tf_rep(YNL068C)	310.22342232998614	0.0	0.010444704512009323	0.40401416876855306	66.36468111535659	4.687097706832961
YER111C=tf_rep(YNL068C)	310.1662732220472	0.0	0.010370241459083818	0.39555253158993264	65.96614209350331	5.332178533586727
