time_points	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45	48	51	54	57	60
PF3D7_1034600	2.38726	1.122	1.1342	0.619368	2.31747	15.836	33.4755	48.7723	52.6498	67.8678	85.3141	70.5783	46.6977	24.9927	2.81043	1.1441	3.79362	10.6256	27.6281	39.752	44.7682
PF3D7_1034700	1.67009	1.74794	0.331813	0.124047	1.44062	8.61596	22.3694	33.5085	67.5241	126.85	150.694	149.068	77.1704	35.7465	2.09519	0.535867	2.57154	7.33672	18.6644	27.569	45.2611
PF3D7_1034800	0.345047	0.362051	1.57052	5.28663	12.8155	21.0744	22.0542	22.7814	14.3731	11.401	13.4016	23.0996	11.3296	5.66543	0.594093	2.43618	9.66645	17.4091	22.4465	20.3459	17.0568
PF3D7_1034900	257.412	172.857	95.9891	52.2006	39.6941	78.4033	129.281	156.9	133.583	106.357	66.0278	50.2941	40.3598	60.6857	105.837	78.5937	59.2297	79.7115	125.483	140.817	124.669
PF3D7_1035000	22.5546	17.7126	15.282	12.163	11.4323	8.30804	6.65466	4.48873	2.32756	1.8776	4.56174	7.13971	3.35326	3.51483	13.4633	12.5894	11.1453	8.86222	6.21907	5.13703	3.29923
PF3D7_1035100	1.87899	1.22331	0.594139	0.358913	0.190417	0.0624677	0.152085	2.05487	30.7344	110.503	143.165	159.343	74.2567	30.423	2.7039	1.28644	1.3793	0.446888	0.466176	3.66915	17.8849
PF3D7_1035200	1.65754	0.715065	0.247874	0.131629	0.129723	0.0595727	0.0483474	0.234229	10.5117	43.99	85.2412	136.308	80.901	40.1103	2.21417	2.41534	0.73084	0.378948	0.0635008	0.631184	9.05346
PF3D7_1035300	12.3793	5.95519	2.05908	1.226	0.796201	0.2999	0.290043	0.320387	3.61905	105.655	669.536	1091.44	629.342	306.527	18.6443	5.99547	3.04203	1.77404	0.788434	1.22341	8.28331
PF3D7_1035400	46.3283	29.8656	9.91835	6.00111	4.06723	9.49965	15.0899	30.9582	134.176	413.741	1420.03	5002.38	4552.35	1917.21	147.396	34.5278	23.8672	20.0297	22.0645	40.539	90.6054
PF3D7_1035500	49.31	25.1219	12.3824	15.2384	24.6327	22.302	6.58813	1.60434	4.71252	150.664	1427.02	6290.1	5773.74	2350.51	141.436	40.5015	39.9489	33.4649	15.3646	8.77914	15.2826
PF3D7_1035600	1.82	1.63755	0.41132	0.267743	0.300883	0.0864486	0.14027	2.01462	23.0412	95.2279	108.82	141.106	99.1172	52.2557	4.80036	1.94696	1.18673	0.479717	0.399867	3.01389	15.1503
PF3D7_1035700	19.1908	9.71811	3.14362	1.86055	0.960301	0.702044	0.775241	9.35517	80.8988	299.437	1046.87	2854.52	1771	796.641	37.9497	11.9473	6.85259	3.68476	2.13942	11.2622	47.1049
PF3D7_1035800	31.8046	181.139	489.193	457.59	182.161	27.2213	7.55278	2.37375	1.94331	0.872036	2.05992	5.11954	5.36532	10.057	184.365	444.548	240.284	59.6682	9.54728	4.54455	2.17262
PF3D7_1035900	31.7158	14.4937	9.44758	4.97428	2.26215	1.97893	1.9824	1.32661	30.9302	312.786	1285.06	2446.93	1739.6	907.429	51.6735	15.4418	7.70754	6.66118	3.80179	5.69178	34.3903
PF3D7_1036000	13.7307	8.9356	4.07339	2.7478	1.15182	0.943537	0.25926	1.93255	10.5163	40.5842	256.142	1103.83	1268.95	560.618	47.0097	10.5758	8.05662	4.05133	1.36487	3.29497	7.30947
PF3D7_1036300	1.13525	0.925875	0.606792	0.490162	0.309556	0.192392	0.144157	0.110897	0.255597	3.70323	20.8412	46.7163	40.6402	22.1542	2.15121	0.828679	0.414171	0.194497	0.141866	0.16115	0.40647
PF3D7_1036400	0.127158	0.249371	0.117166	0.0746058	0.0368599	0.00939258	0	0.0401447	0.00956068	0.0155673	0.185278	1.21213	6.44308	6.51375	0.742191	0.18137	0.110739	0.0786964	0.0599741	0.0510929	0.00993191
PF3D7_1036500	5.46851	3.51528	1.35328	1.09002	1.34927	2.69807	2.59156	1.22106	1.79478	6.94988	88.9395	537.259	406.715	182.749	18.5354	4.31372	3.53711	3.01563	2.3147	2.31673	1.84598
PF3D7_1036600	1.51635	0.381369	0.120302	1.79503	8.47818	23.6097	34.7355	37.0926	25.2223	18.4758	13.2009	15.0948	13.9599	9.81186	0.855418	1.1679	4.72989	15.398	28.0233	30.963	26.9528
PF3D7_1036700	2.27109	3.53515	8.49712	23.445	36.6377	48.2888	36.98	18.9319	8.02525	5.47696	4.01803	6.04961	3.48725	6.78278	4.88149	7.77406	28.3455	33.3199	35.5696	25.2421	12.8641
PF3D7_1036800	2.17414	1.23009	0.771575	0.964713	1.7474	8.16209	25.8342	50.6547	83.2157	82.7399	50.5067	41.0698	29.4558	23.2181	3.02576	1.82267	3.47455	8.44533	24.3391	40.8656	54.8619
PF3D7_1036900	480.937	355.165	301.732	278.901	267.335	195.271	171.791	173.437	157.393	109.263	81.5816	108.276	876.537	1175.66	345.365	285.818	264.885	203.864	165.75	164.518	142.493
PF3D7_1037000	2.90216	2.71078	1.91788	1.67636	3.06737	8.4694	18.654	27.0408	21.2046	18.0344	10.7767	7.09281	12.8004	18.3026	3.32674	1.60979	2.50036	6.68701	14.4828	20.032	19.8577
PF3D7_1037100	1.19794	4.83165	15.0097	28.5609	45.9895	51.064	47.7297	41.9849	21.9748	12.6451	6.39571	7.82044	6.45755	6.7755	5.58788	16.1104	32.6897	44.5637	48.251	40.3229	30.0298
PF3D7_1037200	0.14481	0.091256	0.0286075	0.148835	0.18877	0.160464	0.488425	0.979518	0.456252	0.319082	0.460621	1.15643	0.881451	0.900336	0.158522	0.154911	0.165425	0.210796	0.51283	0.582546	0.677874
PF3D7_1037300	682.536	809.634	878.606	688.79	489.317	438.573	384.57	305.443	184.005	102.438	46.5564	46.173	68.8184	80.1331	581.133	628.761	462.213	433.232	359.908	311.419	219.772
PF3D7_1037400	1.15106	0.449177	0.94155	3.5575	8.24653	16.8894	14.9329	7.52358	2.68936	10.4784	75.063	66.7958	39.4922	20.5883	2.50656	2.83212	8.14946	12.2897	14.774	10.1994	5.2983
PF3D7_1037500	8.20518	4.46459	1.97084	4.81896	9.34004	14.1148	12.5037	8.80185	11.9906	130.992	566.198	709.786	389.433	174.285	13.476	6.74362	9.22581	11.882	10.8892	10.1059	17.8511
PF3D7_1037600	77.8069	63.9574	57.93	56.1344	51.5808	37.9764	35.478	33.3144	29.9041	26.7022	29.9589	41.3375	31.803	21.3925	43.773	51.1409	46.1251	39.836	33.5886	31.7822	27.3661
PF3D7_1037700	335.099	268.319	195.85	166.071	112.253	89.9387	68.6774	55.3431	58.6218	27.491	16.6596	18.1647	16.1829	39.9839	168.154	154.927	140.438	83.9972	61.721	67.7436	54.6747
PF3D7_1037800	0.291069	0.155662	0.250829	0.124244	0.199382	0.187643	0.414155	0.551811	0.453248	0.544212	0.946544	1.2819	0.885241	1.68453	0.479931	0.362324	0.38015	0.252472	0.511894	0.553101	0.421454
PF3D7_1037900	4.83715	4.38836	4.16372	6.7033	8.92709	5.72408	7.05521	11.9824	11.4217	22.3344	33.2189	23.6181	16.7557	9.83186	5.18303	4.13893	4.83618	4.17044	7.03132	7.63633	11.5587
PF3D7_1038000	3070.09	2140.17	1704.27	1669.73	1341.51	1220.45	1237.97	1646.37	2845.4	4128.62	3655.4	3758.15	3037.27	2487.4	1620.62	1669.8	1454.39	1190.15	1160.21	1420.32	1972.81
PF3D7_1038100	17.6906	22.0019	24.3741	21.8984	19.1529	20.7617	18.6294	13.5503	9.10999	7.59865	6.46533	4.75352	4.56056	5.03129	18.1538	21.6653	23.753	21.4794	18.0959	16.6117	11.122
PF3D7_1038200	9.68356	23.3762	11.4729	12.1269	13.0042	12.9703	2.43341	15.6994	1.8881	10.6918	0	4.34012	14.9289	9.53738	17.8297	16.738	17.6006	4.44789	4.64072	1.99607	10.41
PF3D7_1038300	0.0776076	0	0.0614145	0.0914131	0.0448801	0.0344084	0.209319	0.222476	0.104139	0.284937	0.247245	0.074819	0.236898	0.0772235	0.0971651	0.132834	0	0.0408382	0	0.187933	0.398375
PF3D7_1038400	1.4492	1.28833	0.648103	0.640129	0.501975	0.269657	0.730892	1.6155	0.771733	0.603231	1.0578	1.51664	1.96626	3.36143	3.96463	1.37826	1.13734	0.958027	1.08656	1.53646	1.91076
PF3D7_1038500	0.302342	0.50769	0.598101	0.667643	0.786864	3.88732	4.15892	5.23475	2.90842	3.71872	6.26038	4.73745	2.76831	2.03068	0.757039	0.646866	1.92133	3.50113	4.86836	5.0022	3.35138
PF3D7_1038600	0.720345	1.81524	1.74925	1.54275	1.84697	0.912338	0.721833	0.367234	0.531428	0.642398	2.33358	3.63039	3.29212	2.4571	1.48096	1.62926	1.37627	0.951182	0.875646	0.80822	0.842037
PF3D7_1038700	18.7696	11.569	5.82882	2.00584	1.74024	2.17703	4.40018	3.51988	1.91243	1.6283	1.45085	3.28258	4.83554	6.61966	6.39566	4.33774	2.68379	2.62489	4.16442	4.66727	2.88234
PF3D7_1038800	104.73	96.146	52.0856	20.4964	6.6453	2.42507	4.28859	4.36626	2.72624	3.13037	4.59009	5.35418	11.3736	22.2357	69.7842	45.1788	13.9685	4.22601	5.24165	5.84721	4.3661
PF3D7_1038900	1.27149	1.80133	1.44649	5.71058	15.7156	23.5008	27.1344	27.3831	25.5142	21.7072	13.7355	12.409	7.7635	8.22385	2.48744	2.44833	9.06283	18.6037	22.5126	23.2884	23.6192
PF3D7_1039000	257.434	266.134	354.462	430.644	395.71	226.214	69.8173	16.7474	6.91081	4.04979	7.19593	19.2402	45.9705	62.8384	182.952	310.245	382.923	278.303	109.723	41.6385	9.4183
PF3D7_1039100	4.5574	8.28212	8.96969	10.7412	9.31791	4.28769	1.25468	0.375873	0.16719	0.273235	1.73877	8.31939	22.5205	7.77241	6.19733	7.6015	8.28408	4.96516	1.78003	0.692749	0.369788
PF3D7_1039200	0	0.232438	0	0	0.31904	0.246958	0	0	0	0	0	0	0	0	0.174519	0	0	0.142544	0	0	0
PF3D7_1039400	0	0.204603	0.0481696	0.21498	0.0352478	0.0540008	0	0	0	0	0	0	0	0	0.0762316	0.208495	0.0397198	0	0	0	0.0284577
PF3D7_1039600	2.23113	5.14785	3.44699	1.77797	0.772983	0.148414	0	0.0535867	0.0496438	0	0	0	0	0.444117	4.54201	2.38678	1.30695	0.17526	0.211906	0.0902897	0
PF3D7_1039700	0.707375	1.54219	19.0747	124.349	184.542	85.0296	24.5571	5.53091	1.69232	0.934626	1.69426	1.21994	3.90455	1.12665	4.96517	61.3846	160.127	172.933	53.3973	15.7241	3.21958
PF3D7_1039800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1039900	3.27361	2.18177	2.51601	2.10073	0.945772	0.34155	0.311566	0	0.0429453	0	0.0767392	0.0926542	0.882898	0.287454	0.904402	0.906397	0.752455	0.50531	0.182682	0	0
PF3D7_1040000	0.238404	0.733875	0.251563	0.374464	0.0459521	0.140934	0.0428664	0.113938	0.106605	0	0.0632972	0	0	0.237227	0.945226	0.408056	0.310726	0.167224	0.0376465	0	0
PF3D7_1040100	0.38354	0.402365	0.151853	0.565404	0.387833	0.0425172	0	0	0	0	0.152842	0.092275	0	0.190844	1.02075	0.656474	0.312233	0.251625	0.181922	0.0775097	0
PF3D7_1040200	0.292489	1.88193	18.9157	110.854	181.276	128.443	39.6464	8.78497	3.56525	2.00433	2.09817	1.6886	0.596069	1.16432	4.15172	43.972	135.111	160.23	63.4554	21.4791	5.26978
PF3D7_1040300	11.7889	5.76346	11.2174	54.3028	77.3326	31.757	7.68771	1.99539	0.901497	0.657477	0.534777	0.935394	0.455419	0.965153	5.13762	19.0926	44.548	42.5788	13.8155	4.18482	1.14927
PF3D7_1040400	1.81672	1.38646	1.43791	3.74608	3.38984	1.3547	0.445428	0.0789707	0.0369087	0	0.197348	0.238718	0	0.32869	4.18761	2.54417	3.49753	2.90935	0.821716	0.300074	0.0385212
PF3D7_1040500	0.409974	0.826009	2.33627	12.849	30.91	11.8516	3.49404	0.901663	0.293209	0.301037	0.391897	0.790148	0	0	1.74532	7.85926	20.5168	19.9214	6.72124	2.01937	0.344256
PF3D7_1040600	0.806328	0.601606	0.922064	2.37633	2.4338	0.595876	0.096645	0	0.0800024	0.263132	0.0713885	0.0862719	0.547433	0.713246	3.75849	1.4568	1.75087	1.08248	0.169901	0.144773	0
PF3D7_1040700	0.228243	0.511014	0.54183	0.492832	0.616004	0.236119	0	0.0363413	0	0.279335	0.363551	0.146716	0.464426	0.454222	1.95265	0.585997	0.446283	0.480523	0.180164	0.0921072	0.14203
PF3D7_1040800	0.712403	0.42702	0.241814	1.50089	0.764283	0.586682	0.054885	0	0.0453562	0.0747205	0	0	0	0.506422	2.61322	0.435487	0.596388	0.640442	0.289766	0	0
PF3D7_1040900	0.380396	0.239444	1.73195	6.95318	10.441	2.90963	0.564189	0.318936	0.0424249	0.0698242	0.151585	0	0.290657	0.189279	1.60788	2.60438	5.01686	4.79214	1.35315	0.345914	0.0443201
PF3D7_1041000	3.52282	1.22166	1.87865	5.45711	3.67605	1.12048	0.247869	0.109752	0	0	0.0609929	0	0	0.381018	1.62997	2.425	2.89497	1.53159	0.36272	0.216344	0.107222
PF3D7_1041100	0.173816	0.218855	0.41278	0.204864	0.100475	0	0.0468761	0	0	0.127626	0	0.0837091	0.265465	0.0864831	0.59855	0.446259	0.169859	0.365373	0.0411943	0.0351016	0
PF3D7_1041200	0.381656	0.256346	1.87246	9.34981	12.7136	1.15064	0.699988	0.182311	0.922015	2.07387	2.61404	2.64952	1.63087	0.607623	1.19456	4.83404	6.4177	5.10209	0.903801	0.30804	0.356237
PF3D7_1041300	34.3134	31.8813	14.101	7.88747	5.12588	4.68039	2.59725	2.1614	4.54025	11.4371	13.4526	10.6932	9.21449	6.06606	18.0846	12.7266	7.24317	5.23405	3.33713	2.64136	3.16747
PF3D7_1100100	123.56	102.846	44.7695	16.9968	6.35777	3.75875	2.073	2.04399	4.22885	9.55944	10.722	14.0758	11.2335	8.80696	45.8763	34.9784	12.009	4.97807	2.70451	2.26429	3.1494
PF3D7_1100200	416.38	390.434	266.776	145.746	68.2208	11.9741	3.76632	1.32264	0.8494	1.2464	1.62492	2.79362	5.20156	13.6815	170.17	192.252	77.169	20.9978	4.78175	1.76941	0.885204
PF3D7_1100300	19.2945	12.7718	13.8597	37.9637	57.9826	14.924	4.03452	0.935131	0.607622	0.249646	0.744878	0.327539	0.778787	1.52247	4.84266	14.9121	27.4129	25.0656	7.08985	1.30435	0.475712
PF3D7_1100400	0.453209	0.456482	1.86581	12.3957	23.941	4.22004	1.22221	0.564151	0.0404635	0.332766	0	0.174548	0.276945	0.180402	0.510797	3.41317	8.73849	7.52216	2.23477	0.476066	0.042257
PF3D7_1100500	0.892474	0.898945	5.29908	22.1984	27.701	7.40001	2.50312	0.384473	0.278946	0.32765	0.071113	0.257829	0.545315	0.710501	1.67642	7.5615	11.6277	9.7522	2.41172	1.22581	0.499336
PF3D7_1100600	0	0.181958	1.63205	10.3026	14.7779	4.3756	0.935538	0.156176	0.0965495	0	0.172919	0.312658	0	0.107914	0.203743	1.94869	3.38792	3.52207	1.28698	0.482553	0.252409
PF3D7_1100700	0.527361	0.177006	2.3393	11.5755	26.6214	11.1784	4.60715	1.316	0.56375	0.0774356	0.420463	0.30422	0	0.209939	0.726648	2.70793	3.63923	6.13626	5.15662	2.21843	0.294697
PF3D7_1100800	1.1318	2.13534	50.8283	294.052	521.889	312.758	95.6352	23.421	7.83482	3.21927	4.63099	2.03323	1.30152	4.50661	11.1716	115.384	325.313	343.652	144.705	57.1578	14.6524
PF3D7_1100900	3.05504	2.74644	2.24738	0.965929	0.315044	0.0483852	0.117675	0	0.0971448	0.0801037	0.870038	0.104866	1.00143	0.977323	3.21202	1.68078	0.568178	0.400107	0	0.0882916	0.0507957
PF3D7_1101000	1.04177	0.869072	0.27659	0	0	0	0	0	0	0	0.557544	0	0	0	0	0.890727	0	0	0	0	0
PF3D7_1101100	0.658285	0.552622	5.86144	32.7704	60.8966	10.2884	3.8615	1.65243	1.58152	3.02104	4.4573	4.75756	4.0202	1.39197	1.59697	17.1827	31.6346	31.8907	7.91491	1.49501	0.92125
PF3D7_1101200	0.0802927	0.404444	0	0.189186	0.232137	0.0711991	0	0	0.0358995	0	0	0	0	0.23969	0.955051	0.343576	0.261617	0.126705	0.0760794	0.0324128	0
PF3D7_1101300	0.794066	1.55524	11.6643	48.7755	61.9634	20.0298	5.37748	1.47788	0.551614	0.518264	0.91389	1.01965	1.07811	0.702393	2.15446	17.6688	41.6715	40.5165	10.5817	2.4591	0.534818
PF3D7_1101400	0.158393	0	0	0	0.0915917	0	0.0427202	0	0	0	0	0.0763391	0	0.0788055	0.148736	0	0	0	0.0375173	0	0.0369531
PF3D7_1101500	1.82937	0.323225	0.83867	0.397435	0.389436	0.170775	0.0519277	0	0	0	0	0.0926542	0.294299	0.479091	0.542641	0.329599	0.438932	0.151593	0.0456705	0.0778337	0
PF3D7_1101600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1101700	1.27328	2.72848	38.5981	206.439	309.364	153.744	37.4457	10.0376	2.19375	1.66156	2.25902	1.89768	6.50758	2.6758	6.02913	82.0883	224.969	227.749	82.5537	25.3652	5.7164
PF3D7_1101800	2.15849	2.35447	1.28244	0.700606	0.74794	0.143579	0	0.0518124	0	0	0	0	0	0.214825	1.68995	1.20072	0.843057	0.395832	0.0512379	0	0.050249
PF3D7_1101900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1102100	0	0	0	0	0	0.123479	0.149475	0.137195	0	0	0	0	0	0	0	0	0	0.285089	0	0	0
PF3D7_1102200	0.697561	1.25013	1.83805	2.07717	1.2388	0.618416	0.326217	0.0221102	0.0626963	0	0.628917	1.34909	5.09898	3.00718	1.2802	1.71133	1.75999	0.83572	0.373586	0.0748918	0.0652566
PF3D7_1102300	4.5343	3.58366	1.74067	1.02031	0.848762	0.236494	0.0359736	0	0	0	0	0	0.203385	1.12788	2.50406	1.48372	0.69562	0.702863	0.126234	0.0537781	0.0311426
PF3D7_1102400	69.7347	66.7113	70.5116	77.6061	70.0703	60.5186	46.2689	33.9158	22.6939	28.4545	90.5352	120.347	113.407	62.2477	54.9583	72.6399	78.5419	62.614	46.0573	38.4361	31.2811
PF3D7_1102500	115.237	90.7255	72.0789	52.4061	39.0689	38.7989	53.6643	44.6132	26.9243	18.5124	18.3248	22.2894	37.2928	63.1633	90.8057	88.2804	55.3047	42.97	55.1048	50.2508	35.4603
PF3D7_1102600	4.66348	4.10341	2.52347	2.35031	2.88956	5.24598	7.72804	8.36241	5.66725	4.2587	5.98722	8.6324	28.1967	42.5661	6.34124	2.7256	2.73895	4.58512	8.53582	9.3457	6.82862
PF3D7_1102700	3830.64	2830.41	1750.21	885.344	322.86	124.321	52.3931	17.8156	13.5872	20.8124	284.654	656.726	8817.15	6941.9	2176.86	1698.21	931.347	288.727	64.0151	39.9846	27.0233
PF3D7_1102800	43258.5	22266.2	7826.69	3204.6	1339.34	393.395	223.579	98.9489	107.145	160.148	2550.16	5630.86	49291.9	53879.7	16214.1	9573.35	3421.81	1182.76	330.358	201.424	134.197
PF3D7_1102900	146.248	38.3679	9.70171	3.52683	3.16164	3.19864	2.281	1.1376	2.00947	0.460208	0.500871	9.14787	23.5786	44.6292	37.8302	16.2313	4.0737	2.93654	2.46473	1.40047	0.654479
PF3D7_1103000	0.832206	1.37298	0	0.508234	0	2.22664	2.64167	3.56311	1.74195	0	0.668201	1.52905	7.81662	1.64754	1.56122	1.42169	1.05475	1.23037	2.81827	2.75756	2.25194
PF3D7_1103100	2138.27	2161.76	1962.18	1872.07	1507	1362.97	1073.19	788.754	914.226	371.415	176.056	165.097	219.186	296.81	1493.29	1880.31	1842.53	1445.93	1051.64	876.876	729.272
PF3D7_1103200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1103300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1103400	1.74672	2.61481	5.26772	11.6698	19.3216	38.8382	46.9614	55.7043	47.0117	30.6107	17.1715	13.1167	11.3757	9.59688	3.16234	6.52037	16.0187	28.8138	42.1897	48.9378	46.8704
PF3D7_1103500	0.179888	0.302246	0.142192	0.158568	0.234405	0.119607	0.145604	0.235143	0.101075	0.330295	0.465066	0.652421	0.684786	0.715836	0.534587	0.57731	0.293467	0.166428	0.254991	0.108624	0.168304
PF3D7_1103600	61.0752	54.278	49.0135	43.2084	34.8284	30.0982	27.0992	22.8578	15.9872	11.0064	6.53984	5.76168	5.89278	8.3369	42.5192	42.3389	38.8602	29.7241	26.8452	25.0578	19.0349
PF3D7_1103700	276.09	218.767	174.343	199.237	214.716	187.436	169.16	188.286	191.008	130.616	68.5547	58.5125	55.9187	86.2862	138.282	154.062	174.734	180.829	162.542	162.348	162.564
PF3D7_1103800	2.59179	1.92503	5.62779	28.0704	54.0174	54.3306	51.5391	52.4445	46.9651	45.989	38.408	35.108	55.293	29.3821	4.65045	10.7056	27.5227	41.6627	44.5591	45.6183	42.4815
PF3D7_1103900	3.68958	0	0	4.6088	1.99988	0	0	0	0	19.0224	32.1131	46.3598	22.8389	18.1575	2.27197	0	0	0	1.77393	0	3.19995
PF3D7_1104000	103.925	92.5366	91.836	91.7351	90.8489	66.2488	56.9139	52.566	43.8841	27.8952	15.1709	12.3962	15.5032	23.1268	67.7308	78.0808	79.8919	66.9543	53.8832	50.7447	45.601
PF3D7_1104100	132.183	89.1196	72.9401	65.7185	51.1243	37.516	32.1853	33.6047	34.5573	31.704	30.4344	50.3881	197.899	166.169	83.5329	70.7818	55.1877	38.9573	31.7301	33.0264	34.7921
PF3D7_1104200	297.038	256.42	221.31	191.598	158.08	97.7759	86.0043	93.4772	138.872	162.401	146.359	116.436	154.193	209.795	171.404	191.659	160.21	103.472	78.3407	84.0031	101.896
PF3D7_1104300	1.98787	1.41651	1.33111	3.32158	9.14443	14.0101	25.3072	37.0744	34.826	25.2358	17.4478	11.2477	6.10941	6.79158	3.04035	2.68128	5.95558	10.9572	21.0657	27.8874	28.2611
PF3D7_1104400	531.31	536.024	460.679	344.088	203.773	193.126	245.086	331.389	455.347	343.155	190.215	163.944	107.245	98.3675	355.593	379.992	314.058	214.022	231.554	295.493	376.268
PF3D7_1104500	0.241307	0.13516	0.12714	0.0236267	0.0465932	0.0713065	0.282139	0.248333	0.379911	0.44308	0.959602	1.0507	0.612186	0.960213	0.956066	0.103256	0.131246	0.255318	0.170965	0.258945	0.282312
PF3D7_1104600	0.805754	0.575424	0.509442	0.260346	0.210033	0.607158	0.804405	1.18643	1.68537	1.59786	2.37113	1.20845	1.2265	1.36266	2.69676	0.827482	0.604778	0.596771	0.856312	1.10243	1.414
PF3D7_1104700	81.6331	168.756	248.587	262.803	214.697	175.257	144.09	150.232	106.059	54.9002	40.2154	26.3784	22.784	27.5403	131.875	208.295	192.134	154.949	135.159	134.648	103.863
PF3D7_1104800	18.564	53.8936	87.5317	110.965	112.281	100.229	85.5576	83.4146	60.095	30.8192	12.8262	13.3096	11.122	11.5442	39.5867	69.9037	100.117	92.2878	79.3529	71.6755	65.5849
PF3D7_1104900	6.64962	3.17788	1.29792	0.999058	1.67246	2.9933	3.03276	3.36509	2.71927	30.9215	338.546	546.581	324.859	156.55	13.8849	4.00271	2.33324	2.71343	3.0996	3.13865	4.8483
PF3D7_1105000	1736.75	1066.92	684.025	654.377	1372.79	4467.23	7551.06	12759.9	24149	40816.3	48757.5	54812.1	27651.3	14150.8	1328.89	894.213	1340.27	3123.15	6606.37	10514.5	15715.2
PF3D7_1105100	1395.54	1163.51	954.961	952.808	1786.59	4887.21	9330.93	15282.5	26221.3	44400.3	53761.1	55642.4	30472.7	14796.8	1481.94	1165.23	1716.76	3824.86	8053.1	12343.4	19190
PF3D7_1105200	0.175797	0.492157	0.231707	0.103403	0.101749	0.701388	1.64404	1.73065	1.4983	2.23778	6.34279	4.41468	1.42905	2.21546	0.293365	0.200598	0.191094	0.309193	0.886927	1.74751	1.67046
PF3D7_1105300	7.14027	6.11729	6.22285	10.4625	16.2236	25.3806	31.9601	40.3486	45.6162	75.3247	171.614	211.508	148.803	75.6599	7.42212	7.03925	12.6356	18.8642	27.9118	32.6071	43.2755
PF3D7_1105400	2201.7	1862.32	1594.81	1500.76	1605.28	1532.44	1210.43	964.954	1033.14	454.916	207.521	235.646	277.948	441.545	1367.55	1561.81	1962.78	1614.9	1178.56	1031.77	910.361
PF3D7_1105500	6.90342	5.77823	1.41631	1.98674	6.91167	21.5465	60.2955	142.317	145.748	120.276	80.7656	49.9734	33.6432	23.4988	3.91174	4.00111	5.48297	15.5104	49.0147	83.9423	124.452
PF3D7_1105600	693.596	598.286	510.494	439.367	322.59	187.342	117.776	71.9633	50.7072	34.7137	170.999	424.695	4622.49	3110.41	587.725	490.479	410.959	234.27	125.855	94.9575	62.7159
PF3D7_1105700	136.219	108.07	82.1675	72.0116	67.1718	58.5099	53.5058	49.3077	38.5409	21.5455	11.8192	20.5867	67.1656	89.6648	74.1223	67.6301	62.4145	56.9443	52.506	45.4593	40.8508
PF3D7_1105800	139.105	123.547	160.956	218.674	280.964	243.038	236.652	208.86	174.525	196.881	313.146	420.839	299.817	150.754	91.5236	144.793	214.808	241.327	226.836	206.051	178.276
PF3D7_1105900	0	0	0.561341	0	0	0	0	0	0	0.258608	0	2.32026	4.37542	4.55533	0.22113	0	0.453982	0	0.508417	0	0
PF3D7_1106000	195.026	161.701	140.999	146.377	161.479	116.963	89.5443	72.6972	49.508	29.2801	15.7065	17.8016	27.2169	28.5761	111.151	122.076	132.697	112.955	86.9338	73.2209	55.1325
PF3D7_1106100	13.4397	18.5032	16.8387	19.5326	16.646	27.4577	33.4476	38.8107	72.8072	61.055	34.6314	26.9231	22.5012	14.4055	14.4633	18.6783	25.043	22.728	27.2273	39.0117	50.568
PF3D7_1106200	0.415739	0.476329	1.97123	4.37329	7.57572	11.3915	14.9705	16.6167	12.5002	9.54914	5.86102	3.69444	4.48653	2.70701	1.30034	2.84633	6.68552	9.54066	13.6895	14.8866	15.2133
PF3D7_1106300	1.60281	1.22966	4.48778	19.3981	36.9245	38.6253	37.7959	48.6323	47.5766	35.5221	26.5708	21.5888	15.9053	11.9235	2.96419	7.81267	20.2442	31.8036	36.3402	39.5657	38.2036
PF3D7_1106400	0	0.381886	0.365856	0.553754	1.83315	8.98279	17.1761	16.5525	9.42681	5.05701	11.8085	9.00531	12.8771	4.56094	0.576063	0.392385	1.17788	2.54491	10.8469	13.2363	11.106
PF3D7_1106500	20.1068	22.3335	25.1207	27.3816	27.7595	26.3529	22.1493	19.9145	16.0746	8.80282	5.18018	3.91803	7.10829	5.77629	14.4063	20.1956	24.6302	22.6857	21.534	20.3188	15.7623
PF3D7_1106600	2.83095	4.39889	4.69196	7.50587	13.369	16.9541	18.7283	16.9098	8.05232	4.43263	2.67895	1.60729	6.28397	4.01997	3.13298	4.23978	9.38003	14.1434	18.1362	15.9666	10.0744
PF3D7_1106700	32.1298	29.0204	28.3857	28.3466	28.4923	23.9447	21.3853	23.6785	20.272	20.0738	18.8504	15.134	11.2819	10.227	21.8229	24.5084	25.5759	22.334	21.9641	22.0351	19.678
PF3D7_1106800	7.05578	6.3389	6.78564	9.52016	10.8012	11.6401	13.286	12.8419	8.91347	7.90523	7.12403	4.37908	4.13128	4.08846	5.20139	6.52308	8.78542	9.40699	11.1243	10.7248	10.9782
