time_points	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45	48	51	54	57	60
PF3D7_0713200	551.798	374.543	212.414	91.8169	23.5135	3.14643	1.83206	0.785357	0.719512	0.216939	1.29811	3.96202	10.4274	28.539	245.449	192.607	52.1534	6.46764	1.40735	0.599726	0.617409
PF3D7_0713300	1648	1157.3	576.901	221.584	61.9887	8.60652	2.64581	1.13736	1.00687	1.4506	2.76585	8.34766	38.0246	70.6214	731.892	515.73	122.926	18.6281	3.32084	2.00538	1.14514
PF3D7_0713400	201.32	143.486	113.1	87.7136	62.2303	45.4102	38.0687	46.8879	74.4524	81.1994	71.0646	90.3877	142.911	131.932	104.593	94.2946	77.3812	51.0144	40.9024	46.028	61.0394
PF3D7_0713500	23.677	13.3021	11.2219	9.04418	7.33955	4.69615	3.5583	4.29012	4.2693	7.16797	7.59088	8.9738	16.3909	18.8674	10.2758	8.95597	7.89323	4.31316	3.81436	3.31266	4.21615
PF3D7_0713600	6.3066	3.90039	2.45863	2.48384	3.49702	9.02679	12.4361	14.1577	13.3139	9.1243	6.35901	6.77125	8.55288	10.6727	2.76619	1.96262	4.6174	6.36679	10.7312	13.7189	13.6966
PF3D7_0713700	102.427	115.971	116.818	113.22	98.445	93.7784	99.1285	121.769	192.124	177.093	113.431	100.587	71.2441	42.9343	86.2326	104.429	108.762	89.0957	95.5524	112.705	135.367
PF3D7_0713800	5.23067	2.81197	3.6157	2.53729	1.1605	2.67691	2.74761	6.85363	11.5994	34.852	110.796	112.518	59.1939	31.3736	3.95006	3.90254	2.4421	1.96036	4.91262	6.14411	10.0964
PF3D7_0713900	140.128	124.889	117.772	118.5	99.6872	56.847	43.7281	44.0659	45.2532	43.4182	37.2044	27.5789	23.2248	23.2852	90.567	112.674	93.0197	61.0936	44.967	41.7692	40.6249
PF3D7_0714000	1778.88	1197.7	869.622	741.096	656.657	526.2	675.293	1283.37	2994.67	4728.38	5775.15	8991.66	5437.87	3181.02	971.536	789.378	744.019	552.217	670.842	1072.66	1889
PF3D7_0714100	0.905592	0.919406	0.417458	0.443265	0.306035	0.100349	0.162901	0.0358306	0.101878	0.055428	0.330084	1.1321	0.803963	1.2387	1.29822	0.678133	0.443335	0.279566	0.124733	0.121449	0.0529837
PF3D7_0714200	105.827	76.8621	57.5135	54.5558	51.5253	33.9776	27.6943	35.7873	48.2103	90.1728	190.385	197.541	121.012	112.825	56.1179	55.6511	46.4035	33.0176	29.6398	31.7989	36.863
PF3D7_0714300	59.9404	41.5619	34.9431	28.8004	26.8252	20.5038	18.8186	21.7598	24.5044	21.2197	14.5152	12.0766	11.7564	21.5178	30.8868	31.5322	27.9365	19.6905	19.5038	20.6894	19.5868
PF3D7_0714400	16.3283	13.0788	9.14679	6.01953	7.794	8.98395	11.7826	14.4151	6.16324	4.14577	2.93842	4.83138	4.13572	4.88793	8.61461	8.93074	7.9872	8.34472	16.5134	15.465	11.6478
PF3D7_0714500	85.1537	64.1968	60.9737	61.3415	65.2841	47.0904	50.5955	62.5432	61.1189	48.6865	27.7686	22.8562	17.4868	23.1575	43.8749	49.2927	53.6244	45.9553	53.5483	54.0657	49.0828
PF3D7_0714600	57.1917	47.2398	36.9031	40.1877	34.0731	24.5008	19.0539	18.3063	21.7424	19.4587	17.6969	12.5903	13.6338	14.4968	34.667	32.1348	27.5724	20.6943	18.6495	18.0774	17.5219
PF3D7_0714700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0714800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0714900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0715000	132.765	106.166	90.4152	71.7711	64.6881	63.8718	64.8343	66.9217	47.1599	20.111	12.182	12.441	13.6239	20.1937	79.0287	77.409	67.573	59.2154	62.1303	64.2654	52.8572
PF3D7_0715100	0.538889	0	1.28795	0	0.306624	0	0	0.276961	0	1.97892	3.4651	6.01172	3.36385	0	0.337834	0.460366	1.03361	0.539806	0.520197	0.444628	0.735487
PF3D7_0715200	2.61467	1.7876	0.839428	0.890549	0.893573	4.45219	15.9294	33.1057	53.3837	93.709	91.7348	56.0196	32.597	22.2937	3.47317	2.60903	2.97034	4.80127	13.9331	25.0979	38.7787
PF3D7_0715300	0.928216	0.64974	0.693104	0.242539	0.179135	0.342887	3.95107	20.0713	37.3746	56.846	39.5539	25.8178	12.5694	8.56767	1.41972	1.32395	0.470988	1.06223	4.75366	14.7258	24.1356
PF3D7_0715400	0.763157	0.255911	0	1.08417	4.31075	18.687	33.2356	37.4898	23.494	21.734	15.8482	7.01192	6.08944	4.8622	1.33941	1.04495	4.26486	11.8413	27.9913	31.3547	31.7318
PF3D7_0715500	3.75803	4.59429	0	3.49186	19.7675	70.6114	110.131	169.062	90.0758	51.2399	32.9629	22.0788	17.5978	24.0684	3.49838	3.21808	7.00706	36.7732	107.184	109.938	108.821
PF3D7_0715600	1.35114	0.8515	0.934144	3.64969	12.9568	35.1537	53.3573	60.3448	63.0425	49.6204	27.7452	19.0996	12.026	9.40845	1.79595	2.11027	10.166	26.4898	43.6785	52.1836	55.8272
PF3D7_0715700	0.434748	0	0	0.785508	4.71438	15.6535	17.4375	29.025	23.1019	24.5755	16.4185	8.53917	5.41482	4.75134	0.545485	1.11464	1.95353	9.87677	19.6922	22.1852	22.839
PF3D7_0715800	2.97177	1.48679	6.45143	18.6384	36.7715	46.6151	55.1942	89.4892	96.3382	66.0281	32.5145	25.1496	18.124	13.8402	3.68014	10.0107	28.6144	38.6081	54.3291	67.9313	82.4407
PF3D7_0715900	2.27784	0.677701	1.31299	2.59394	10.6622	45.0792	81.4544	125.375	144.08	107.242	51.6461	38.8646	28.6198	17.2791	3.02847	3.73633	12.5714	36.9166	75.8245	98.8227	114.817
PF3D7_0716000	77.9317	55.194	42.0623	33.6931	32.3492	28.1717	30.52	26.6981	22.9835	13.7271	8.47241	7.69666	8.33594	12.4796	36.3228	34.7831	31.0444	28.1665	26.0818	26.4502	22.4075
PF3D7_0716100	91.4121	72.175	61.8662	56.603	50.3467	36.7775	26.0377	13.9003	5.95359	2.97708	3.01892	5.14037	14.225	43.102	57.458	52.722	46.9205	36.6504	23.5871	16.7717	9.86455
PF3D7_0716200	695.27	495.573	324.76	222.86	149.671	88.8577	62.784	45.5746	29.2037	15.4631	16.1827	31.9363	93.1143	377.761	338.638	279.932	183.228	95.1225	62.9816	54.3031	39.7776
PF3D7_0716300	20.4514	20.9919	53.5477	156.422	313.416	414.244	496.633	775.18	1151.16	791.97	402.263	323.236	189.414	125.174	29.7734	77.6041	208.922	336.582	477.5	645.265	778.574
PF3D7_0716400	46.5481	43.4981	26.8465	14.6735	4.85419	10.7616	40.0958	111.997	149.5	132.982	73.654	55.4094	35.3648	28.2345	30.6943	21.8583	11.7866	15.9853	40.2837	81.755	112.339
PF3D7_0716500	1.89804	1.54261	1.06534	3.38586	13.9253	26.2201	29.3996	23.2838	15.4841	17.9855	17.3983	8.09968	7.09375	4.20331	1.07288	2.04355	7.66634	18.02	24.9971	23.2725	17.2787
PF3D7_0716600	0.823577	1.0174	2.06812	6.89119	12.5113	14.109	15.5015	17.0959	16.0843	7.22274	4.8949	4.21545	3.98445	5.20523	1.51556	4.14601	9.92528	13.6443	16.0047	17.3618	16.3358
PF3D7_0716700	0.865901	0.478218	0.586258	2.01813	5.20571	13.443	14.8215	11.1598	6.2021	6.21496	8.86899	5.61011	3.83693	2.92846	1.57821	0.868077	4.71782	10.4676	13.0607	12.1112	8.33402
PF3D7_0716800	559.314	421.605	355.604	364.749	361.145	296.554	255.992	215.818	175.895	86.5652	42.3834	47.0967	49.8963	80.3754	284.042	311.778	345.984	304.569	253.569	228.974	193.368
PF3D7_0716900	53.9613	54.3813	65.7041	80.7827	83.8316	71.659	59.9754	52.1955	31.1962	18.9752	13.1972	8.41085	10.5654	11.5005	43.8162	59.4196	66.8024	61.3183	59.6278	49.3756	45.3486
PF3D7_0717000	1.10495	0.758675	0.636435	0.237003	0.464248	1.20266	4.06298	20.5191	36.2686	71.7596	56.692	25.3159	12.2852	9.59696	1.06944	0.945631	0.915715	2.16017	5.71948	14.6619	28.3579
PF3D7_0717100	2.33434	5.16973	8.89482	17.7478	24.3214	31.9755	32.4895	35.3182	38.0109	27.8576	17.7491	11.1214	9.1883	5.46355	4.98114	9.23659	19.6906	26.476	30.2204	32.3147	30.8868
PF3D7_0717200	43.9876	51.7699	61.6687	56.7532	31.282	28.8271	28.3747	36.1058	54.2914	108.425	226.132	330.054	277.805	135.738	49.2738	48.6656	41.6532	29.1421	27.661	36.0332	43.5686
PF3D7_0717300	66.6157	62.0499	64.3981	62.6709	63.852	38.2071	37.5544	35.1364	25.6049	33.3984	93.4669	224.948	220.248	103.084	44.8701	51.1443	55.3411	41.9292	32.3163	32.6909	28.7676
PF3D7_0717400	99.3036	93.7904	91.0098	99.4928	87.458	57.6836	33.5792	18.1269	9.60839	7.45078	18.1823	42.2751	46.6637	29.5641	67.3574	79.0323	71.0747	57.3067	36.2945	24.0573	11.3572
PF3D7_0717500	26.729	22.368	22.2462	19.9151	14.4851	12.0939	8.88162	26.3417	43.8825	184.622	511.321	687.927	358.39	188.547	27.7478	20.2901	19.7702	13.0298	12.9201	19.6236	36.249
PF3D7_0717600	2.23589	1.12748	0.427567	0.400519	0.873178	6.18561	15.091	29.6359	49.7574	87.3903	106.855	86.4743	43.0107	21.2804	2.59057	1.89334	2.39789	4.99237	14.1003	23.0411	35.9619
PF3D7_0717700	223.353	204.265	191.344	172.329	151.532	116.704	106.299	127.189	136.531	118.035	81.8681	70.2962	41.1863	41.0368	154.975	157.571	131.804	107.073	109.611	116.373	117.442
PF3D7_0717800	0.808973	0.973326	1.72853	2.2328	2.45595	3.92965	2.85113	2.69447	2.36335	1.98083	2.0797	1.58465	1.01232	0.962409	1.88457	1.71044	2.91191	2.55155	2.99885	2.89238	2.46898
PF3D7_0717900	13.182	15.4582	24.8864	41.9895	52.8743	43.8685	31.5286	21.3046	13.593	6.37934	4.64172	5.10344	5.74137	6.70873	14.1039	26.5135	39.5764	36.7528	32.6163	27.0554	15.6394
PF3D7_0718000	0.497947	0.388267	0.29478	0.287113	0.375113	1.25635	1.12727	0.745358	0.490409	0.439555	0.80056	0.596612	0.731614	0.982491	0.871152	0.395214	0.713902	1.0827	1.50758	1.3471	0.785783
PF3D7_0718100	0.909544	0.749788	0.404335	0.388256	1.05008	7.50963	16.1213	25.0173	22.2229	16.9049	11.3712	7.02803	4.45259	5.09402	2.08146	0.944646	2.26781	6.36331	15.1213	20.6976	19.8702
PF3D7_0718300	0.206198	0.275775	0.110991	0.0824212	0.0761131	0.0415355	0.0809504	0.101897	0.0593018	0.220324	1.87632	4.54822	2.04988	1.04406	0.867296	0.168443	0.15924	0.114549	0.14575	0.1806	0.101116
PF3D7_0718400	6.6349	22.7414	70.7651	144.464	142.082	154.761	143.82	135.971	103.113	91.171	147.405	300.263	150.001	93.0888	22.6683	62.0795	136.199	134.212	122.554	117.475	101.501
PF3D7_0718500	49.3442	57.8105	65.7084	86.9415	106.989	100.911	96.6351	124.069	110.419	77.7374	48.2107	34.3371	29.0997	33.7965	46.8814	70.6381	88.7228	96.6428	103.087	103.349	98.8564
PF3D7_0718600	1.41853	1.50891	1.15539	1.09244	1.32348	3.39884	6.40019	7.72643	3.87903	3.92368	10.8164	18.0254	9.90622	5.66599	2.16235	1.34676	1.75164	2.98605	7.20328	7.43696	5.28671
PF3D7_0718700	0.892507	0.749578	2.16457	5.00498	10.4343	19.3344	20.7701	18.8792	10.7548	5.15613	3.97801	2.98813	3.62781	2.90074	0.819177	2.29144	7.64465	14.5654	19.4762	20.8386	15.042
PF3D7_0718800	0.337918	0.189008	0.178491	0	0.0650374	0.0499521	0.0607389	0.487046	0.501176	0.248082	0.538986	0.324665	0.3447	0.448432	0.141114	0	0.146621	0.0589781	0.0534953	0.273522	0.366978
PF3D7_0718900	0.277871	0.116506	0.11018	0	0.0801278	0.0616249	0	0.06703	0.0615764	0	0	0	0	0.276604	0.174137	0	0	0.0724781	0.0661147	0	0.0645383
PF3D7_0719000	96.9613	112.499	142.132	112.806	94.1657	119.607	117.112	87.3196	65.5189	28.3817	20.4537	13.4814	14.1157	20.3155	89.6667	107.292	109.59	105.845	118.629	98.8663	72.6173
PF3D7_0719100	1.03455	1.21276	0.986565	1.72104	3.33189	16.7116	39.4416	52.5775	69.3036	42.2124	28.479	22.6583	16.5701	15.449	1.68722	2.6556	5.23204	15.5094	32.8394	44.9454	55.0054
PF3D7_0719200	0.190981	0.160285	0.22684	0.0563062	0.110356	0.296395	0.412006	0.274516	0.511163	0.420668	0.913264	1.92987	2.04303	1.42544	0.478371	0.817216	0.310953	0.551328	0.181168	0.501724	0.534014
PF3D7_0719300	82.2196	72.1317	61.8848	61.4156	57.6418	40.49	34.6286	31.7644	24.8651	14.1136	8.79266	8.08705	7.89753	11.2904	46.2467	55.3196	50.0999	39.2876	33.5802	30.792	25.4869
PF3D7_0719400	1.43646	1.68813	1.78392	1.84017	2.87122	10.0929	13.5653	20.5955	40.65	43.5806	43.9248	36.3934	19.4936	12.3454	3.0783	2.11253	4.26424	7.44285	13.4441	19.1369	27.6222
PF3D7_0719500	2.24011	1.68848	1.27182	1.1486	2.7927	10.7453	18.8732	27.6295	52.5967	62.1347	69.2548	66.026	37.1168	19.0299	2.15663	1.67132	3.85876	8.33583	16.7338	24.534	38.3611
PF3D7_0719600	1820.77	1700.13	1516.33	1558.32	1435.09	1353.83	929.255	677.208	778.526	305.815	135.05	168.791	202.076	256.268	1216.93	1340.2	1677.31	1378.55	914.598	781.718	707
PF3D7_0719700	1583.08	1389.82	1252.36	1259.58	1132.98	1096.55	826.143	687.22	790.874	294.055	142.219	171.336	183.171	254.285	1058.16	1194.58	1372.41	1021.43	833.549	711.503	650.546
PF3D7_0719800	13.346	13.1777	12.7419	11.4226	8.28061	9.94065	10.8332	14.4937	22.4853	23.3988	14.6418	11.7273	5.8649	4.84481	11.437	10.7013	8.86067	8.18206	9.24226	12.6963	17.5848
PF3D7_0719900	71.9936	61.3158	45.3589	36.1205	29.4288	30.1149	32.5585	40.441	50.5238	52.1459	38.0236	27.3595	17.9691	15.985	38.9098	39.6848	34.0485	28.7711	29.8169	35.8571	41.75
PF3D7_0720000	65.4037	53.2787	50.9301	59.3132	51.0034	43.8099	35.2363	36.5201	39.5867	22.3383	22.4527	18.8497	11.142	13.8884	38.5135	46.6652	47.3905	39.3737	35.0208	33.5371	33.9824
PF3D7_0720100	114.289	91.6232	75.8151	61.4659	52.7809	42.0935	34.6705	27.2639	29.8805	14.6779	14.2783	14.2149	13.9857	30.835	58.9225	65.3826	52.5931	36.8441	32.7347	32.146	26.8048
PF3D7_0720200	234.239	194.317	176.928	177.602	175.935	109.708	76.5907	80.9148	69.8852	41.6012	21.5851	20.8297	32.6622	41.2969	146.172	174.727	154.771	114.162	93.8303	78.9157	62.3637
PF3D7_0720300	0	0	0	0.714305	0.334731	0	0	0	0	0	3.31437	7.64798	3.68026	7.59666	1.47667	0	0.751973	0	0.284507	0.243263	0
PF3D7_0720400	16.6678	22.7857	30.6198	38.6459	47.1757	44.7753	47.6295	44.2622	29.9352	17.3106	10.3035	14.136	11.9178	11.2415	17.8245	26.0074	39.4842	43.8531	44.3771	42.5502	36.2234
PF3D7_0720500	0.684576	0	3.27146	12.1026	15.8693	22.8071	19.646	33.7795	37.1261	30.1443	15.3867	11.9224	5.31045	4.08505	2.57769	6.73135	12.3533	19.169	26.826	29.3528	31.406
PF3D7_0720600	105.852	95.79	60.5324	28.0894	13.8575	25.3934	53.1414	80.1923	90.5639	68.0259	46.2488	49.6108	27.7786	28.4263	65.6458	50.6405	23.4779	21.9927	42.9838	64.1348	81.5143
PF3D7_0720700	180.146	146.606	87.2364	41.7594	19.9304	14.1795	17.6354	22.0963	27.1997	81.6959	232.914	223.473	130.423	77.7445	95.4731	73.0825	33.3106	15.2593	15.5849	19.7484	25.1434
PF3D7_0720800	6.90453	3.85685	5.90393	19.4194	66.4639	58.6755	59.3306	73.0449	54.8591	42.4883	26.7491	24.0054	14.1502	13.2189	3.66335	9.24136	25.3996	48.6027	59.3012	63.9401	52.572
PF3D7_0720900	9.60955	7.5701	5.94341	8.65029	19.4159	32.7421	45.2438	66.7103	69.5624	41.9838	31.8754	29.1489	23.677	13.9969	6.97425	9.42748	14.0316	24.4058	40.3092	54.1356	53.1617
PF3D7_0721000	23.4872	24.2726	23.396	23.2875	23.52	18.6004	20.3202	25.4151	31.8596	37.1264	34.9494	25.2382	15.6046	10.7988	16.4937	21.2421	19.9591	17.493	18.6342	21.624	24.8594
PF3D7_0721100	9.17631	9.34529	60.384	205.253	347.97	406.179	471.47	642.965	617.904	443.81	214.364	118.432	87.9715	74.3776	20.5353	85.5996	214.167	338.537	455.43	513.413	516.862
PF3D7_0721200	34.7436	26.2896	18.4348	10.8037	7.11294	4.95082	6.75057	7.90379	9.23158	9.41838	7.25371	5.64032	5.58234	9.02468	17.2361	17.4812	10.5994	5.78236	5.76542	7.18842	9.48316
PF3D7_0721300	144.034	115.393	107.878	102.882	89.0882	58.1142	42.1344	29.5785	17.9373	9.52653	7.07323	9.48432	13.4044	39.1477	84.7645	92.353	86.8763	64.9511	43.4475	35.097	21.7789
PF3D7_0721400	15.1502	25.1344	37.8194	64.6662	77.3006	75.1891	71.2753	103.021	124.647	68.4571	33.9137	28.9859	25.6785	17.5959	16.4222	35.9242	49.0092	68.7281	72.4944	86.4003	100.661
PF3D7_0721500	0.586667	0.575135	0.515033	0.57412	0.509922	2.6725	4.06318	7.70018	7.60316	7.22966	5.72713	4.29218	2.77673	2.04256	1.10088	1.03204	1.34056	2.10588	4.38489	7.05194	8.17997
PF3D7_0721600	1860.84	1824.53	1693.07	1792.29	1748.51	1202.4	888.423	774.402	769.707	391.452	181.939	198.527	219.498	356.409	1257.54	1520.57	1695.36	1327.43	887.713	749.978	664.964
PF3D7_0721700	4.75707	4.82368	3.25728	2.18378	1.91394	1.13157	0.626004	1.16055	0.858841	1.53375	1.75449	3.02593	4.7746	6.81077	3.33993	2.43275	2.76214	2.44902	1.28959	1.44942	1.38271
PF3D7_0721800	136.239	125.147	121.09	143.889	155.252	138.784	104.961	172.486	233.285	158.376	103.167	83.6342	63.2801	48.5957	98.4486	123.114	116.878	123.017	117.691	148.012	152.772
PF3D7_0721900	140.216	120.312	116.741	157.154	118.628	97.8766	83.1683	83.6584	101.659	164.273	183.802	333.839	330.228	155.515	103.129	108.453	107.128	91.1085	67.2091	83.6722	90.5147
PF3D7_0722000	108.976	85.6044	85.5695	96.1514	101.153	61.6309	45.1186	44.7163	39.3355	31.6732	70.4273	123.151	120.625	75.6464	75.1445	77.6445	67.0621	58.3472	42.8361	41.5775	38.6566
PF3D7_0722100	42.8186	38.6805	32.1259	23.1301	14.5431	12.6146	12.8911	20.8258	23.2598	18.4603	10.0077	13.6604	13.0624	11.9567	29.0914	25.2374	16.1639	12.8078	13.4034	17.3255	19.9943
PF3D7_0722200	8.43851	4.20292	1.72069	0.739298	0.709756	0.241305	0.385622	0.548963	27.5611	292.432	739.629	826.823	463.66	218.455	12.7703	5.85308	3.1543	1.36928	0.835332	2.57293	34.9838
PF3D7_0722300	43.4766	34.9194	30.4135	27.4533	22.5369	17.994	15.5972	13.5681	9.75388	5.56885	4.49084	8.73434	34.4785	14.6016	29.4772	27.4667	22.9209	17.7323	15.4777	13.6381	11.7529
PF3D7_0722400	336.399	285.512	264.572	250.204	232.434	213.518	196.95	206.088	189.398	95.9155	49.6504	59.6707	265.611	120.474	196.84	234.652	231.963	215.608	198.725	189.022	173.276
PF3D7_0722500	101.828	82.4057	75.8134	71.0766	56.6048	48.2325	37.373	33.9926	45.6919	53.0856	53.6804	50.3052	30.7294	34.0211	54.5617	62.1455	57.3946	42.7955	38.4949	36.9507	36.9082
PF3D7_0722600	141.403	110.997	92.3605	87.4963	80.6411	52.8727	36.7473	34.5256	28.1801	33.9276	62.9313	55.5087	46.6237	49.4505	75.6286	79.8463	72.4358	50.5976	38.2999	35.2843	30.3792
PF3D7_0722700	40.9432	54.5281	69.1572	67.7476	50.8092	46.3101	54.9689	74.0036	126.032	212.98	205.88	279.383	144.219	78.3105	29.4958	48.1205	53.7836	44.6521	58.2071	72.7316	100.528
PF3D7_0722800	1.67697	1.37072	0.716524	0.665879	0.209984	0.441988	0.269025	0.0861793	0.244462	0.66575	1.69455	2.41081	1.7944	1.62322	1.89986	0.77576	1.03514	0.479199	0.321237	0.200705	0.212018
PF3D7_0722900	0.378844	0.0794896	0.224982	0	0.0547293	0	0.102162	0.136121	1.35213	5.28499	3.92506	6.47205	2.02624	1.50805	0	0	0.185054	0	0.0449196	0.0765536	1.32422
PF3D7_0723000	49.2085	32.2309	27.0899	20.2348	16.4101	16.1437	17.0989	15.7776	10.3885	5.28719	5.97953	5.00308	28.7449	10.1528	24.6787	20.8854	17.91	17.6276	19.2669	15.7305	13.0932
PF3D7_0723100	0.530068	0.0989304	0	0.0692863	0.0681759	0.0522185	0.508424	0.364737	0.44911	0.562284	2.90628	4.72138	1.97495	1.81653	0.442283	0.151212	0.115237	0.217525	0.445725	0.593385	0.688075
PF3D7_0723200	0.398704	0.602503	0	0.140909	0.0922189	0.0707095	0.129041	0.152446	0.285246	0.351319	1.07976	0.999176	0.243448	0.396737	0.19968	0.204729	0.051965	0.251688	0.264437	0.193132	0.483671
PF3D7_0723300	3.82486	2.27877	1.17257	1.34043	2.316	3.65615	6.10041	10.4338	25.8278	81.2427	242.395	277.639	126.937	64.6228	5.8914	3.12676	3.22441	3.73607	5.92687	9.61665	18.8375
PF3D7_0723400	123.961	89.4974	72.8563	69.466	68.8906	41.26	33.7693	27.5661	17.8817	10.618	10.7787	17.7054	33.6261	69.911	70.1478	64.6661	56.2759	41.3163	30.8313	25.7838	21.9182
PF3D7_0723500	37.9391	26.6714	18.8666	13.2956	4.29064	6.14898	6.44978	4.44012	3.94095	2.03505	1.51475	2.23596	3.58087	6.53664	23.4127	17.1082	7.20837	5.93172	4.93265	6.33553	5.35211
PF3D7_0723600	159.563	128.884	118.04	82.6681	77.9581	66.7257	53.9938	43.755	20.4412	14.6621	9.70288	7.18801	13.9295	17.9229	102.252	98.2059	78.3834	58.9741	58.0617	51.2504	28.1062
PF3D7_0723700	4.59314	4.30486	6.28726	9.28572	11.1659	8.24934	7.61881	8.14617	7.016	3.3385	2.42754	2.75006	2.41313	2.34419	5.17361	6.48277	8.26099	6.8221	6.682	6.69769	6.82805
PF3D7_0723800	2.03317	1.25891	0.768085	1.44203	3.27153	9.08776	22.2687	26.5853	35.0025	71.3694	106.217	92.3789	52.3692	25.1471	2.74754	2.06741	3.74269	7.56097	13.08	18.9676	34.6207
PF3D7_0723900	54.0074	52.6884	50.4759	44.2503	38.1736	25.1199	26.6995	22.708	22.6367	21.8576	17.5805	12.4668	11.2385	10.652	36.0984	43.7952	34.765	24.3155	18.7997	19.616	25.3028
PF3D7_0724000	2.03631	1.75352	1.83326	1.35422	1.50508	2.3221	3.83373	6.81145	8.43018	11.7935	10.6246	5.62597	3.01801	2.14885	1.82447	1.49828	2.06063	2.26867	3.60508	5.60384	7.21442
PF3D7_0724100	32.206	26.8165	23.7747	28.6926	32.1632	23.8776	26.1202	21.0517	17.841	14.0773	12.5535	14.1032	7.76567	8.43423	16.8547	21.4512	20.9841	19.8362	15.9076	15.9835	20.4439
PF3D7_0724200	29.0708	29.2306	23.5044	19.8747	16.0754	20.6319	22.4997	20.9908	13.78	8.37842	6.56806	4.97778	5.11095	5.51551	22.8737	22.6724	19.166	19.9138	21.534	20.9466	17.9754
PF3D7_0724300	4.95375	7.65991	5.91651	5.37767	4.87305	12.1768	15.4691	18.6712	17.9341	12.3159	12.6022	8.53833	5.57477	5.70789	6.31198	5.50387	6.45466	9.77374	15.695	17.5508	18.5211
PF3D7_0724400	238.165	156.789	118.553	102.459	86.7057	70.1126	48.7434	48.0531	31.3984	27.8279	33.844	46.7315	48.124	68.7785	97.4387	106.754	85.7892	80.5714	57.0781	43.3633	39.0618
PF3D7_0724500	14.8819	6.65556	6.28023	5.13894	3.50724	3.86391	2.48175	1.03243	1.26612	0.934505	2.49725	4.23913	5.08811	6.13848	5.15027	4.94363	4.78191	3.90426	2.64747	2.01851	1.68792
PF3D7_0724600	9.13448	6.27543	4.38103	3.90843	4.58883	9.10168	12.3681	19.5455	26.6883	36.4349	27.2075	18.9128	9.71497	6.41933	4.35159	4.01429	5.20799	7.24395	11.0318	15.7371	22.329
PF3D7_0724700	82.0032	72.8467	63.5179	52.8723	42.5048	33.4577	30.7622	26.4514	17.8476	12.6539	10.0465	9.19708	11.8428	14.6566	47.9365	55.9884	42.3162	31.965	27.4777	25.9879	21.2532
PF3D7_0724800	2.00937	1.95958	0.871608	0.800976	1.3502	5.74714	12.1694	23.7672	30.7044	24.4188	26.1098	62.6927	107.142	39.5337	6.61246	2.10794	3.3812	6.04821	11.901	20.0711	25.4024
PF3D7_0724900	1.53442	2.16398	0.841052	0.587447	0.257414	0.134877	0.342257	0.329853	0.400974	0.857017	12.9266	50.1489	54.6353	22.2618	8.52388	2.30074	1.18483	0.48494	0.340703	0.493921	0.570888
PF3D7_0725000	2.42941	1.95056	3.8657	9.02913	14.8959	18.8901	21.8713	31.623	35.5948	53.0173	57.7305	40.1365	22.3733	13.7953	3.32183	4.90295	9.03631	15.5872	20.4237	25.6434	31.9456
PF3D7_0725100	50.2114	40.332	35.3984	35.0226	30.054	21.5369	18.3203	20.2422	21.8315	35.3703	43.0381	30.982	22.7131	16.2446	29.0702	34.3373	28.3928	20.1916	18.6838	18.6282	19.0207
PF3D7_0725200	66.3611	66.4034	63.2489	67.6951	61.4128	45.0215	39.0283	57.2474	45.1984	63.3269	61.2078	38.5181	18.5064	20.1225	42.0025	44.8224	45.0872	40.1158	42.0958	45.2321	48.7539
PF3D7_0725300	82.6273	69.0829	62.3534	66.756	63.5686	37.0618	20.252	7.49031	3.41191	2.65298	8.15799	27.3939	26.8416	19.3957	48.6436	54.2176	52.2557	38.3973	22.0438	13.7798	5.68768
PF3D7_0725400	77.5499	65.2571	19.7538	12.7626	3.60324	3.52023	0.843932	2.7067	35.4725	316.536	2284.65	7258.95	9709.34	3903.56	339.356	90.5896	48.5897	20.3615	8.4014	11.3145	26.1713
PF3D7_0725600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0725700	3.79989	5.27232	4.0367	2.54125	4.33909	1.50129	3.3883	0.213124	0.543361	0.309941	0	0.39522	1.31414	0.41954	3.44361	1.44341	4.88099	4.90772	1.2204	1.04215	2.5087
PF3D7_0725800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0725900	0	15.4469	6.46669	5.0813	10.428	3.65308	12.5624	11.6821	3.26657	0	0	4.89572	0	0	10.0886	11.6815	8.37506	16.6349	5.24851	7.89252	4.76222
PF3D7_0726000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0726100	734.74	366.345	179.633	117.699	63.3274	37.159	17.6287	4.87551	3.60721	8.26769	17.0467	28.6411	60.8184	211.426	256.596	168.079	82.1575	42.7213	20.4191	10.3082	5.9797
PF3D7_0726200	61.1171	155.807	260.792	331.337	292.652	89.607	31.5357	10.5659	5.07973	2.82624	3.24879	3.26466	5.62579	13.0848	105.968	227.571	217.076	122.887	42.6548	19.6208	6.95679
