time_points	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45
PVP01_0000010	0.048516363022941975	0.0	0.1222767857142857	0.00021291208791208803	0.0005065165876777255	0.0005311032863849769	0.002442343173431738	0.0005758101851851856	0.0009737124463519317	0.0008858695652173916	0.002669836956521743	0.010312500000000006	0.015022271714922049	0.00927821522309712	0.013509837962962965	0.02064837598425198
PVP01_0000020	41.385937500000004	0.13729166666666656	0.950284090909091	0.16256410256410253	0.12395833333333331	0.324765625	0.36141249999999997	0.8803125	0.8675892857142857	1.006375	0.6910294117647058	0.5053947368421052	0.4077249999999999	0.35712053571428576	0.1969202898550724	0.36089939024390244
PVP01_0000030	4.6321875	0.1126315789473684	0.1222767857142857	0.11920081967213116	0.07868303571428571	0.03638888888888889	0.09036971830985918	0.09200000000000001	0.16335597826086953	0.227734375	0.27312499999999995	0.3548397435897436	0.4077249999999999	0.35712053571428576	0.24264830508474575	0.2709570312499998
PVP01_0000040	18.2275	1.5972916666666666	1.3206944444444444	0.8852884615384615	0.628070652173913	0.5141071428571428	0.4744999999999999	0.9622916666666668	1.191527777777778	1.6453125000000002	1.4067968750000002	1.068263888888889	0.8078125	0.7296875	0.5918749999999999	0.5605357142857145
PVP01_0000050	1.7077083333333334	15.204218749999999	13.65125	10.816375	8.871375000000002	7.465	6.9887500000000005	6.0825	6.289375	5.734375000000001	5.1816249999999995	3.934791666666667	3.1382499999999998	2.011517857142857	1.3243750000000003	1.1003125
PVP01_0000060	2.3733750000000002	0.30024999999999996	0.6184239130434782	0.13666118421052623	0.027982456140350873	0.06798611111111111	0.06854166666666667	0.042499999999999996	0.032256097560975604	0.03308035714285714	0.051293103448275854	0.10243697478991598	0.11493181818181816	0.06098988439306357	0.13025826446280983	0.201234756097561
PVP01_0000070	35.6328125	14.639375000000001	9.17109375	9.271875000000001	8.55953125	9.737499999999999	6.548875	9.3309375	7.195	7.486250000000001	6.3409375	4.80734375	5.020446428571427	5.246145833333334	4.301015624999999	2.6489583333333333
PVP01_0000080	1.4645	0.11848684210526317	0.0934151785714286	0.5595312499999999	0.6088194444444442	0.6809090909090909	0.5150145348837208	0.21114583333333328	0.6183881578947368	0.9018749999999999	1.2827083333333331	1.5939583333333331	1.89	4.346875000000001	4.076125	2.4391406250000003
PVP01_0000090	36.744375000000005	26.671250000000004	19.845	23.23645833333333	20.763749999999998	26.128125	21.335625000000004	28.194375000000004	24.618750000000002	24.871875	19.377499999999998	11.476625000000002	8.8284375	10.941249999999998	8.880781250000002	6.0049375000000005
PVP01_0000100	40.756874999999994	25.454375000000002	14.54078125	17.43625	14.928437500000001	16.743750000000002	12.365937500000003	14.541875	10.261875	10.346562500000001	9.810937500000001	6.860416666666667	5.46	7.47125	10.080625	10.262083333333333
PVP01_0000110	121.22437500000001	21.151875	24.925625	24.060625	21.6690625	26.93875	16.817499999999995	21.31	9.25046875	5.701249999999999	3.6324999999999994	2.2953124999999996	1.7045535714285713	1.0471354166666664	0.8706250000000001	0.7326704545454544
PVP01_0000120	238.37500000000003	186.37000000000003	92.731875	41.15875	26.76625	23.500624999999996	17.61916666666667	14.400625000000002	10.969375	10.275937500000001	5.7053125	4.4750000000000005	2.867986111111111	1.9787499999999998	1.6414583333333335	1.4805
PVP01_0000130	280.42937500000005	1541.1818749999998	991.4025	514.033125	422.7849999999999	366.17562499999997	266.54187500000006	251.47750000000002	180.62499999999997	152.66062500000004	128.425625	97.78124999999999	73.28500000000001	67.66062500000001	67.66062500000001	79.59000000000002
PVP01_0000140	30.925416666666663	20.3325	11.792812499999998	12.236125000000001	7.740000000000001	7.4856250000000015	4.014374999999999	3.0176562500000004	1.0891964285714286	0.5142499999999999	0.2512083333333333	0.061484374999999966	0.015022271714922049	0.1921590909090909	0.1969202898550724	0.7326704545454544
PVP01_0000150	31.752499999999998	48.635	97.370625	174.95000000000005	200.20875	225.40687499999999	170.2375	147.6725	84.87625	68.36062500000001	42.330625	18.17328125	9.384625000000002	10.161666666666667	6.876875	4.538312499999999
