time_points	20	40	60	80	100	120	140	160	180	200	220	240	260	280	300	320	340	360
FOX2	3078.502385	3134.162577	1152.937962	1066.490491	1136.494431	942.9811222	1135.717951	1170.524557	1452.592444	1670.946049	1616.634716	1514.871264	1612.260166	1603.066867	1415.666571	1435.976269	1234.801178	1383.204152
YDL157C	7818.597884	7173.377509	6807.674653	8635.093236	9386.713026	9436.390457	9086.773855	7005.669119	7299.589633	7526.335059	7674.506578	7885.955017	7681.073237	7698.677845	7639.032582	7372.754434	6619.600239	7145.6375
PCL6	1722.094613	1088.786602	865.0842424	841.971952	897.1810399	854.7397085	982.690361	1013.529991	1038.558058	1089.434929	967.8193522	886.6508295	956.5191596	846.7955478	901.2965123	894.2686009	845.5303704	827.5947
PKP2	1446.408367	830.7146085	543.0703876	282.9076177	355.1828487	306.306961	427.3023559	480.3847566	543.8935811	558.2898182	565.9784364	455.3020913	465.7219814	546.6913642	567.0901639	637.7280495	698.6175592	608.055882
PHO8	4452.229986	2530.493451	1872.634291	1745.851753	2299.774924	2543.813752	2768.515557	2690.199604	2718.606325	3309.150068	3652.860754	3607.378386	3948.560198	4011.994687	4780.109324	5132.364108	5705.546124	5902.604422
DAT1	417.4196325	856.8684209	1367.658973	1315.536428	1142.032466	1010.547482	970.9393303	958.1137409	914.2143615	868.3543752	785.0794391	801.4850452	839.6915713	658.7225237	586.6488267	576.0582434	489.308844	518.4958261
COA1	3457.879501	2447.273484	1601.735212	4441.482118	4682.09847	3395.335965	5203.911456	3523.841894	4434.734711	4455.37214	3092.882734	3705.630944	4743.415009	4322.122428	4138.340313	3947.394244	4109.724866	4040.553556
YPR003C	808.7263518	633.4792261	548.385206	604.2655836	596.6835666	645.6230224	794.5761738	780.4665971	810.0724417	870.0739427	987.4042453	993.9316152	993.9047489	947.7789977	1033.18833	1096.228897	1150.966687	1356.321454
AIF1	2283.868694	2178.083592	1908.495799	2452.640778	2115.615138	1934.302333	1872.027324	1846.746643	2285.41159	2209.301811	2232.402535	2203.237853	2246.101694	2401.412618	2462.505174	2607.064458	2816.066768	2956.074026
PRP40	3080.523778	3060.037143	2126.476794	2282.981362	1860.345405	1544.629193	1616.477457	1489.437542	1551.542089	1731.104066	1477.979967	1550.754393	1647.83105	1566.249985	1482.712556	1359.988492	1296.32578	1145.526695
YJL147C	1728.592313	1775.794988	1285.166638	1375.47804	1302.405237	1089.653287	1198.013935	1119.545092	993.1527731	1030.527541	812.7199466	725.9823927	737.4759601	679.1386904	718.2375298	686.1428732	546.5785031	589.0354578
RRI1	774.2245818	449.8704993	244.5510898	254.0540783	249.580752	241.9391568	244.6689619	253.7579975	250.1427747	301.9081016	264.4733526	260.7975483	316.3846731	283.4985914	308.9117035	325.8503549	343.8102909	299.5209381
YNL320W	3032.510769	3346.271371	1830.231015	2030.149131	2822.640352	3378.937682	3781.641301	3852.87682	4448.675423	5180.180295	5171.719812	5546.107355	5950.555845	5949.779298	6413.992872	6130.109006	6439.110031	6970.82018
STE20	2356.782604	4751.663715	5280.693796	5272.392271	4147.448127	2927.88976	3427.176585	3362.846684	3264.037024	3915.907924	3327.49432	3175.000215	3338.252246	3160.218376	3406.18688	3148.246796	2656.908865	2959.300563
GRE1	7962.862082	14202.24689	1929.405108	438.9093528	331.9942478	264.126088	300.5895177	304.8230856	305.2250675	259.2156962	248.7002403	257.506963	289.280774	280.6168154	310.8104986	377.8163372	405.1675875	438.8268101
MRPL31	2685.732331	2261.325248	2654.52689	3041.627128	2639.359181	2620.629636	2649.459072	2763.467643	2545.024172	3222.064601	3167.270922	3235.63257	3163.702762	2990.679363	2892.278703	2729.992957	2378.24097	2040.630873
SPC98	571.0991532	451.6264898	876.0001024	846.3944701	977.9775901	1586.584835	1024.243705	757.3759908	446.6601987	378.2190871	449.1740269	486.5305012	462.9633661	432.905694	461.4222362	463.6658711	508.5352576	420.3559205
OAR1	280.7059794	447.528273	328.1653661	446.6177334	500.9500003	241.3277588	446.3899096	397.5563077	447.1009494	404.3996745	414.1918959	380.8992706	357.7016181	337.9904657	354.7149967	363.5412516	387.8644976	443.0881215
AMD1	1703.876347	2120.339303	2391.455166	2293.111035	2179.086073	2006.141237	2179.202309	2303.156498	2573.670581	2459.381249	2624.67658	2536.869171	2586.903928	2299.480093	2277.76022	2472.820144	2342.162373	2533.314591
SBH1	6599.602257	7350.267395	7158.905733	8831.306104	10823.12601	12278.50297	12379.40953	11647.82463	10883.76486	9935.332019	10848.96126	11275.04388	9880.432893	11104.1027	11085.58806	10941.98492	10919.4365	9689.235134
POT1	564.8985381	614.6655249	265.5638139	296.9599438	302.6944339	244.7023073	309.2725649	309.2457495	311.9463222	274.6714178	315.5723292	286.5968997	311.2499397	296.521193	330.8178623	334.6230636	350.5692941	343.0410764
YLR050C	12161.39728	12993.83306	5143.732226	4801.433617	6066.650184	7266.409022	4910.474398	2977.99708	1709.231427	2795.417016	2799.639963	4030.144412	5124.207602	4894.091152	6024.735276	5991.022506	7389.064801	6992.435408
CYC2	1763.736798	1283.684809	1030.59427	1193.843483	1193.696248	956.1756151	1041.583416	955.4267059	985.7785067	1071.408616	1033.508714	994.0055947	986.8048868	1002.976901	1007.338709	999.8213716	890.5146969	837.7661418
COQ10	1142.23284	962.822551	1026.545314	1196.911621	1059.423024	1171.861198	1251.126608	1489.549546	1587.761133	1648.122566	1592.70867	1736.534445	1542.601636	1722.527183	1435.411268	1483.379932	1700.719281	1424.278375
VIK1	513.9613394	463.7618905	465.8713947	470.4546337	619.0886354	1002.722755	1267.13982	893.9489942	763.2613849	694.6561517	670.799546	628.5921936	603.725684	606.4832037	597.1567374	534.240677	491.3558078	441.7798566
STP4	369.7072811	2480.537803	1030.873619	842.3413163	1099.947459	1170.679493	1368.457719	1546.121721	2129.424935	2171.065483	2067.930836	2372.441892	2587.373445	2045.49376	2222.359394	2353.089878	2332.459459	2485.753875
YDR056C	8798.400443	7969.956137	7802.782647	7219.880324	6217.613645	6100.942019	5262.855084	5744.503265	4979.215225	5846.384067	5193.278219	5112.384816	5151.70704	5335.061131	5156.901836	5045.251282	4896.802024	4281.683717
SAL1	1405.964191	1002.957475	1059.651807	1015.017238	962.5792036	909.4150832	873.4500481	795.819365	834.0467659	810.3319623	826.0943276	788.887208	787.453111	734.6925367	758.2972505	780.2265666	800.1292039	750.3200539
SRB8	367.9890703	600.7647126	459.1719195	472.6987878	453.2385978	338.7016284	469.477816	467.3048494	507.6539335	589.052753	453.4036766	486.5655745	555.7696058	462.5431776	502.0683072	545.0925646	514.4599849	491.6151423
STE7	1711.694465	1022.149134	986.0285569	1041.33614	912.005665	777.9170615	714.6668322	704.3743703	674.7530123	641.2844127	773.5272099	670.2169795	627.8021351	661.836624	661.1089857	648.7940731	587.4768957	559.4546578
YCR024C-B	16766.35357	17166.20224	18978.48374	17453.09548	16764.14839	16904.1706	17002.41195	19071.14563	18107.12195	16793.42353	19536.87634	19920.96422	17131.42858	19315.81183	19355.90165	19267.89268	19618.35825	19328.83063
PEP4	25164.61836	23446.20649	16967.86071	10314.46888	7056.181824	6084.549885	7124.576372	8973.545529	9425.429704	11574.3789	10490.13575	12434.01312	14416.41607	14761.4363	17046.12846	18455.65782	20064.19751	21430.20653
DAS2	508.1459764	1126.309417	1859.298578	1904.249614	1570.457452	1346.591857	1318.3383	1322.304039	1402.356355	1455.831622	1397.857855	1184.183305	1292.341489	1133.087809	1110.92338	977.5267218	868.5080193	851.5327435
SNF2	2223.172626	2050.379144	1875.740728	2252.704322	2342.590812	2559.931177	2644.621768	2616.070753	2589.103198	2528.757016	2481.741985	2583.988853	2658.684909	2544.263936	2798.689194	2779.395899	2470.323289	2882.295445
FOL2	9468.52366	7865.512619	9463.225242	8205.044989	7595.323122	8395.643551	7354.968494	7216.772673	7903.75663	7320.236168	7368.528447	6977.68282	6985.819783	6827.829281	6437.716423	6501.657217	6190.46611	5793.425513
RAP1	1723.213076	1665.119647	1958.598655	2112.435638	2296.389929	2439.105987	2585.683196	2288.349692	2083.909259	1448.438833	1425.031694	1327.924739	1225.269408	1186.21113	1145.677979	1104.600902	1133.832615	1099.914778
MOB2	1192.512859	1168.254965	1239.566797	1471.895266	1466.149107	1539.433024	1423.2528	1312.050205	1382.586993	1533.208795	1418.512608	1428.380442	1310.55023	1459.666766	1344.574871	1353.76584	1151.321083	1101.228445
SPF1	10653.7678	11594.38604	11678.62605	11604.89928	13130.72594	14306.09143	13857.66169	13710.69414	12269.51099	13642.14872	13204.72248	14676.17754	15273.78412	15404.5416	15248.72474	15791.50607	16893.13683	16551.38265
YBR238C	154.4332795	614.6972809	1397.583944	2013.221111	1973.16517	1680.805503	2736.818947	2517.695984	2989.264399	3128.834062	2873.376946	2824.89854	3073.739175	2350.750208	2649.586239	2587.631089	2725.256733	3240.497312
SEC53	12902.15933	9730.343078	15769.58806	16717.45781	19887.7648	22274.31031	19790.78939	19857.0593	18207.50716	17506.06713	17793.00805	18885.95513	18254.47227	18437.05282	17577.73778	18462.27751	18413.75969	18270.74245
EDC1	987.0284133	532.3504416	453.5090632	492.207095	451.2275192	589.0886708	466.4943397	474.7421163	603.4846064	519.0401231	551.9408855	567.1740174	614.2798552	583.4536741	601.6289437	584.0822853	582.9565922	543.3489132
MRS1	1049.929869	1350.423963	1364.941406	1988.766627	2488.567101	2318.478091	2845.154026	2416.864939	3042.881336	3414.39798	3258.18911	3161.970352	3131.761126	2973.808393	2703.697873	2562.66006	2328.653944	2403.784904
SPO13	147.8732305	170.5345013	133.5373717	159.3194905	171.0391362	113.6294183	144.6634009	139.0542741	141.4182115	156.5284756	142.5141939	114.6420318	171.9133036	147.5558437	179.5631577	187.9812527	197.3675078	200.1256972
YEA6	2882.116199	2929.319903	2815.508028	3010.667277	3363.348173	3318.616894	4122.931371	3749.818905	3832.126253	3341.346828	3696.457928	3522.64961	3557.719494	3286.490296	2902.045727	2809.005379	2749.648399	2662.596345
ARP2	8089.223961	7753.425247	4077.18157	4008.882446	4254.224658	4636.682506	5827.399278	5587.248915	6267.884279	6359.880582	6518.193669	6503.197811	7003.466147	6936.595065	6831.166581	7198.856816	6977.099662	7241.469144
DUS3	757.6297106	2734.269688	3356.038571	2750.371669	2111.78601	1654.937361	1636.464707	1453.539984	1596.872606	1493.954397	1344.057774	1213.374209	1292.300372	1134.823928	1049.378216	1007.218987	958.18379	1041.049098
YOR192C-C	6240.818292	6391.632844	5315.771016	5053.684405	4776.505573	4298.958425	4187.022661	3674.803759	3765.501206	3547.763556	3721.406438	3224.1284	3226.766686	3403.713882	2956.043904	2941.173351	2502.37332	2340.811477
CHO1	11237.82488	11127.67815	8797.297851	8616.345472	8046.315807	8003.912938	8426.676917	8751.148433	8766.563726	10126.62973	8569.036071	9095.793489	10143.20216	9679.14016	10095.13503	9997.502939	10709.49752	11670.3249
MIA40	2969.922708	1806.939031	784.5537883	786.3728601	826.4762614	910.4307471	1113.552771	1129.194148	1209.271624	1451.998471	1597.376871	1784.729609	1903.425789	2039.545909	1836.103414	2005.298581	1440.430194	1332.563633
MKC7	1108.819723	2570.157277	4103.061193	5495.836595	7469.955471	6622.619588	6631.625652	5861.154269	5706.445233	5430.932744	6076.817249	5574.709425	4932.621467	5255.413536	5294.346521	5083.028186	4734.164305	4803.446538
LRS4	1187.209419	1187.972362	1245.775086	1375.7304	1181.324761	1056.286545	856.61591	918.4440404	939.4030058	995.3494107	880.9693546	819.2309228	971.915024	855.4820942	908.7590808	903.7837188	840.7947276	766.9085714
