time_points	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45
PVP01_0000010	18.933125	16.623124999999998	10.444375	4.329010416666667	4.762968749999999	3.156458333333333	1.3504017857142856	3.1870833333333333	1.9677083333333334	2.2117857142857145	2.4524999999999997	1.9522916666666665	1.2362083333333334	0.008217729970326408	0.5429999999999999	1.3779276315789473
PVP01_0000020	0.0	0.0003795662100456622	0.0001764354066985646	0.0006028761061946904	0.010947265624999994	6.529850746268656e-05	0.004584044368600682	0.02568181818181819	0.04861029411764707	0.07125000000000002	0.18767857142857142	0.346375	0.20351041666666672	0.2824375	0.18631578947368424	0.13201831210191076
PVP01_0000030	0.03578125000000001	0.016484375000000002	0.05100961538461539	0.0006028761061946904	6.529850746268656e-05	0.04401785714285714	0.004584044368600682	0.03511718750000001	0.021002475247524736	0.10890277777777785	0.1216477272727273	0.2490625	0.16640000000000002	0.1744230769230769	0.15866071428571432	0.13201831210191076
PVP01_0000040	0.22134510869565213	0.17177083333333334	0.1622767857142857	0.22184210526315787	0.1142005813953488	0.2149305555555555	0.1547836538461539	0.3621093749999999	0.7525892857142857	1.2272916666666667	1.3734375	1.4103125	0.7745982142857145	0.63984375	0.44203125	0.4355714285714286
PVP01_0000050	30.886250000000004	29.134375000000002	22.322499999999998	19.724875000000004	13.943437500000002	10.416562500000001	8.053281250000001	12.87875	9.61575	7.743124999999999	7.528124999999999	4.953125000000002	2.282321428571429	2.014375	1.5671875	1.3438839285714288
PVP01_0000060	0.8955236486486488	0.8316249999999998	0.053750000000000006	0.18582089552238798	0.04918918918918919	0.0607638888888889	0.050333333333333334	0.04958333333333334	0.0984943181818182	0.16351744186046507	0.08687500000000002	0.037730263157894746	0.01079889807162534	0.22468749999999998	0.5484375000000001	1.2401136363636365
PVP01_0000070	48.0353125	36.57062500000001	19.413125	15.265625	12.84875	13.811875	10.39375	18.900000000000002	15.869166666666667	12.821874999999999	16.175625	19.455625	12.08515625	16.739375000000003	7.498125	5.463515624999999
PVP01_0000080	0.22134510869565213	0.4456944444444445	0.6384375	0.3967067307692307	0.4633333333333333	0.24008012820512817	0.2983372641509435	0.9531249999999999	1.4572115384615383	1.6926249999999996	3.7749999999999995	10.495625	18.195	36.3675	14.335	3.486490384615384
PVP01_0000090	70.5075	65.316875	55.539375000000014	50.104166666666664	46.136875	48.6234375	46.6725	70.020625	60.05437499999999	55.517812500000005	53.22999999999999	55.539375000000014	32.81312500000001	30.30625	16.379375	13.469464285714286
PVP01_0000100	54.720000000000006	54.645625	31.082500000000003	27.625625	22.0709375	14.5225	12.493749999999999	26.502500000000005	12.584583333333335	8.7285	10.858749999999999	13.840000000000002	9.420833333333333	21.810000000000002	23.340624999999996	19.359375
PVP01_0000110	15.275416666666667	56.27875	47.86749999999999	43.301562499999996	33.505208333333336	25.5615625	21.605208333333326	44.876875	15.209	6.272375	4.539375	3.1240625	1.3929583333333333	1.2015625	1.066	0.6
PVP01_0000120	2302.265625	467.5243750000001	163.64375	84.12437499999999	50.57812499999999	41.125625	30.228125000000002	42.10875	23.453749999999996	12.208750000000002	10.356250000000001	6.228749999999999	2.3889204545454548	3.063541666666667	2.1966666666666668	11.186696428571427
PVP01_0000130	6152.1425	3781.1231250000005	1553.939375	1007.3568749999998	813.2412499999999	695.066875	617.27125	542.8399999999999	404.9081249999999	318.34375000000006	266.379375	237.560625	154.6	154.1825	261.03749999999997	748.2575000000002
PVP01_0000140	302.9325	212.456875	126.990625	92.94937499999999	55.435	33.76125	13.9765625	12.5475	4.329375000000001	1.4654464285714286	1.0758333333333334	0.8399999999999999	0.7062109375000002	2.2027083333333337	41.309375	168.244375
PVP01_0000150	16.683214285714286	99.385	255.10250000000002	381.3475000000001	422.29125000000005	422.29125000000005	251.17437500000003	248.308125	146.360625	99.0578125	66.96562499999999	32.56125	12.215625000000001	12.202500000000002	8.734375	12.811249999999998
PVP01_0000160	198.35375	72.67062500000003	19.7965625	13.513046874999999	9.09640625	8.006666666666666	5.8343750000000005	10.401250000000001	7.87640625	6.969375	22.475625	67.75687500000001	108.17312500000001	139.53687499999998	247.2175	1102.8356250000002
PVP01_0000170	60.05437499999999	168.244375	399.8225	794.2175	1039.9275000000002	1031.1168750000002	607.0487499999998	477.38875	198.35375	76.739375	32.0975	16.08375	8.625208333333331	15.504375000000001	21.831875	38.9103125
PVP01_0000180	109.15562499999999	51.061249999999994	16.8865625	7.525234374999999	2.3273958333333336	1.8339583333333334	0.6216666666666666	1.098828125	0.47164351851851843	0.35582499999999995	0.27203125	0.30812500000000004	0.23826250000000004	0.32520833333333327	0.5225	0.8371874999999999
PVP01_0000190	85.450625	171.17375	120.551875	100.808125	65.1796875	44.876875	23.502187499999998	67.965	41.154375	32.64375	32.210625	29.859375000000004	14.6396875	17.3796875	11.396249999999997	13.994114583333333
PVP01_0000200	55.684374999999996	82.69125	49.20937500000001	40.2515625	27.593125	21.537499999999998	12.651124999999999	13.249374999999999	5.85765625	2.179375	1.6629166666666666	1.335625	0.970798611111111	7.593125000000001	63.26812499999999	121.15437499999999
PVP01_0000210	28.9659375	2.1118750000000004	0.368125	0.5441273584905658	0.6716145833333335	0.33344999999999997	0.35852941176470593	0.97390625	0.3994034090909091	0.3994318181818182	0.2926785714285715	0.4189583333333333	0.3001988636363637	0.47887500000000005	0.7965625	1.2665
PVP01_0000220	116.68625	77.76062499999999	41.169375	25.368750000000002	17.591250000000002	12.420625000000001	7.5840625	9.014375000000001	4.942343750000001	3.5677083333333335	4.0015624999999995	4.694375000000001	3.9834722222222223	3.713333333333333	2.822291666666666	13.368125000000001
PVP01_0000230	3.080875	5.256666666666667	1.9879166666666668	1.1503598484848485	0.2419034090909091	0.19358974358974362	0.2983372641509435	0.2565625000000001	0.07412076271186444	0.23550000000000001	1.6891666666666667	7.218749999999999	14.869499999999999	23.055	6.84	2.1029464285714288
PVP01_0000240	6.549427083333334	14.631562500000001	10.39375	9.149843750000002	7.174687500000001	6.010625	5.0075	6.686875	5.038749999999999	3.7915625000000004	3.054375	1.75125	0.7486029411764706	0.6328125	0.5965625	0.402600806451613
