Phatr2_42568	3310	10857	6873	4298	2916	3204	3231	9078
Phatr2_46950	14334	45058	31134	7382	8168	9428	9478	26502
Phatr2_44327	3498	9566	7278	1524	2383	1896	1857	5317
Phatr2_50588	14738	45017	34502	9016	9097	10541	11187	29467
Phatr2_50589	17942	55335	38549	9363	10307	11859	12056	33665
Phatr2_48864	13573	29055	25600	6219	6437	8386	8206	23676
Phatr2_42457	13694	37385	30276	12632	14092	11552	11798	31276
Phatr2_43309	16618	37332	33755	13858	16310	11776	12344	37354
Phatr2_47962	36223	84808	71988	29366	39095	28326	27452	75146
Phatr2_42702	9406	29796	26151	8157	9408	6505	6971	25418
Phatr2_42767	4516	16116	12277	3677	5368	3891	4293	13944
Phatr2_48876	10088	21028	19149	4280	7755	5400	6002	18212
Phatr2_21501	4734	11397	8040	2961	3373	2902	3045	9314
Phatr2_14096	2322	5737	4268	1552	2085	1497	1679	5279
Phatr2_33194	3384	9382	8848	2245	2566	2165	2814	6966
Phatr2_16648	6541	16359	10844	3480	4893	4249	4978	13852
Phatr2_11940	13199	20610	16303	6309	7976	7196	9057	23665
Phatr2_15795	13944	23324	17473	7524	7732	6711	7228	23623
Phatr2_41157	9932	18187	15605	5576	5334	4998	5477	16337
Phatr2_25298	4868	12890	6823	3382	3181	2585	2837	8855
Phatr2_49723	19653	38478	26839	15355	12954	11231	11990	36462
Phatr2_45423	6585	13176	11852	4722	4854	3600	4197	11490
Phatr2_45862	16659	27994	28059	16131	12200	9929	11507	28958
Phatr2_49384	3178	4886	5516	1750	1515	1478	1586	4012
Phatr2_47278	64379	95717	87561	35467	31121	28973	36264	92117
Phatr2_9947	3509	11060	7782	3551	2974	2588	2063	7581
Phatr2_54150	55681	179671	164150	61916	40201	49956	37566	159258
Phatr2_47766	1598	5048	2848	2528	2106	1669	1232	3916
Phatr2_45339	2167	12408	6042	4341	3461	2578	1991	8496
Phatr2_49140	314	1271	998	546	399	275	238	902
Phatr2_21207	7719	10533	6275	3939	4027	3150	2510	9123
Phatr2_9956	2996	4582	2559	1491	1654	1422	1207	4317
Phatr2_40031	2895	6317	4326	1880	1987	1498	1341	6804
Phatr2_21548	73959	116742	90977	45071	32139	35472	29081	115564
Phatr2_47589	10039	18521	15670	6118	7703	5671	5038	18038
Phatr2_43058	29706	55588	51879	21668	24512	15587	13705	47613
Phatr2_7528	14871	22576	20089	8020	11806	7177	5955	20954
Phatr2_48825	9567	29987	33833	9751	11615	6841	6468	23768
Phatr2_32929	2384	6301	5498	2372	2047	1378	1268	4322
Phatr2_45036	5576	13630	10587	5398	5045	3690	3036	9901
Phatr2_34631	7110	17102	13721	7036	6781	5100	4250	12377
Phatr2_23164	42920	68606	55217	27804	37182	24757	22409	61094
Phatr2_18202	26246	44780	35211	20486	26829	17586	15559	42036
Phatr2_45777	5178	10003	7335	3845	4810	3683	3384	10489
Phatr2_44430	8953	17714	14414	7788	8605	6584	5950	17125
Phatr2_51541	854	2754	1515	644	914	628	490	1771
Phatr2_43060	10459	24508	16119	9288	14437	9468	7241	20681
Phatr2_48509	3758	9411	7477	3706	3401	3114	2430	6900
Phatr2_48921	29648	59866	48243	26467	27593	21251	18178	51403
Phatr2_15399	31004	62402	57845	25479	25004	18672	17287	52110
Phatr2_12810	11470	23334	19856	8091	9333	7244	6506	19378
Phatr2_43716	7914	31302	45227	34693	28642	17424	13047	28222
Phatr2_13253	12905	35935	41218	22567	22185	15362	13258	31307
Phatr2_15688	8538	18151	13262	9940	10314	7018	6109	15104
Phatr2_49839	2084	3916	3694	2466	2267	1820	1438	3619
Phatr2_9266	566	1351	1210	831	734	451	413	1040
Phatr2_14472	5701	17984	12776	7287	10579	5475	4861	10987
Phatr2_45724	785	1546	301	350	333	381	316	1537
Phatr2_45149	608	1617	531	175	141	254	200	1026
Phatr2_18473	13654	20471	10136	5843	4923	5319	4035	16988
Phatr2_47134	16845	29268	13832	6558	5275	7086	5530	23636
Phatr2_7660	3715	7212	4203	1877	660	885	852	3220
Phatr2_47347	401	1116	593	257	180	134	128	278
Phatr2_16481	14509	17106	10624	6456	3054	3089	3238	10100
Phatr2_35419	1074	682	514	292	136	120	146	304
Phatr2_22819	61153	84321	59306	35882	16135	31310	24518	65665
Phatr2_43205	21222	15140	13367	8911	5926	6051	5263	12875
Phatr2_42867	7023	6046	4581	2901	2183	2148	1958	5576
Phatr2_45135	4025	10692	7857	1709	2307	1304	1336	8125
Phatr2_26173	49548	74814	76510	18960	30174	13476	14401	65872
Phatr2_47567	5416	16520	6120	4583	2858	2236	2412	12145
Phatr2_40080	8584	20274	14532	2540	4484	2815	3318	15873
Phatr2_44879	3246	11084	6266	1818	2194	1600	1574	6825
Phatr2_12572	6682	15348	9558	3078	3584	2479	2676	13612
Phatr2_13578	4780	12378	8602	2387	3136	2254	2305	10112
Phatr2_49084	66289	98902	110670	46323	32671	22717	26882	101276
Phatr2_49520	3370	7362	5108	1578	2024	1294	1525	5718
Phatr2_49158	12170	24034	15707	5040	6620	5576	5878	23926
Phatr2_16430	27510	61306	72188	30694	12100	10136	13493	52088
Phatr2_48799	6794	19669	23377	14245	3618	3600	4166	16506
Phatr2_44195	5851	13007	12061	4741	4311	3014	2928	5539
Phatr2_33025	3281	10067	10498	4776	2755	1909	2283	6311
Phatr2_47145	8187	22232	20064	5938	6140	4516	4710	14016
Phatr2_50298	4569	6573	13093	2969	2163	2342	2122	4615
Phatr1_46567	7922	10657	12754	6615	3086	2475	2859	7344
Phatr2_49223	7440	11429	13382	9728	4566	3905	3747	8185
Phatr2_11703	7631	877	520	3546	3701	2323	1935	1082
Phatr2_36446	4063	552	339	1610	1759	1291	1142	832
Phatr2_51897	1548	199	136	686	758	420	332	189
Phatr2_31841	2450	431	282	881	807	561	564	369
Phatr2_50071	13584	763	768	2919	5518	3679	2176	992
Phatr2_35594	2952	380	566	1961	2752	1454	1022	397
Phatr2_47754	5387	778	675	2526	2553	2577	1767	732
Phatr2_48704	8226	2255	1578	1791	2499	2469	2089	1939
Phatr2_36913	28457	6812	8985	15497	12213	10485	8569	8647
Phatr2_33046	787	276	203	331	382	292	264	253
Phatr2_52316	30105	9030	6166	17624	17446	12788	11227	11318
Phatr2_14176	17974	4887	3714	8155	7669	6728	6149	6652
Phatr2_41601	27575	7485	6848	21673	22341	15110	12543	8820
Phatr2_21961	7360	1634	1451	2682	3729	2833	2413	1569
Phatr2_45260	14062	3449	2781	6546	9100	5256	3743	3128
Phatr2_37111	3028	725	470	2300	1988	1242	944	866
Phatr2_39710	5596	1694	1192	3802	3500	2095	1784	2206
Phatr2_33633	12291	5095	3047	11310	13996	10762	8421	8181
Phatr2_13261	4635	2567	946	3292	3441	2721	2364	3181
Phatr2_12254	30433	12475	7739	19278	19557	18703	14804	15990
Phatr2_32531	59321	16567	7406	26844	22140	21580	19755	27455
Phatr2_9983	13677	2394	937	6390	4649	4544	3538	3202
Phatr2_10025	22119	5622	2949	12292	11997	9716	8576	7578
Phatr2_26176	66213	16600	9485	33088	29599	30472	27840	23259
Phatr2_42151	9189	3243	1966	2740	2221	2228	2704	3801
Phatr2_48597	11402	3620	3080	4701	3760	2944	3651	4320
Phatr2_44351	26292	8654	9135	10589	7818	7173	8229	7379
Phatr2_49279	6328	3466	1834	3745	3664	2093	2908	4196
Phatr2_40952	3019	1555	677	1585	1396	1273	1279	1516
Phatr2_37124	4879	3060	1548	2833	1983	1921	2131	3370
Phatr2_35562	8551	5291	3069	5478	4263	3763	4091	5062
Phatr2_49991	5657	3049	2286	2241	2098	2955	2956	3948
Phatr2_45968	5272	3574	2520	2060	2550	2973	3045	4118
Phatr2_45964	4536	2326	1285	1464	1900	1865	2037	2444
Phatr2_13424	37713	14721	10140	10628	14484	15080	17000	15884
Phatr2_41522	36746	20847	13866	12650	14948	18384	19505	18572
Phatr2_5811	374	188	137	150	128	144	186	172
Phatr2_46595	19429	10451	6864	9420	8505	8198	10779	11651
Phatr2_2217	9542	4544	3117	5220	4485	3774	4519	4978
Phatr2_49805	946	530	383	509	437	405	518	456
Phatr2_49743	1486	890	700	870	766	695	830	777
Phatr2_7923	23341	9292	9767	8861	9485	8741	10398	13186
Phatr2_37198	2937	1271	1091	1341	1249	1162	1324	1594
Phatr2_23838	247	88	75	138	115	113	114	151
Phatr2_34225	1348	531	428	663	679	614	631	642
Phatr2_43963	2004	1018	669	1061	1044	996	1052	1038
Phatr2_43464	25034	4764	1764	5194	3154	5281	5469	8296
Phatr2_33106	1683	459	220	366	334	437	562	542
Phatr2_27821	84108	23008	10037	33213	21976	25678	31144	36177
Phatr2_23908	6909	1488	657	1738	1700	1686	2068	2144
Phatr2_31494	9403	1510	1112	2130	2301	1542	1739	1882
Phatr2_36309	11500	2463	1299	2206	1625	1666	1791	1919
Phatr2_44733	57220	6568	6449	9334	7776	7894	8109	8729
Phatr2_31584	11767	2971	1764	1733	1549	1930	2343	2141
Phatr2_39648	10324	1998	1272	1253	1168	1998	2006	1646
Phatr2_45965	18133	4886	2255	3011	3623	4815	4756	4316
Phatr2_49871	79213	25530	15972	17400	5982	14977	20390	22834
Phatr2_14198	4806	2087	1182	965	677	861	1422	1532
Phatr2_10128	7764	9872	7007	5944	5705	5901	5637	9015
Phatr2_39914	1922	2272	2000	1488	1310	1349	1423	2174
Phatr2_33893	11756	13408	10574	8843	8154	8396	8620	13025
Phatr1_46598	4052	4301	2983	2039	2277	2435	2403	4033
Phatr2_47099	28046	26899	20834	15803	15555	15945	16202	26063
Phatr2_12384	1262	1563	1224	762	824	783	802	1295
Phatr2_44178	7152	8460	6786	4067	4639	5116	5115	7884
Phatr2_41417	41996	46426	38975	26307	27831	27710	27629	39150
Phatr2_7848	2383	2676	1910	1981	1954	1692	1576	2202
Phatr2_34125	4779	4598	3757	3682	3972	3492	3338	4566
Phatr2_1598	1683	1542	1001	1205	1028	904	930	1365
Phatr2_9491	2736	2755	2245	2038	2046	1710	1751	2400
Phatr2_49447	8459	9359	7733	7083	6406	5811	5926	8784
Phatr2_54589	107625	105188	78594	76907	97067	80044	76022	125190
Phatr2_48612	722	921	689	640	638	704	636	991
Phatr2_34217	2526	3644	2340	2767	2404	1992	2117	3523
Phatr2_50476	1005	1438	1010	1093	1096	895	854	1290
Phatr2_51100	7941	7061	5462	7090	6047	5393	5757	9286
Phatr2_50048	11955	12033	10764	11610	10414	9173	9693	14783
Phatr2_12813	37973	22836	15445	13836	9941	13564	13918	17017
Phatr2_42018	96063	64975	46184	41177	29640	46618	51988	59830
Phatr2_49550	6791	5787	3815	2452	2933	3552	3537	5223
Phatr2_39098	4494	2962	1587	1536	1690	2087	1982	2899
Phatr2_20508	49212	33990	19131	17131	22242	21092	21694	32598
Phatr2_48080	2881	2977	1487	2069	2034	1835	1967	3667
Phatr2_41064	3550	3239	2327	2128	2046	2287	2483	3932
Phatr2_48371	21597	20766	16226	14340	15012	14565	15947	24758
Phatr2_41192	5059	4814	3713	3720	3512	3497	3533	5264
Phatr2_54310	2073	1583	1142	1277	1069	914	1074	1684
Phatr2_45404	5091	4134	2503	2485	2384	2457	2693	3881
Phatr2_42503	12644	9930	7033	6434	5607	5998	7054	9662
Phatr2_11391	22454	16230	14195	11457	13071	12975	13587	15140
Phatr2_41092	3408	2424	1536	1607	1871	1650	1756	2138
Phatr2_38526	1652	1450	827	1018	930	932	955	1205
