time_points	30	46	62	78	94	110	126	142	158	174	190	206	222	238	254
FOX2	2692.731547	1591.288985	1200.280841	1217.496696	1039.312685	1085.196582	1154.747459	1167.749914	997.1470085	1211.047999	1149.847089	1394.655362	1308.4497	1418.36961	1344.127283
YDL157C	2797.610464	3859.068365	5716.226544	6923.097863	8130.425581	8111.428425	7267.277053	5992.859428	5226.353403	5104.317824	5134.299225	5571.648081	5830.375757	6015.794826	6268.722036
PCL6	1645.056372	956.0558379	862.7020298	804.4722554	792.1543899	858.9121553	865.6931163	885.978525	890.4531499	826.9912476	843.3373093	817.1399511	854.5028187	781.3600155	679.506197
PKP2	964.0969599	431.1328667	282.9919453	273.1766021	292.9604431	340.1584151	350.0444429	354.5842084	378.7807457	406.3738629	419.8226844	432.7087746	470.8944843	444.6870496	456.5715776
PHO8	2831.425686	2224.849054	1790.606628	2050.455053	2914.927578	3102.254265	3631.176514	4866.3036	6038.647751	6018.89315	6076.297106	5402.119118	4889.608035	4675.53	4985.593619
DAT1	945.6669785	1817.181072	2032.835614	1907.580689	1540.40572	1554.805354	1467.112567	1394.569096	1323.961083	1285.524304	1241.730861	1061.919133	1076.613724	1003.427076	1007.387892
COA1	1257.23941	849.751156	1547.038224	1249.325369	1711.850752	1740.715037	1872.525627	1742.649353	1831.11149	1952.787661	1880.492578	2012.93398	2280.357922	2233.832732	2248.479968
YPR003C	583.2345206	1301.09061	494.9495472	454.2648115	433.277414	450.2551837	360.6450265	426.2779734	353.2603494	416.8122733	363.1749458	351.2889933	351.4725199	423.052379	453.0073712
AIF1	3018.444095	2844.077337	2561.028932	2332.768059	2085.634597	2136.91513	2224.611902	2342.566633	2158.334096	2487.637368	2609.709671	2726.93912	2522.34902	2887.168442	2828.24409
PRP40	2229.182896	2130.093404	1572.163173	1408.794394	1225.391205	1324.974835	1469.337005	1344.26576	1731.468905	1645.92679	1606.586241	1438.846695	1539.742751	1428.5243	1439.372627
YJL147C	837.4231681	857.6641298	728.5634907	666.0085516	725.0747807	711.6386976	721.4994582	696.9489941	656.4667706	638.0938243	557.2075182	543.5956385	581.6184209	530.846798	504.6805763
RRI1	462.7889998	326.8904197	229.5079211	189.6668312	247.7973192	265.8091941	267.4445638	265.8669692	293.7730129	271.1093433	278.3774239	265.2100597	298.0596868	285.2103837	255.8311046
YNL320W	3224.982135	2208.084765	1988.500817	1775.98148	2228.324463	2344.13942	2691.277907	2896.023232	3128.801523	3359.725062	3374.485412	3599.364344	3633.095029	3775.086168	3841.87278
STE20	3169.797309	4070.882641	4186.941808	3679.347799	3453.675465	3436.137941	3496.426153	3479.272336	3637.599063	3516.693063	3512.603122	3232.763773	3244.488687	3254.898367	3141.176939
GRE1	16772.56786	7728.443548	629.7729207	338.1220001	332.1355198	331.2087044	297.5333009	271.0322267	289.9085518	291.0157143	308.1167606	371.4652254	403.6063198	480.3789646	471.7149498
MRPL31	1985.52334	1888.617048	1755.879616	1627.129679	1653.565509	1781.707038	1934.456569	1854.401728	2196.949261	2064.380036	1999.23049	1921.119067	2161.734358	1918.470474	1737.746863
SPC98	356.5285193	377.7230641	587.8558484	926.9986052	1244.863496	1598.502017	1473.289229	1355.116555	1071.30965	1012.993608	1072.177678	865.1261306	790.2683095	853.5113815	859.5501835
OAR1	279.9753254	808.3993172	562.8197595	306.4885782	439.824757	398.3080933	416.783674	378.45653	311.8032275	316.6681476	288.0758641	326.6255116	308.1727815	279.5538276	317.6572252
AMD1	3507.489619	3308.816503	3747.574706	3319.573245	3493.161167	3505.862819	3633.455266	3418.303559	3268.163553	3292.345238	3320.117218	3171.86791	3281.415727	3489.217106	3419.587553
SBH1	6172.99827	6362.441025	7904.586578	10009.81281	10806.41914	11908.1159	11310.05859	10858.5599	10155.85926	10417.57012	10536.73945	10567.31929	10477.10857	11066.33914	11905.62556
POT1	315.3970344	348.3136396	157.6580961	168.488435	165.6899769	157.5247877	170.7803471	131.2863908	148.5646429	162.0942334	128.2154839	178.4139123	204.5977339	180.1436178	171.3481993
YLR050C	3171.262538	2306.609837	2392.541028	3077.152041	3940.707444	3311.53385	2324.277372	1535.971457	1448.471999	1616.838388	1858.359684	2012.550808	2372.874441	2828.746471	3238.372297
CYC2	942.473248	956.4153564	816.033576	844.0729125	767.8911755	834.9150925	791.4420649	821.6590038	810.537467	887.5915334	815.5506308	893.4784782	868.0745253	836.7155786	764.7846279
