time_points	30	50	60	70	80	90	100	110	120	140	160	180	200	220	240	260
FOX2	2278.937132	1527.438787	1425.374316	1380.986033	1340.118399	1411.045346	1390.8938	1426.737554	1462.119834	1627.467622	1651.514238	1674.578112	1710.929907	1611.79478	1566.681871	1434.076506
YDL157C	2717.550636	4701.230197	5599.457433	6240.117783	6890.826787	7365.155121	7778.158182	7646.617334	7565.660441	6697.571633	6143.118869	5954.453621	6093.555481	6472.378184	6465.644284	6613.7874
PCL6	1413.480869	1142.672702	1081.794084	1066.805794	1036.769053	1052.855706	1107.250581	1168.997207	1236.794338	1309.569062	1298.200213	1331.119399	1439.802599	1286.977152	1179.141641	1211.702685
PKP2	888.1436811	444.765009	386.0430966	364.0250035	348.5294392	391.9460559	409.731455	475.0164743	539.0239882	583.0445399	658.3022452	651.0487793	666.2971404	696.6578561	681.1297647	691.7953241
PHO8	3056.567859	3468.919244	3154.363316	2941.129348	3129.226327	3346.326074	3623.310127	3891.860695	4345.35101	5012.995048	5175.164092	5284.016897	5465.621536	5216.899212	5391.742584	5479.729083
DAT1	525.5429971	1062.76767	1230.549843	1302.213419	1012.18764	809.7113235	813.3196879	686.3788439	483.1860544	390.6091362	352.0573882	394.9943279	377.9907349	382.1511343	433.2825103	514.1723515
COA1	3842.325694	3222.87797	3016.906008	2984.270797	3080.440753	3164.731695	3368.962586	3392.021046	3676.059403	4008.675198	4621.698852	4283.723629	4009.352129	4225.996649	4136.306866	3622.275056
YPR003C	692.5780299	583.0350425	535.8936128	539.4330604	532.0550529	551.6375515	535.1026826	514.2716515	546.668431	693.7169254	755.7907682	769.2952662	830.4129834	807.1013659	873.2654579	868.0288334
AIF1	1494.869495	1672.392632	1785.224475	1978.370455	1814.078046	1828.494303	1912.154438	1836.685737	1915.129201	2024.527755	1903.430836	1765.833162	1829.826402	1888.309589	1834.172444	1959.992043
PRP40	2250.179327	1765.883738	1475.430932	1605.139656	1508.199041	1365.575338	1504.104834	1500.570129	1453.152202	1412.803951	1305.982913	1412.270631	1676.594178	1568.364347	1424.825816	1603.121931
YJL147C	596.7075695	614.2630431	612.6628398	574.1294516	512.2219064	546.843346	521.3155967	533.2212552	486.3359932	511.3228059	524.6081159	495.2513523	538.969126	505.7049938	504.4461366	503.9987586
RRI1	557.8426071	368.4625035	308.3370706	289.4572571	309.6730346	294.1134551	322.8441168	374.7035634	403.7286	444.8063595	431.7350581	453.397605	470.44994	488.0267522	448.711101	468.8781783
YNL320W	3503.533558	2892.840499	2640.623856	2524.23315	2930.766452	2741.853397	3044.626258	3015.888089	3750.695768	4065.622696	4168.018349	3966.081757	4230.301033	4350.887254	4417.653549	4336.137895
STE20	2769.707968	4075.09968	4334.351498	4050.426876	3819.095453	3617.1385	3212.238156	3166.059936	2756.261256	2491.079089	2402.332723	2619.80376	2665.376093	2645.348663	2605.637241	2735.633674
GRE1	20204.87278	4767.339946	1211.877241	568.001377	374.695452	387.7521712	366.1731507	400.5361303	402.8204642	541.8922298	861.548365	1190.421427	1197.752056	1140.793738	1239.507625	1101.760606
MRPL31	4745.343179	5034.379432	4909.859807	4649.907349	4963.086472	4669.115247	4276.331231	4624.395613	4800.942015	4976.886555	4809.867002	5076.415429	5464.993317	5455.734218	5154.272946	5178.449842
SPC98	300.3521292	395.9548244	480.7579818	540.0104144	684.641968	810.5431983	946.4007778	1011.421468	1023.749741	907.9306865	803.4991001	718.0288112	685.5307283	688.4691791	575.8233735	630.8171162
OAR1	455.186177	591.8234068	652.9936234	569.8089063	649.4368118	520.2493551	500.0650964	450.96979	404.3136958	387.4692863	432.5073285	382.2129584	363.1628645	337.5054878	447.6596764	386.1556356
AMD1	5640.494764	5335.626673	5293.357493	5216.752812	4955.229611	4745.24918	4506.572897	4533.195381	4140.727453	4414.5547	4495.893835	4639.049083	4590.331009	4721.742998	4763.978674	5018.771861
SBH1	5569.249793	5940.957969	6428.204703	7628.067713	8667.927452	9198.636581	9831.368668	9410.312846	10338.1453	8980.524664	8201.589743	7683.841116	7644.312708	8541.103944	8820.664756	8560.988774
POT1	309.4369257	169.3380024	144.3559833	124.9487894	114.3905963	95.5487019	136.8634717	135.9363746	133.9214563	188.7995836	252.1590955	265.347296	286.4885403	323.5122412	302.232463	283.7787901
YLR050C	3203.284949	3546.942167	3585.348441	3807.893015	4480.701599	5281.391196	5817.862751	5075.032075	5718.416069	5332.662145	5397.128913	5336.034371	5881.825437	6020.010446	6261.92656	5817.477549
CYC2	899.7400212	889.2191636	973.098537	964.3833774	945.8744862	977.3431823	880.3375617	949.9212914	902.5099725	956.889181	927.6795765	925.0803372	885.7826595	874.6336569	848.6728365	851.3973922
COQ10	1068.38421	953.0011685	925.091945	891.5515701	931.6068414	830.2276287	832.6879576	865.9064896	984.1814209	1175.847589	1247.570877	1207.979746	1053.667201	1008.62334	1112.10722	1089.668717
VIK1	348.6565661	347.1830374	342.4050255	338.325849	388.224627	384.8996466	484.1686297	537.5294997	562.7866008	527.747043	460.7446871	464.6540043	512.3245481	498.9798636	480.1781865	499.4884749
STP4	610.5616778	1156.631227	1517.199115	1877.441255	1393.500282	1165.449868	1031.696066	1109.418205	1043.480929	1055.039832	1169.692436	1377.600171	1654.488171	1745.921315	1900.828928	2189.240758
YDR056C	3884.316164	4066.623549	4000.812194	3766.694207	3682.762428	3778.453772	3740.632429	3783.141111	4005.434716	4210.607266	4485.183847	4476.452506	4514.969472	4447.380532	4651.818536	4135.091728
SAL1	733.6722451	736.2636064	762.9067189	748.1775058	710.0568108	691.8896086	739.094681	706.2359952	732.6650914	742.7750302	734.9835931	752.6715228	829.1943553	842.9164446	798.5642984	845.1802333
SRB8	1236.593623	1131.377267	1263.315515	1166.209706	1117.762107	1156.932786	1056.984624	1100.287274	960.5158277	980.494158	964.4997865	972.95019	959.8364323	888.41795	876.2220341	948.7982922
STE7	818.789931	734.8174189	763.1068283	766.496411	647.0993541	654.1898659	605.9506709	664.3108795	593.0653905	620.0265988	587.4570669	591.0255819	526.6245273	523.9235516	514.3955744	527.1194181
YCR024C-B	13412.20678	15781.04325	16495.73379	16797.47246	16030.61095	15468.03396	14859.88452	14690.95177	15350.00001	15319.34207	17407.06152	18470.3018	17670.22218	17873.70173	17644.32922	16338.89601
PEP4	28470.91939	23039.42367	20267.98631	17175.32039	14633.98137	14131.82818	14497.93025	14367.68706	16205.32066	19389.23096	21601.43895	23139.59049	24521.4183	24488.99027	24430.57923	24161.43549
DAS2	179.7806776	490.8596661	614.010763	590.3925432	534.9795325	537.2819453	439.2203103	444.100683	324.7536061	285.2456868	306.1266735	291.7608538	300.6224593	278.3014101	333.1916162	274.2026027
SNF2	2106.730402	2137.610964	1966.638049	2178.428661	2261.577284	2443.782373	2713.636232	2649.87204	2718.012948	2384.919653	2269.737829	2413.393236	2614.323758	2630.050469	2522.911628	2830.133168
FOL2	6395.073272	6032.733701	5906.926957	5566.981469	5805.061558	5733.586488	5566.757363	5964.530132	5155.553874	4924.040338	4856.709088	4913.069774	4774.713464	4858.881543	4453.637642	4636.821971
RAP1	1123.917253	1537.451423	1812.291996	1912.859812	1850.064655	1864.354546	1904.956648	1804.177335	1634.820341	1413.709231	1195.088048	1102.118314	1033.657812	976.7559103	922.4277219	986.0882895
MOB2	722.6620965	844.0123782	958.5512765	1021.935094	925.9882472	1078.49304	1029.028079	1166.67001	1017.795501	1105.559602	1081.54043	1151.997301	919.0053668	923.1275506	975.3054703	981.4825659
SPF1	8630.055352	10926.47325	11112.62531	11322.46177	11340.04279	11658.10845	12299.96159	11243.09643	10391.68726	10177.87044	10488.47717	10517.84098	11827.15186	11264.73064	10952.75458	11217.0384
YBR238C	265.9932586	779.4219438	1085.483812	1128.551179	908.5605031	1069.563242	1196.697328	946.4260663	933.3620598	812.0295289	976.7090613	984.030872	1071.033057	927.6941428	1188.332007	919.4052163
SEC53	9139.61142	16275.84543	15871.08133	17453.10855	19219.70355	20667.74602	22021.43601	21960.16588	23237.73981	22055.00729	19927.50276	17239.95068	16715.26942	15831.6964	16907.28695	16575.69284
EDC1	128.7403014	134.3010786	156.2566278	160.645555	142.36721	118.0642357	151.0303605	160.7428549	154.1095666	157.8191172	177.9502568	162.1109444	158.0440268	138.5602407	143.8392182	138.2633869
MRS1	1343.889339	1810.071561	1874.037894	1913.008988	2209.213101	2227.14409	2264.445954	2067.8254	2194.16458	2178.782063	2092.062299	2068.951321	2162.552737	2221.731485	2232.459361	2577.060422
SPO13	220.8729161	194.6035491	200.1961354	193.0833692	178.468601	158.1397554	177.4581095	154.254157	189.4148192	215.6984992	283.2106548	291.6391261	261.2813602	261.1355837	317.6944186	311.39918
YEA6	2924.887618	2988.096749	2867.759073	2715.939289	3112.38949	2831.018983	2705.802393	2325.855447	2464.479799	2280.610654	2251.999668	2132.727666	2222.956047	2275.297764	2405.902153	2301.898258
ARP2	9284.909662	7837.847443	6654.726767	6484.814069	5594.644211	5873.930661	5923.218424	6705.516688	6558.495126	7176.533782	7715.68609	7806.96439	6994.607852	6893.062877	6558.073249	6739.450217
DUS3	976.3352773	2571.57657	2601.284729	2409.97182	2175.920056	1826.288192	1600.330449	1363.475481	1069.523243	749.1853673	629.9477054	654.7899243	712.0158779	940.2756463	961.0637919	1170.322198
YOR192C-C	2244.971512	2518.141542	2671.827065	2242.992037	2818.526977	2772.073031	2361.204236	2806.331724	2703.706877	2842.710826	2814.308281	2954.118945	3157.48037	3288.264115	3313.099193	3647.861799
CHO1	16356.41284	9230.575509	7528.94392	6679.629413	6743.652294	6418.903595	6486.334472	6061.115754	7170.196953	7567.328614	7637.046906	7685.286025	8559.867306	8667.666978	8258.789612	7903.80239
MIA40	3480.487433	2115.932937	1709.594238	1676.884483	1829.270702	1871.266141	2117.348592	2452.017776	2843.267129	3794.682705	4175.576769	4599.39377	4307.912563	4207.055203	3277.81111	3432.79495
MKC7	2104.436424	3490.774954	4427.169577	5209.975685	5706.533045	5987.865813	6427.347689	5496.668121	5389.549629	4087.811621	3216.550158	3023.878693	3468.422124	3604.996971	3966.517872	4723.351526
