time_points	4	8	12	16	20	24	28	32	36	40	44	48
Ophio5|1000	15.9785221	19.222255	8.462311892	17.60823538	8.608888187	1.610909639	15.48459937	15.87729872	12.20697251	16.30000037	3.520457212	5.116087545
Ophio5|1001	275.2670591	343.7818816	108.5611504	343.9143504	102.5219788	41.89983163	169.6829878	245.9633667	125.3020816	290.8295057	69.91077125	86.10440929
Ophio5|1002	11.64576264	9.666386576	22.47515672	13.05905467	28.1982438	73.44318752	9.885276137	8.217323328	9.647157682	8.562906436	27.63769424	18.39036828
Ophio5|1003	0	0.062734431	0	0	0.069774628	0	0	0.076593743	0	0	0	0.134603864
Ophio5|1004	16.83314803	8.774342723	52.8116427	28.62854592	53.99990451	182.1670317	17.37710824	8.284544845	16.31366829	14.24490731	70.90992052	35.56088571
Ophio5|1005	60.48108352	65.70005871	28.09227835	65.69297374	31.44615612	18.90072957	46.364246	48.41072708	37.14246521	51.16791092	19.66021924	22.14845399
Ophio5|1006	2.255189733	2.544310568	2.241114521	2.807130042	3.127716494	0.964770419	1.989027084	1.747350296	2.100715986	1.709714686	1.236502022	1.089427252
Ophio5|1007	24.96777646	27.90904592	20.43504007	28.50909909	24.60830922	18.46130085	21.02759143	23.72129138	19.88578836	22.76467693	14.18741532	15.16074992
Ophio5|1008	116.3436757	106.7344704	44.7913828	125.8240911	49.79327719	26.58184798	125.1495017	115.1109526	67.65194943	117.5392128	23.77323891	36.68416268
Ophio5|1009	37.95310212	43.85383286	24.3674586	51.91639539	33.63807384	18.50377102	35.84657252	35.25235381	26.77766572	38.39600836	18.61772477	17.43972335
Ophio5|100	61.60706114	56.875356	40.66076756	61.71068031	54.36771602	16.8756514	51.48381619	49.95946561	47.03977996	48.29079581	18.86692399	26.6492707
Ophio5|1010	13.87345274	16.95936392	12.27369556	19.62404502	17.48531344	5.910675915	13.35300988	13.57395456	10.54467263	15.31686085	8.872008479	6.661551929
Ophio5|1011	32.7450582	33.47036162	16.86901232	35.9912608	23.72146704	13.38084437	26.33691514	26.73770374	22.93881673	28.11868633	12.24616911	15.62042291
Ophio5|1012	11.87922158	7.235678571	12.24676448	13.38049875	14.79735158	10.26921992	7.051080604	7.396364898	7.76026079	7.457032255	10.48984532	8.726157363
Ophio5|1013	0	0	0.077593659	0	0	0	0	0.03490732	0	0	0	0
Ophio5|1014	0.999186862	1.527767909	2.073120007	1.525050061	0.849608703	0.232950168	0.175910535	1.088081701	1.129743339	1.616302558	0.964583478	0.36422222
Ophio5|1015	1.421978258	1.4824232	1.251655408	1.69118402	1.648784013	0.542486694	1.297239789	1.74958995	1.566017348	1.881996129	0.49917562	0.706823944
Ophio5|1016	66.76325337	57.8576935	56.42586475	57.4145323	47.29153956	88.245926	49.27226378	34.9036782	40.58784033	36.90335752	43.57714727	54.60465414
Ophio5|1017	91.34076123	98.36507261	41.51401083	76.43234384	44.05675319	19.7540644	76.0667854	81.01956064	60.37351446	71.81526137	32.42198631	41.25417956
Ophio5|1018	40.36319204	26.48635257	28.4580764	45.58109311	37.60990606	19.01657563	38.31366282	26.73879983	34.49951723	24.33619189	20.45680999	24.61384916
Ophio5|1019	3.984411807	5.210443024	3.408277542	5.281191876	4.903605787	1.026706298	3.267375304	3.229702828	3.099322334	2.914242491	0.860384645	2.350582293
Ophio5|101	38.34098148	30.72451664	62.98289997	50.46173802	63.74375787	68.12570659	33.0416571	28.21113595	30.09074956	26.95892654	79.25023848	64.76830451
Ophio5|1020	81.86054829	76.63205861	62.04848548	80.45342698	86.11491085	63.5708749	79.57917648	89.55787528	66.62242415	78.52319821	47.68560212	58.31331354
Ophio5|1021	31.79983369	28.35583812	12.33934583	32.25084564	22.15795263	12.4788117	18.19257658	24.1921261	18.00017077	23.63838839	12.03492076	11.63266396
Ophio5|1022	11.46522827	7.281884428	10.49117844	16.44162782	11.54867905	9.005955108	12.06439385	9.54916384	11.15414151	7.275879115	5.36380532	7.088717513
Ophio5|1023	73.3789815	132.0992425	20.76098628	58.48216396	22.48126477	9.274495928	72.48474466	89.52553998	46.00364962	92.63127916	13.7434667	22.19609982
Ophio5|1024	272.6176499	268.003813	230.3608864	291.7801356	325.1982201	234.1868174	309.8468615	295.6075227	224.4044859	229.7471593	223.6156563	242.1290866
Ophio5|1025	50.95852995	31.59012298	42.24165801	61.54434545	37.69611381	33.4506529	53.38323315	41.94240771	36.89350283	33.74852246	32.2725004	37.48001636
Ophio5|1026	22.94358466	8.09561494	26.82835327	26.76460084	24.86852956	17.45792579	23.81730168	15.06148716	22.82894663	11.8222269	13.17814111	22.80559361
Ophio5|1027	8.70023682	5.152179909	29.45515873	26.23298655	41.09895759	71.08957334	6.185186025	4.78225177	8.699417346	6.031568081	48.00724126	20.78021019
Ophio5|1028	10.30542098	5.161809987	14.66411943	23.94228323	21.45350847	7.373506376	8.571038402	6.081030429	7.863634894	7.47286329	8.919370233	11.14001854
Ophio5|1029	41.10276537	25.42778089	75.47134327	53.00865135	92.78928843	175.1336757	30.43355933	25.77590121	32.01837843	27.92372681	104.9703074	57.90346183
Ophio5|102	9.444018276	11.1460905	5.824176499	11.88540991	6.809059758	20.75960225	5.033934828	6.987044899	4.122874696	11.62560994	10.31434574	5.806278901
Ophio5|1030	5.271572064	7.164704678	14.85338855	5.49168273	18.4277198	15.29438347	6.909037902	5.284968263	5.014279547	7.321495912	22.33509673	6.832306479
Ophio5|1031	8.435895811	6.449289617	14.43738456	11.78447774	16.65604941	14.40055586	7.702749177	4.270681425	7.344146811	5.614016919	14.97621401	8.912407362
Ophio5|1032	26.08791628	27.44453892	31.77855456	38.22871244	42.64567023	29.54710941	21.11735059	22.1265998	20.15058979	22.88584247	27.30087312	20.52613733
Ophio5|1033	667.587348	280.1940109	1861.636864	882.1295838	1487.274478	2803.681196	851.2762443	511.1778425	746.5357067	495.0274068	2125.635664	2094.117805
Ophio5|1034	34.19117683	26.24390366	35.18628804	29.6116518	32.91036611	47.06268619	22.46471009	23.61640408	23.52657367	29.02175234	42.38109531	40.90461869
Ophio5|1035	88.78303994	102.6073786	65.88511699	80.47332964	76.89601016	169.5253342	67.23733769	82.01403234	58.54726663	85.78177525	88.1875132	69.23958808
Ophio5|1036	15.17375582	13.10417967	17.87901677	17.73728908	28.37299536	13.0203537	14.28454653	11.90101414	11.26739767	11.74581252	18.24251548	16.13242341
Ophio5|1037	16.41081732	13.99571834	16.34636772	21.44806053	22.15425004	10.06043452	13.4502495	12.09867157	12.76785155	13.4991635	13.34934524	13.24511348
Ophio5|1038	117.8416005	104.9703868	75.38094692	113.1941174	109.8296251	78.70803815	105.7881979	97.11129184	84.19613971	132.233753	79.5982324	100.2294023
Ophio5|1039	24.92996075	26.65042902	16.51104284	29.98885753	27.84476285	19.94853121	18.18836164	20.11443145	16.78957584	23.5811306	10.91155066	15.0173714
Ophio5|103	15.46754496	15.01419815	9.789733366	18.05856937	11.55786674	6.392630863	11.5608753	11.28743222	9.198536999	12.05536924	7.646932482	8.995504921
Ophio5|1040	11.02199209	14.15802046	5.804189743	10.35716522	7.136041479	8.530764072	5.614535845	7.88567399	5.395146407	13.03263722	7.858686535	5.414746349
Ophio5|1041	5.786499738	2.996775515	9.122740543	13.34957478	13.70266344	11.79342226	1.971744456	2.642484132	2.834112802	4.748797025	9.970895875	4.252594606
Ophio5|1042	0	0	0.213983243	0	0	0	0.245121237	0	0	0.068249239	0	0
Ophio5|1043	33.04384847	37.16258596	19.7053797	36.50102591	36.22447397	17.19037416	29.52016339	35.43137887	21.43761935	36.4246845	13.92856474	16.07672196
Ophio5|1044	50.61537486	53.30684017	44.03731911	39.78040634	34.44681751	33.30128544	55.17786338	48.86816193	46.69768822	36.10212378	35.61164253	56.54948531
Ophio5|1045	199.3105446	296.2183602	82.41223262	165.7725327	85.89855284	69.59464347	197.5880891	259.8915023	136.9992281	244.635645	71.58519652	77.77072049
Ophio5|1046	79.70859593	87.51909937	49.32885065	82.1644516	83.0843074	37.77524454	66.77768846	82.19280133	53.94093541	77.08999986	30.31492329	36.1061797
Ophio5|1047	104.9599351	80.83139398	59.67075575	120.9369144	69.10536096	29.36439878	76.49116589	78.82512189	65.13865139	84.19866787	33.65105851	38.64595974
Ophio5|1048	19.36038795	19.20820164	9.370633913	19.81943293	11.62655159	3.412425903	15.10011397	16.33060995	13.22891006	18.75498068	5.639972182	6.762699075
Ophio5|1049	23.56099208	28.8483829	7.749670974	20.36303034	9.811885569	1.531120701	17.20603305	22.52864912	12.81934002	23.58784925	4.101270728	4.7270125
Ophio5|104	7.910882898	5.130534044	10.63500077	13.460046	12.54628865	8.144113423	7.323622266	5.579499462	7.408319179	5.529152606	6.693028212	7.557468128
Ophio5|1050	0	0.42299763	0.063776765	0.241282932	0.156822453	0	0.438343841	0.215186004	0.268110332	0.162731084	0.089022362	0
Ophio5|1051	41.11147102	33.06104517	83.65256221	50.13404733	85.96234144	96.70808078	57.38252635	38.7947308	48.90876441	29.21482844	79.65269409	64.69959065
