time_points	18	36	54	72	90	108	126	144	162	180	198	216	234	252	270	288	306	324	342	360
FOX2	1846.148214	1553.553036	1321.613377	1156.361921	1134.905725	1086.15508	1094.374324	1250.473735	1593.481101	1687.732597	1602.539269	1462.036766	1522.307139	1537.940428	1591.521739	1578.175144	1689.299327	1550.597451	1675.469095	1699.390391
YDL157C	6823.071889	7572.451972	7767.331075	8759.338384	9107.679056	9470.253871	9014.442878	9113.788908	8731.060475	7814.55423	6034.718808	5542.981434	6185.710322	6657.604191	7083.845259	7683.882491	7733.839496	7618.295889	7739.182087	8287.632241
PCL6	858.9614935	826.340762	574.0948057	729.1509228	725.6983263	599.8298489	546.1345782	538.9293438	517.4130604	590.6665711	647.4346202	689.8191856	791.9622486	779.2648894	837.9162525	883.7614415	833.3736343	838.5489177	867.3332959	822.9553465
PKP2	498.2479496	420.695718	330.6335357	377.5843022	387.7692128	402.0220433	393.7969424	440.9211906	456.7895338	459.8861077	464.6673436	455.8367811	511.2522687	568.1412208	654.2646053	646.9663484	674.8224562	671.0725067	710.1162729	714.2909697
PHO8	2087.947901	2196.642073	2434.907058	2905.194762	2837.802537	2751.308723	2905.012876	3062.564608	2956.347397	3194.484802	2987.675932	2952.322652	2766.819511	2637.482037	2756.027106	2797.638581	3039.196463	3159.795674	3234.128984	3335.862783
DAT1	880.1403244	1043.948122	1046.794223	953.6150486	1040.431819	983.8041315	919.6953168	896.0176928	1134.218232	1315.995316	1341.75223	1251.177855	1171.173046	1159.711785	1152.030106	953.3089814	878.4315963	891.7151614	859.0141609	826.1185793
COA1	3355.818089	3321.824523	3144.791219	3906.759508	4106.917195	4067.928755	3818.879892	4303.296981	3997.508391	3777.673104	3194.906432	3462.012933	4033.478635	4869.210934	4946.971319	5119.072572	5023.359132	4594.349494	4768.844023	5025.859207
YPR003C	616.27298	656.5840504	611.4584378	611.1664234	476.9957359	517.69475	577.6956016	639.5247268	679.3358068	643.5306572	609.0388791	652.1570705	614.335001	651.3493129	675.3281436	746.899163	796.688587	792.0218558	839.5100425	890.3160223
AIF1	3151.48824	3720.23233	2894.580668	2253.237728	2121.836561	2107.751757	2100.691834	2294.005476	2546.270779	2932.539283	2784.32976	2627.836234	2464.747913	2549.967819	2411.932174	2376.964006	2310.174504	2331.498122	2226.254482	2202.365323
PRP40	1878.156575	1620.08566	1354.525963	1530.556794	1393.399474	1287.451313	1453.549527	1602.14568	1601.615191	1996.641121	1721.77639	1784.961463	1841.098806	1737.627494	1858.400937	1748.52471	1778.011764	1657.552832	1581.60623	1658.77531
YJL147C	913.8542778	886.5932433	704.943667	835.3579365	847.5333737	606.4339483	475.7925502	429.7902163	410.4938357	435.6312257	449.873903	597.9325914	652.0562083	735.1141763	831.1490072	822.9063143	780.7523776	807.6799798	805.0390569	802.7875872
RRI1	231.534872	229.1154714	139.8046678	222.8111265	228.7131348	223.6630792	219.1551212	235.3375428	184.6114904	168.5659142	112.9113348	180.1692883	230.3639983	263.2298683	274.7895104	276.3300823	283.3125879	283.3659189	284.7208644	287.8804912
YNL320W	2698.115885	2597.073568	2216.286914	2663.280686	3088.320437	3109.297157	2670.797253	2627.383542	2498.469315	3346.597219	3576.447849	3684.803893	3895.560534	3912.437908	3768.340531	4108.21648	4022.94923	4033.601873	3981.124396	4117.795759
STE20	2539.131676	3034.220565	2606.286641	2095.198857	1929.83477	1852.991776	1815.805556	1725.804354	1744.415633	2170.75116	2010.633616	2065.355643	2043.934267	1982.297526	2126.576298	2012.583258	2183.312694	2037.892727	2126.486427	2099.793914
GRE1	399.0380392	248.9092118	264.7405102	293.8450796	370.2791705	490.1764648	560.6560534	687.4575215	702.7438296	729.6766128	564.3852393	456.9524672	423.7709423	396.2900128	401.367459	391.5746809	423.1528891	458.6355567	473.216342	538.5122919
MRPL31	1452.468737	1708.004514	1980.732579	1621.054636	1792.800735	1877.32407	1649.088383	1533.10663	1553.627307	1848.973191	2088.793595	2338.104432	2510.750465	2577.194798	2759.289944	2928.552411	2926.0047	2936.670401	2918.806873	2739.481674
SPC98	566.0135493	700.3212349	896.5936861	1545.347823	1622.504464	1068.907406	595.6156253	477.4867339	421.7716332	431.1231799	477.1271669	561.3340486	619.2148951	627.4047807	578.2735528	572.9574137	568.4596566	570.7432164	554.7868186	535.6191756
OAR1	542.6008083	516.8357508	327.1319108	292.4640612	280.4423089	335.5109902	375.4781232	428.3963309	374.9833279	281.2454965	191.932465	231.4343887	283.5401408	247.5557599	247.0868811	253.6888354	278.7569279	225.8979201	240.339025	244.8816967
AMD1	2984.462181	3004.262752	3112.542353	2046.772302	2060.700217	2123.256239	2005.896643	1792.210722	1632.831738	1628.049322	1607.627654	1692.804819	1804.560591	1786.718342	2099.292687	2229.730434	2407.327875	2584.740133	2871.823291	2616.084135
SBH1	7995.791157	8341.499521	8962.513253	11545.35753	12249.85553	12151.6936	12440.52898	12891.49293	12828.1625	12674.61147	11786.8441	11894.62107	11731.21784	11748.72563	11390.45732	11443.00219	10990.36462	10513.45131	10161.82815	10402.84303
POT1	342.7624115	276.5511627	167.8056591	162.5922649	191.6632274	269.0136305	336.3225662	429.0514062	424.8099752	475.0367291	409.8891297	367.566543	333.9045571	317.5089217	309.2032837	296.0869449	318.5565441	295.3021531	320.3793034	360.6739116
YLR050C	8554.405595	8023.792767	6660.768109	7736.379224	7654.396481	6730.786556	6223.140211	5975.744546	5291.523231	4734.091776	3702.029088	3734.767541	3561.327446	3846.625215	3871.758344	4415.856086	4591.173678	4576.552895	4788.430107	5317.842361
CYC2	717.7962816	765.8338003	748.3903523	836.2147838	824.4869939	761.4667714	747.502145	767.2401321	706.768411	728.3668991	611.4354946	608.3139857	666.185317	702.7864903	740.5762718	758.1916432	749.4779165	740.8903061	720.481043	767.5037121
COQ10	1446.329863	1809.105363	1771.905713	1184.445044	1308.903353	1589.748792	1485.063473	1400.060329	1367.319645	1444.241446	1426.721948	1557.444157	1833.119696	1867.919985	1953.808847	1970.047327	1910.143149	2078.062363	2141.603096	2037.355071
VIK1	303.0172743	421.9161329	369.2128317	611.8319203	731.5279254	730.7230011	620.1103732	586.2675244	685.6514477	842.9535841	823.2860088	936.649066	1025.802624	962.7964877	968.5607582	852.2410347	842.078216	766.3640816	689.2303618	645.3788183
STP4	1247.856909	1352.055321	1505.955961	1291.370676	1287.515354	1306.744575	1303.047873	1476.349508	1634.919879	1274.865943	1330.494409	985.6996806	757.2105999	689.1708413	707.5105843	712.7418003	774.0219737	761.3815088	822.8285523	796.6473229
YDR056C	4516.070603	3698.003184	3645.832573	3963.05863	3994.663064	4196.986694	4229.69529	4002.427409	3427.618342	3125.403915	3221.966285	3602.271234	3938.111737	4332.07907	4566.820316	4990.415334	4741.641242	4927.304734	4971.491104	4922.331773
SAL1	928.606381	1002.591491	999.5465476	861.0547783	877.7643289	788.1452025	835.226233	721.8609844	755.8628443	826.3364222	903.7938329	890.751787	956.4315604	951.4279095	1005.683979	956.7555615	948.1891607	923.1835607	927.2911016	876.1588349
SRB8	709.1178823	666.0274663	578.9621955	543.3457619	484.9547224	469.1774934	492.5522272	482.1775482	421.1641923	382.6162191	298.8117235	362.31093	416.1120932	412.8288544	489.6951986	452.5867384	536.6357159	466.723066	472.5449315	534.1499039
STE7	709.7176734	782.9798984	739.7434374	758.4800321	761.7152979	951.1605731	1009.073228	1058.744013	1243.633085	1284.679182	1144.899787	1061.831597	909.6308606	859.9356521	792.2416286	717.1630424	641.5068048	674.0475242	623.6006831	625.1250384
YCR024C-B	20790.38797	20255.13473	19199.54161	20256.7625	19451.30724	18467.65449	17442.63	17103.35037	17702.0039	19001.30556	20512.24083	22368.29823	23001.50173	23509.77222	21678.98864	21802.47938	20665.30234	21809.05505	20961.93219	21187.49022
PEP4	20504.17989	19190.67218	13271.39562	10115.50402	9875.454057	11405.24623	13056.06122	14668.53565	15656.50254	17629.42666	17577.90763	18384.8856	17454.01773	17885.78426	18440.3187	19013.95699	19935.96194	19768.92881	20529.26855	21405.00323
DAS2	843.7916943	1012.119022	911.2892854	717.6862653	547.0431156	450.360542	412.845973	434.761624	401.8264905	407.2345539	409.298509	485.4259245	552.9083275	570.1365973	590.6818722	571.8799818	530.5981417	532.576159	541.3142572	507.6638206
SNF2	1655.600485	1627.780424	1937.375785	2147.356514	2024.407832	1624.447385	1762.306872	1866.814788	1934.337098	2293.629579	2355.020696	2484.930939	2490.589017	2353.765212	2334.873584	2367.352973	2322.389048	2402.082062	2584.575474	2368.074974
FOL2	7771.218122	6874.253042	6927.573308	7068.985349	7175.305431	7357.345492	6865.224617	6624.110797	6586.379272	6642.579803	6603.943701	6805.626981	7352.257435	7708.662388	7378.924059	7600.619695	7254.23272	7059.049816	7118.857706	6901.3746
