# LEMpy target file for Ophio5|756, replicate 0 
# Run configuration file:  ../results/Okimflemingiae_DD_RPKM__20251111121609_lempy/lempy_20251111121609_config.txt 
# Time series data file:   ../tmp/tmp_20251111121609.tsv 
# Computed on:  2025-11-11 12:26:46 
 
model	loss	pld	inv_temp	prior	rhs_param_0	rhs_param_1	rhs_param_2	rhs_param_3	rhs_param_4	hess_eigs	hess_det	bnd_params	pld_time	opt_time
tf_act(Ophio5|4218)	243.35623273628653	0.29833	1.0	0.025	0.0	0.055490704045902485	6.745862503847831	46.50668958709714	10.0	[1, 1.1314935705095723, 16.830999907561033, 71.80502280697202, 3225453.383048682]	4410700837.354741	2.0	2.9933999996956118e-05	2.261844730000007
tf_rep(Ophio5|392)	243.29769962171864	0.265229	1.0	0.025	0.0	0.14512406801760988	12.799214977467267	24.721088364534282	2.5498047979154417	[1, 1.91782609587231, 15.198199818369657, 238.29994673495125, 3225684.928394012]	22405119477.93897	1.0	2.8363000012632256e-05	2.3946062740000116
tf_act(Ophio5|2137)	263.7866028022871	0.12686	1.0	0.025	0.3	0.196564963460897	16.134205182106463	24.80490646940371	2.239057728985373	[1, 1, 18.630927772687244, 449.917355969307, 3225756.010173332]	27039505447.71015	1.0	2.879100000541257e-05	2.4587811790000274
tf_rep(Ophio5|8321)	316.6118813093637	0.0811432	1.0	0.025	0.0	0.1023408971484156	7.165477126022971	53.305917197454754	8.7673672416834	[1, 1, 12.379359555698793, 74.24648744753021, 3225886.2712190524]	2964989376.566519	1.0	3.0304999995678372e-05	2.396872920999982
tf_rep(Ophio5|6920)	291.64899182636617	0.0733834	1.0	0.025	0.3	0.12878223682776285	11.007806971964207	10.020715248923146	1.5373289306663198	[1, 1, 13.359402984447533, 352.12998797020583, 3225719.9036657345]	15174581283.590181	1.0	0.000177207000007229	2.752500717999993
tf_act(Ophio5|2237)	299.3844418510727	0.0657891	1.0	0.025	0.3	0.07177019142361064	7.080274737678969	54.072579523284645	10.0	[1, 1.1816829664235662, 10.590157691105297, 74.56122820717798, 3225516.9752802476]	3009648573.5441065	2.0	2.952299999492425e-05	2.2812698559999944
tf_act(Ophio5|756)	248.229825946133	0.0367387	1.0	0.025	0.3	0.6883020965962438	100.0	69.64582057475592	1.5128428189560479	[1, 1, 2.7743022536948954, 22953.522294206436, 3346914.932530689]	213131571790.95422	2.0	2.8296000010641364e-05	2.1948214939999957
tf_act(Ophio5|491)	318.52951370702647	0.0211279	1.0	0.025	0.0	0.10227672055507303	7.160223638909789	13.654344535502341	10.0	[1, 2.355427651053914, 13.836995423035527, 93.38027987799514, 3225925.721700589]	9817956441.142586	2.0	2.8844000013350524e-05	2.6835155809999947
tf_act(Ophio5|2056)	367.45203148325044	0.0163227	1.0	0.025	0.3	0.04229954172275339	11.309157996186267	84.15875721328908	3.863155038946368	[1, 3.6884814005574214, 5.0226770429750776, 78.322315392614, 3225348.060015271]	4679990349.642642	1.0	2.88360000126886e-05	2.2048839379999663
tf_rep(Ophio5|8604)	342.80289048174023	0.0120547	1.0	0.025	0.0	0.09309631001999912	6.632462005217151	26.89871176765939	2.4046544819482034	[1, 3.7703330448212142, 24.134988652251142, 108.13982026586999, 3225885.964436042]	31743986644.84267	1.0	2.9388000001517867e-05	2.6034178240000188
