# LEMpy all scores file for replicate 0 
# Run configuration file:  ../results/Okimflemingiae_DD_RPKM__20251111120751_lempy/lempy_20251111120751_config.txt 
# Time series data file:   ../tmp/tmp_20251111120751.tsv 
# Ground truth edge list:   
# Computed on:  2025-11-11 12:12:28 
 
model	pld	loss	norm_loss
Ophio5|8604=tf_act(Ophio5|8321)	0.992298	326.99078266169397	0.3027086543995549
Ophio5|84=tf_act(Ophio5|5850)	0.977176	294.52694731257236	0.4142710095061694
Ophio5|491=tf_rep(Ophio5|392)	0.897024	464.7774518120996	0.47336947393722273
Ophio5|6920=tf_act(Ophio5|392)	0.830865	482.01021720059424	0.4580687905130903
Ophio5|1654=tf_rep(Ophio5|392)	0.817732	447.83377882756054	0.5115539924511788
Ophio5|1479=tf_rep(Ophio5|392)	0.652108	309.02449812982496	0.42239543827692044
Ophio5|5850=tf_act(Ophio5|5850)	0.525289	497.72516846691434	0.6221897885841042
Ophio5|2237=tf_act(Ophio5|3760)	0.480208	418.1273147230566	0.605986488981843
Ophio5|3300=tf_act(Ophio5|3300)	0.432833	472.01462772112694	0.513212103882717
Ophio5|2137=tf_rep(Ophio5|392)	0.429541	387.9515869969782	0.47381772888031504
Ophio5|392=tf_act(Ophio5|1479)	0.427005	558.805718596966	0.6086638254838648
Ophio5|2237=tf_act(Ophio5|512)	0.394085	400.32992877153964	0.5801929685729745
Ophio5|756=tf_rep(Ophio5|392)	0.365445	243.29769961952627	0.3828517165151115
Ophio5|8321=tf_rep(Ophio5|5850)	0.356641	542.621109091073	0.5128647206535926
Ophio5|756=tf_act(Ophio5|2237)	0.259563	283.56711052856195	0.4462194060316438
Ophio5|3300=tf_act(Ophio5|3760)	0.252726	504.63390693203525	0.5486783965096874
Ophio5|3760=tf_act(Ophio5|3760)	0.250502	571.9431397704783	0.6561528047375875
Ophio5|8321=tf_act(Ophio5|8321)	0.238786	536.7598153081439	0.5073248499255888
Ophio5|8321=tf_act(Ophio5|1479)	0.230938	546.2480606545034	0.5162927765645001
Ophio5|512=tf_act(Ophio5|512)	0.225412	436.1161353328849	0.6879917087314912
Ophio5|3760=tf_act(Ophio5|84)	0.209256	575.7792243864143	0.660553692701673
Ophio5|2137=tf_rep(Ophio5|6920)	0.182724	452.372747531964	0.5524973605652832
Ophio5|756=tf_act(Ophio5|2137)	0.174792	263.78660280351625	0.4150929245732618
Ophio5|2137=tf_act(Ophio5|756)	0.171573	441.14673077999987	0.538786665880512
Ophio5|3760=tf_act(Ophio5|3300)	0.170819	554.5393839463756	0.6361866185856987
Ophio5|512=tf_act(Ophio5|5850)	0.162225	458.91405348652415	0.7239563919782389
Ophio5|3300=tf_rep(Ophio5|1479)	0.140898	515.0204619200807	0.5599714908852661
Ophio5|512=tf_act(Ophio5|3300)	0.139074	448.7260973016648	0.7078844588021072
Ophio5|1479=tf_act(Ophio5|1654)	0.125609	403.29439618435543	0.5512498661492876
Ophio5|2137=tf_act(Ophio5|2237)	0.114958	459.81228462221816	0.5615835060694452
Ophio5|392=tf_act(Ophio5|2137)	0.106229	591.6445879936447	0.6444326646463063
Ophio5|756=tf_rep(Ophio5|6920)	0.10111	291.64899182670126	0.4589370031667697
Ophio5|392=tf_rep(Ophio5|3300)	0.0967407	560.666231271109	0.6106903379620269
Ophio5|512=tf_act(Ophio5|392)	0.0951719	497.9279022560316	0.7855023938445483
Ophio5|392=tf_act(Ophio5|756)	0.085977	597.9408231881412	0.6512906664027135
Ophio5|392=tf_act(Ophio5|1654)	0.0801885	618.6730738179673	0.6738727026261859
Ophio5|3760=tf_act(Ophio5|512)	0.0797701	567.5901463453155	0.6511589012420913
Ophio5|8321=tf_act(Ophio5|2137)	0.0770779	569.5815023392727	0.5383466532955241
Ophio5|5850=tf_rep(Ophio5|5850)	0.0744822	648.2366223862795	0.8103391843279946
Ophio5|3760=tf_rep(Ophio5|1479)	0.0699498	578.1298835830821	0.6632504496301584
Ophio5|8321=tf_act(Ophio5|756)	0.0695728	575.5115398737988	0.5439514979885448
Ophio5|2137=tf_act(Ophio5|2137)	0.063092	380.48805575288435	0.46470227854570567
Ophio5|512=tf_act(Ophio5|84)	0.0629656	522.955563810568	0.8249845919184993
Ophio5|3300=tf_rep(Ophio5|491)	0.0617229	575.2316205434322	0.6254378844661088
Ophio5|5850=tf_act(Ophio5|1479)	0.0613397	650.3780918439319	0.8130161645442454
Ophio5|3760=tf_act(Ophio5|8321)	0.0573666	595.719095569745	0.6834293974584414
Ophio5|512=tf_act(Ophio5|3760)	0.0547116	519.8003892381206	0.8200071701503564
Ophio5|392=tf_rep(Ophio5|84)	0.054421	557.7685672659787	0.6075341368000958
Ophio5|1479=tf_rep(Ophio5|3300)	0.0515893	459.51382223802557	0.6280943534029829
Ophio5|756=tf_act(Ophio5|756)	0.0506197	248.2298259455464	0.3906128792097819
Ophio5|392=tf_act(Ophio5|491)	0.0502112	643.2545929307067	0.7006474491282988
Ophio5|5850=tf_act(Ophio5|392)	0.050204	679.1445203547471	0.8489761264014961
Ophio5|6920=tf_rep(Ophio5|5850)	0.0496684	715.1940390382028	0.679670381982927
Ophio5|392=tf_rep(Ophio5|5850)	0.0455963	558.6966868246009	0.6085450656117688
Ophio5|5850=tf_act(Ophio5|2137)	0.0455439	658.0696200133075	0.8226310897856854
Ophio5|5850=tf_act(Ophio5|756)	0.0452188	659.767362995709	0.8247533821956599
Ophio5|3300=tf_act(Ophio5|8321)	0.0420521	621.038295828242	0.6752425701986002
Ophio5|512=tf_act(Ophio5|8321)	0.0408897	496.0969246967184	0.7826139490528431
Ophio5|6920=tf_act(Ophio5|1479)	0.0377517	716.9073912786254	0.6812986320915063
Ophio5|3760=tf_act(Ophio5|6920)	0.0376101	660.1630440064547	0.7573617074640839
Ophio5|5850=tf_act(Ophio5|6920)	0.0371228	731.7301897276202	0.9147117342881533
Ophio5|1479=tf_rep(Ophio5|8604)	0.036678	386.9783841695817	0.5289480451363254
Ophio5|2237=tf_act(Ophio5|3300)	0.0343006	538.3825923498722	0.780270901658584
Ophio5|3300=tf_act(Ophio5|84)	0.0334987	587.0436167789326	0.6382808327203681
Ophio5|1479=tf_act(Ophio5|491)	0.0322642	398.2119241070914	0.544302801972828
Ophio5|1654=tf_act(Ophio5|3760)	0.0308309	708.3350353933283	0.8091207775732088
Ophio5|1654=tf_act(Ophio5|3300)	0.0294384	723.4892484436465	0.8264312140673952
Ophio5|756=tf_act(Ophio5|491)	0.029111	318.5295137070489	0.5012360218537807
Ophio5|512=tf_act(Ophio5|6920)	0.02846	522.4193873415367	0.8241387507876067
Ophio5|1479=tf_rep(Ophio5|8321)	0.0279334	422.8107759365026	0.5779261647239197
Ophio5|512=tf_rep(Ophio5|1479)	0.0269303	520.5767547020521	0.8212319196123836
Ophio5|6920=tf_act(Ophio5|8321)	0.0257569	715.3043391746227	0.6797752035163307
Ophio5|5850=tf_rep(Ophio5|2237)	0.0235715	799.9571474800026	1.0000000000000233
Ophio5|1479=tf_rep(Ophio5|512)	0.0234408	469.17145699199756	0.6412950571960804
Ophio5|491=tf_act(Ophio5|3760)	0.0213599	766.0762484447283	0.7802381748688817
Ophio5|3760=tf_act(Ophio5|392)	0.0209863	642.3778986596704	0.7369579781586827
Ophio5|1479=tf_rep(Ophio5|3760)	0.0201239	523.5085932293078	0.7155667043132908
Ophio5|84=tf_act(Ophio5|392)	0.0194624	380.7231017029585	0.5355114196644919
Ophio5|512=tf_rep(Ophio5|6920)	0.019267	633.897370852051	1.00000000000004
Ophio5|512=tf_rep(Ophio5|392)	0.019267	633.8973708520322	1.0000000000000102
Ophio5|3760=tf_act(Ophio5|8604)	0.0191302	656.3346967751405	0.7529696960932609
Ophio5|3760=tf_rep(Ophio5|491)	0.0187876	640.9601704651469	0.7353315117033538
Ophio5|6920=tf_act(Ophio5|2137)	0.0180768	734.3146193173553	0.6978412438647505
Ophio5|512=tf_act(Ophio5|8604)	0.0176832	538.6410805535464	0.8497291601470998
Ophio5|1654=tf_rep(Ophio5|6920)	0.0171602	604.3100564423734	0.6902945616581713
Ophio5|756=tf_rep(Ophio5|8604)	0.0166097	342.8028904828677	0.539432453545379
Ophio5|6920=tf_act(Ophio5|756)	0.0165498	738.9826582368802	0.7022774214925889
Ophio5|1654=tf_act(Ophio5|512)	0.0161046	735.5002304702308	0.8401511836173572
Ophio5|2137=tf_act(Ophio5|491)	0.0157884	522.7812817034642	0.6384895639047997
Ophio5|491=tf_act(Ophio5|2237)	0.0156813	676.1910950611505	0.6886913762751484
Ophio5|2237=tf_rep(Ophio5|491)	0.0142631	536.0455319977037	0.7768838304305604
Ophio5|2137=tf_rep(Ophio5|8604)	0.0141248	530.9073697613703	0.6484142161483502
Ophio5|3760=tf_act(Ophio5|5850)	0.0134312	687.3138526767649	0.788510047257209
Ophio5|3300=tf_act(Ophio5|8604)	0.0133704	679.3089904879816	0.7385991359588903
Ophio5|2237=tf_rep(Ophio5|8604)	0.0133137	560.3642833540499	0.8121286810584498
Ophio5|1654=tf_rep(Ophio5|5850)	0.0132622	731.1744507156304	0.8352099085091604
Ophio5|491=tf_act(Ophio5|512)	0.0126332	771.9966163295595	0.7862679885361126
Ophio5|5850=tf_act(Ophio5|8321)	0.0123834	715.4938298415815	0.8944151972334045
Ophio5|392=tf_rep(Ophio5|8604)	0.0123467	558.6967652116155	0.6085451509926778
Ophio5|3760=tf_rep(Ophio5|2237)	0.0121013	622.1568705551138	0.713759720529774
Ophio5|5850=tf_rep(Ophio5|1479)	0.0117858	799.9571474800026	1.0000000000000233
Ophio5|5850=tf_rep(Ophio5|1654)	0.0117858	799.957144544344	0.9999999963302535
Ophio5|5850=tf_rep(Ophio5|8321)	0.0117858	799.9571474800024	1.000000000000023
Ophio5|5850=tf_rep(Ophio5|392)	0.0117858	799.9571474800024	1.000000000000023
Ophio5|1654=tf_act(Ophio5|491)	0.0112294	825.0206060972549	0.9424090027520025
Ophio5|2237=tf_rep(Ophio5|1479)	0.011125	492.2049059946935	0.7133461803157225
Ophio5|3760=tf_rep(Ophio5|2137)	0.0111209	598.3296630515048	0.686424330094229
Ophio5|1654=tf_act(Ophio5|2237)	0.0110139	665.5021589649153	0.7601934076850171
Ophio5|491=tf_act(Ophio5|3300)	0.0110127	814.158865553296	0.8292096623570685
Ophio5|512=tf_rep(Ophio5|491)	0.0107608	550.7399983005315	0.8688157162732482
Ophio5|5850=tf_act(Ophio5|84)	0.0105903	799.9571474800026	1.0000000000000233
Ophio5|8321=tf_rep(Ophio5|84)	0.0105826	550.5455919173392	0.5203546387620587
Ophio5|512=tf_rep(Ophio5|2237)	0.0102951	528.2452911018877	0.8333293611738279
Ophio5|392=tf_rep(Ophio5|512)	0.00996508	563.7876731934118	0.6140902830918383
Ophio5|512=tf_rep(Ophio5|2137)	0.00981687	506.29143414450124	0.7986962202793041
Ophio5|512=tf_rep(Ophio5|8321)	0.00963348	633.8973708520309	1.0000000000000082
Ophio5|512=tf_rep(Ophio5|756)	0.00954066	552.35339468175	0.8713609175241225
Ophio5|512=tf_rep(Ophio5|5850)	0.00906458	597.1121108286101	0.9419696914439442
Ophio5|512=tf_act(Ophio5|1479)	0.00870569	597.8741670145117	0.9431718674127092
Ophio5|8321=tf_rep(Ophio5|3300)	0.00863841	549.0282671731427	0.5189205214414542
Ophio5|3760=tf_rep(Ophio5|756)	0.00833684	666.9774463234991	0.765179423740449
Ophio5|5850=tf_rep(Ophio5|84)	0.00804448	652.6791885829294	0.8158926895509242
Ophio5|5850=tf_act(Ophio5|3300)	0.00803919	799.9571474799537	0.9999999999999623
Ophio5|5850=tf_act(Ophio5|1654)	0.00798489	768.6601792501607	0.9608766940474066
Ophio5|392=tf_act(Ophio5|8321)	0.00796315	737.1854244565133	0.8029590349705561
Ophio5|1654=tf_rep(Ophio5|8604)	0.00761053	758.5458468284169	0.8664758549884904
Ophio5|2237=tf_rep(Ophio5|8321)	0.00760654	589.6711707343687	0.8546027724684995
Ophio5|1479=tf_act(Ophio5|1479)	0.00735015	536.8036656903466	0.7337393022564631
Ophio5|512=tf_rep(Ophio5|3760)	0.00710363	633.8973708520467	1.000000000000033
Ophio5|5850=tf_act(Ophio5|491)	0.00709617	779.539404717388	0.9744764543614421
Ophio5|512=tf_act(Ophio5|2137)	0.00705377	602.2411610764715	0.9500609858453823
Ophio5|512=tf_act(Ophio5|756)	0.00671951	603.2798998362889	0.9516996403146717
Ophio5|2237=tf_rep(Ophio5|84)	0.00668981	689.9944509085993	1.0000000000000002
Ophio5|392=tf_rep(Ophio5|8321)	0.00605051	730.9146886970884	0.7961288077754711
Ophio5|6920=tf_act(Ophio5|6920)	0.00603968	790.9589640186474	0.7516720664091807
Ophio5|5850=tf_act(Ophio5|8604)	0.00586785	765.1188889996847	0.956449844107217
Ophio5|1479=tf_act(Ophio5|2137)	0.00573593	547.6567637763596	0.7485740456196832
Ophio5|512=tf_act(Ophio5|2237)	0.00541851	633.8973708520247	0.9999999999999983
Ophio5|2237=tf_act(Ophio5|6920)	0.00538462	580.6138776753597	0.841476155222401
Ophio5|3300=tf_act(Ophio5|392)	0.00521357	670.8169031340038	0.7293658585108327
Ophio5|491=tf_rep(Ophio5|8604)	0.00509892	809.173524738001	0.8241321609638037
Ophio5|5850=tf_rep(Ophio5|491)	0.00498426	799.9571474799851	1.0000000000000013
Ophio5|512=tf_act(Ophio5|1654)	0.00498188	630.5354044205224	0.9946963552996213
Ophio5|491=tf_act(Ophio5|2137)	0.00490742	703.0267745602114	0.716023148584004
Ophio5|512=tf_act(Ophio5|491)	0.00475064	632.8134112015424	0.9982900076568761
Ophio5|1654=tf_rep(Ophio5|3760)	0.00453599	826.911149153414	0.9445685425053703
