# LEMpy all scores file for replicate 0 
# Run configuration file:  ../results/Okimflemingiae_DD_RPKM__20251111115822_lempy/lempy_20251111115822_config.txt 
# Time series data file:   ../tmp/tmp_20251111115822.tsv 
# Ground truth edge list:   
# Computed on:  2025-11-11 12:00:22 
 
model	pld	loss	norm_loss
Ophio5|1654=tf_act(Ophio5|3760)	0.0335484	708.3350353932984	0.8091207775731748
Ophio5|3760=tf_act(Ophio5|8604)	0.0306279	656.3346967751943	0.7529696960933266
Ophio5|1479=tf_rep(Ophio5|8321)	0.0304769	422.81077593650093	0.5779261647239172
Ophio5|3760=tf_rep(Ophio5|491)	0.0300792	640.9601704651467	0.7353315117033574
Ophio5|6920=tf_act(Ophio5|8321)	0.0277561	715.3043391745022	0.6797752035162238
Ophio5|2237=tf_rep(Ophio5|491)	0.0257634	536.0455319976743	0.7768838304305175
Ophio5|2237=tf_rep(Ophio5|8604)	0.0240485	560.3642833555376	0.8121286810606057
Ophio5|491=tf_act(Ophio5|3760)	0.0222935	766.0762484447273	0.7802381748688806
Ophio5|1479=tf_rep(Ophio5|3760)	0.0219563	523.5085932293548	0.7155667043133548
Ophio5|2237=tf_rep(Ophio5|1479)	0.0200951	492.2049059946933	0.7133461803157221
Ophio5|6920=tf_act(Ophio5|2137)	0.0194799	734.3146193173516	0.6978412438647549
Ophio5|3760=tf_rep(Ophio5|2237)	0.0193744	622.1568705552023	0.7137597205298795
Ophio5|2137=tf_act(Ophio5|491)	0.0192245	522.7812817035632	0.6384895639049194
Ophio5|1654=tf_rep(Ophio5|6920)	0.0186726	604.3100564423454	0.6902945616581395
Ophio5|3760=tf_rep(Ophio5|2137)	0.0178047	598.3296630515224	0.6864243300942529
Ophio5|392=tf_rep(Ophio5|8604)	0.0175626	558.6967652115155	0.6085451509925315
Ophio5|491=tf_act(Ophio5|2237)	0.0163668	676.1910950615264	0.6886913762755313
Ophio5|2137=tf_rep(Ophio5|8604)	0.0142268	502.3484402948016	0.6135342786699438
Ophio5|1654=tf_act(Ophio5|491)	0.0122192	825.0206060684428	0.942409002719091
Ophio5|1654=tf_act(Ophio5|2237)	0.0119847	665.5021589651832	0.7601934076853233
Ophio5|392=tf_act(Ophio5|8321)	0.0113272	737.1854244565876	0.8029590349705877
Ophio5|2237=tf_act(Ophio5|6920)	0.00972625	580.6138776753625	0.8414761552224047
Ophio5|392=tf_rep(Ophio5|8321)	0.00860653	730.9146886970811	0.7961288077754143
Ophio5|1654=tf_rep(Ophio5|8604)	0.00828132	758.5458468283388	0.8664758549884014
Ophio5|1479=tf_act(Ophio5|1479)	0.00801945	536.8036656903179	0.7337393022564235
Ophio5|6920=tf_act(Ophio5|6920)	0.00650846	790.9589640159355	0.751672066406612
Ophio5|2237=tf_rep(Ophio5|3760)	0.00634022	634.5938679946695	0.919708654408775
Ophio5|1479=tf_act(Ophio5|2137)	0.00625822	547.6567637757963	0.748574045618913
Ophio5|2237=tf_rep(Ophio5|8321)	0.00604191	689.994450908599	0.9999999999999996
Ophio5|2237=tf_rep(Ophio5|392)	0.00604191	689.994450908599	0.9999999999999996
Ophio5|491=tf_rep(Ophio5|8604)	0.00532178	809.1735247379651	0.8241321609637672
Ophio5|491=tf_act(Ophio5|2137)	0.00512193	703.0267745605223	0.7160231485843207
Ophio5|8321=tf_act(Ophio5|8604)	0.00505602	771.2100727093931	0.7289182670535155
Ophio5|2237=tf_rep(Ophio5|2137)	0.00487899	637.9023993645021	0.9245036659707896
Ophio5|2237=tf_act(Ophio5|2237)	0.00474736	666.1562873731309	0.9654516590617825
Ophio5|3760=tf_rep(Ophio5|6920)	0.00468274	871.6615026880144	1.0000000000000797
Ophio5|3760=tf_rep(Ophio5|392)	0.00468274	871.6615026879614	1.0000000000000189
Ophio5|3760=tf_rep(Ophio5|8321)	0.00468274	871.6615026880023	1.000000000000066
Ophio5|1654=tf_rep(Ophio5|1654)	0.00461746	875.4379507072276	1.0000000000000004
Ophio5|2237=tf_rep(Ophio5|2237)	0.00441915	540.413809367629	0.7832147181125887
Ophio5|2237=tf_act(Ophio5|8604)	0.00426261	689.9944509085552	0.999999999999936
Ophio5|1654=tf_act(Ophio5|1479)	0.00420395	828.0857074432023	0.9459102233050655
Ophio5|1654=tf_act(Ophio5|2137)	0.00413544	699.2887129150621	0.7987872953761462
Ophio5|491=tf_rep(Ophio5|8321)	0.0037283	745.7100555787405	0.7594954861573513
Ophio5|1654=tf_rep(Ophio5|3760)	0.00371574	825.6763230954408	0.943158018713278
Ophio5|2237=tf_act(Ophio5|1479)	0.0035991	689.9944509085549	0.9999999999999356
Ophio5|2237=tf_act(Ophio5|8321)	0.0034582	689.9944509085549	0.9999999999999356
Ophio5|1479=tf_act(Ophio5|2237)	0.00335165	543.6203491450974	0.7430568030141369
Ophio5|3760=tf_act(Ophio5|1479)	0.0033509	809.5137136807392	0.9287019229189767
Ophio5|491=tf_act(Ophio5|1654)	0.00320748	888.316645196399	0.9047383460338317
Ophio5|392=tf_act(Ophio5|8604)	0.00299768	817.0423292729976	0.8899409815743063
Ophio5|392=tf_act(Ophio5|2237)	0.00286168	918.0859699566164	0.9999999999997464
Ophio5|2237=tf_rep(Ophio5|1654)	0.00268439	677.9419894023196	0.9825325240073904
Ophio5|392=tf_act(Ophio5|392)	0.0024901	868.8874703914197	0.9464118817023836
Ophio5|3760=tf_act(Ophio5|2137)	0.00242238	815.7190806477774	0.9358209329336472
Ophio5|6920=tf_act(Ophio5|1654)	0.0022055	878.9833579871301	0.835324292527896
Ophio5|8321=tf_rep(Ophio5|8604)	0.00215339	543.4622789131532	0.5136597622002312
Ophio5|6920=tf_act(Ophio5|8604)	0.00210294	917.4986010525607	0.8719264851323683
Ophio5|2237=tf_act(Ophio5|392)	0.00203106	681.7355205104316	0.9880304393936904
Ophio5|392=tf_rep(Ophio5|2237)	0.00201371	918.0859699569502	1.00000000000011
Ophio5|1479=tf_act(Ophio5|3760)	0.00195037	647.375003867382	0.884875633300784
Ophio5|2137=tf_act(Ophio5|3760)	0.00191133	666.7848845155012	0.8143657874386221
Ophio5|8604=tf_act(Ophio5|1479)	0.00189016	612.3189035677999	0.5668484898982236
Ophio5|1654=tf_rep(Ophio5|2137)	0.00185654	875.4379507072276	1.0000000000000004
Ophio5|491=tf_rep(Ophio5|3760)	0.00182513	942.8514981503009	0.9602813474281182
Ophio5|392=tf_rep(Ophio5|491)	0.00164141	918.0794905161678	0.9999929424466842
Ophio5|1654=tf_act(Ophio5|6920)	0.00160587	865.7565676778764	0.9889410973998446
Ophio5|392=tf_rep(Ophio5|392)	0.00159733	916.6246485730127	0.9984082957025199
Ophio5|6920=tf_rep(Ophio5|2137)	0.00158303	803.0221841415158	0.7631361069091356
Ophio5|2237=tf_rep(Ophio5|6920)	0.00151967	633.0751106762999	0.9175075391441962
Ophio5|6920=tf_act(Ophio5|491)	0.00146699	906.1300204144931	0.8611225814039893
Ophio5|3760=tf_rep(Ophio5|3760)	0.00145496	871.6615026879595	1.0000000000000167
Ophio5|491=tf_rep(Ophio5|1654)	0.00144633	981.8492264537898	0.9999999999999999
Ophio5|8321=tf_act(Ophio5|1654)	0.00139763	839.8434212049979	0.7937878832810875
Ophio5|2237=tf_act(Ophio5|2137)	0.00137049	689.994450908555	0.9999999999999357
Ophio5|1654=tf_act(Ophio5|392)	0.00132818	875.4379507072275	1.0000000000000002
Ophio5|8321=tf_act(Ophio5|6920)	0.00124451	819.6684969675389	0.7747193164489138
Ophio5|3760=tf_act(Ophio5|1654)	0.00115883	865.0247465935435	0.992386085568841
Ophio5|3760=tf_act(Ophio5|491)	0.00113119	868.9526864572699	0.99689235302658
Ophio5|392=tf_rep(Ophio5|1479)	0.00110133	918.0859699567155	0.9999999999998543
Ophio5|392=tf_rep(Ophio5|2137)	0.00101495	886.2505621287756	0.9653241538702853
Ophio5|2237=tf_act(Ophio5|1654)	0.000990188	689.9944509085573	0.999999999999939
Ophio5|392=tf_rep(Ophio5|3760)	0.000960486	752.6906513882719	0.8198476787785451
Ophio5|1479=tf_rep(Ophio5|6920)	0.000931706	481.36736373749613	0.6579652416187569
Ophio5|8604=tf_act(Ophio5|2137)	0.000924003	628.9581680137554	0.5822521331129765
Ophio5|1479=tf_rep(Ophio5|2137)	0.000892491	731.5999893143494	0.9999999999999996
Ophio5|1479=tf_rep(Ophio5|1654)	0.000892491	731.5999893143494	0.9999999999999996
Ophio5|1654=tf_rep(Ophio5|8321)	0.000878551	680.4037348750043	0.7772152604594493
Ophio5|1654=tf_rep(Ophio5|1479)	0.000786985	813.4286573408335	0.9291676887935927
Ophio5|491=tf_act(Ophio5|8321)	0.000779925	970.0588729059818	0.9879916862689885
Ophio5|8321=tf_act(Ophio5|491)	0.000746524	883.8490491209408	0.8353803198637694
Ophio5|1654=tf_act(Ophio5|8604)	0.00068851	875.4379507072275	1.0000000000000002
Ophio5|491=tf_act(Ophio5|6920)	0.000667707	947.5440609022048	0.9650606583706468
Ophio5|8321=tf_act(Ophio5|392)	0.000640083	890.9487284431367	0.8420906652434527
Ophio5|1479=tf_act(Ophio5|6920)	0.000612421	723.5932489274223	0.9890558495026343
Ophio5|491=tf_rep(Ophio5|2137)	0.00060377	981.8492264537898	0.9999999999999999
Ophio5|2237=tf_act(Ophio5|491)	0.000581948	689.994450908584	0.9999999999999778
Ophio5|3760=tf_act(Ophio5|2237)	0.000570084	871.6615026879182	0.9999999999999694
Ophio5|392=tf_act(Ophio5|6920)	0.000566611	918.0859699566477	0.9999999999997804
Ophio5|1654=tf_act(Ophio5|8321)	0.000550073	875.4379507072275	1.0000000000000002
Ophio5|1654=tf_act(Ophio5|1654)	0.000516269	799.5290931695708	0.9132904194108411
Ophio5|392=tf_rep(Ophio5|1654)	0.000500964	915.6868816823398	0.9973868587986132
Ophio5|491=tf_rep(Ophio5|1479)	0.000473278	876.2637384485371	0.8924626254617494
Ophio5|392=tf_act(Ophio5|3760)	0.000468195	918.0859699566407	0.9999999999997728
Ophio5|6920=tf_rep(Ophio5|491)	0.000465506	1052.2660071660546	1.0000000000000095
Ophio5|6920=tf_rep(Ophio5|392)	0.000465506	1052.266007166059	1.0000000000000135
Ophio5|6920=tf_rep(Ophio5|2237)	0.000465506	1052.2660071660532	1.0000000000000082
Ophio5|2137=tf_rep(Ophio5|3760)	0.000447931	755.0668724016117	0.9221874136498383
Ophio5|491=tf_act(Ophio5|8604)	0.000433559	981.8492264537898	0.9999999999999999
Ophio5|491=tf_rep(Ophio5|6920)	0.000400498	686.7460719859308	0.6994414758224103
Ophio5|491=tf_act(Ophio5|392)	0.000387941	981.8492264537898	0.9999999999999999
Ophio5|6920=tf_act(Ophio5|2237)	0.000376554	1052.2660071660446	1.0
Ophio5|6920=tf_rep(Ophio5|8321)	0.000375773	981.5703255764906	0.9328157698641705
Ophio5|2137=tf_rep(Ophio5|1654)	0.000352846	818.7781151915782	0.9999999999999989
Ophio5|2137=tf_rep(Ophio5|8321)	0.000352846	818.7781151915782	0.9999999999999989
Ophio5|2137=tf_rep(Ophio5|2137)	0.000352846	818.7781151915777	0.9999999999999983
Ophio5|1479=tf_act(Ophio5|8321)	0.000347774	731.51876501053	0.9998889771664762
Ophio5|491=tf_act(Ophio5|491)	0.000339079	869.4746216885983	0.8855480029545244
Ophio5|1654=tf_rep(Ophio5|491)	0.000326264	844.4376879982411	0.9645888521465829
Ophio5|392=tf_rep(Ophio5|6920)	0.000306378	882.4413246534731	0.9611750462703929
Ophio5|8604=tf_act(Ophio5|8604)	0.000299706	708.706544049648	0.6560784452917837
Ophio5|6920=tf_act(Ophio5|3760)	0.000277035	1052.2660071660457	1.000000000000001
Ophio5|1654=tf_rep(Ophio5|2237)	0.000276442	844.7523107127569	0.9649482410835847
Ophio5|2137=tf_act(Ophio5|6920)	0.000255099	739.7353057819497	0.9034624790977287
Ophio5|6920=tf_rep(Ophio5|8604)	0.000220164	715.5780625368293	0.6800353310509565
Ophio5|1479=tf_rep(Ophio5|1479)	0.0002038	697.1981877242282	0.9529773071451756
Ophio5|2137=tf_act(Ophio5|8604)	0.000193936	818.778115191578	0.9999999999999986
Ophio5|8321=tf_rep(Ophio5|2237)	0.000165762	1058.0199558269167	1.0
Ophio5|8321=tf_rep(Ophio5|491)	0.000165762	1058.0199558269167	1.0
Ophio5|8321=tf_rep(Ophio5|3760)	0.000164163	982.1255101838333	0.9282674724374489
Ophio5|491=tf_rep(Ophio5|491)	0.000138767	912.248901830449	0.9291130218896021
Ophio5|8321=tf_rep(Ophio5|2137)	0.000129082	869.2150061057947	0.8215487820609606
Ophio5|1479=tf_act(Ophio5|392)	0.000124232	731.5999893143495	0.9999999999999997
Ophio5|491=tf_act(Ophio5|1479)	0.000122118	981.8492264537898	0.9999999999999999
Ophio5|1479=tf_act(Ophio5|8604)	0.000112333	731.5999893143494	0.9999999999999996
Ophio5|491=tf_rep(Ophio5|2237)	0.000110772	912.7016489304115	0.9295741386148224
Ophio5|8321=tf_rep(Ophio5|392)	0.000101137	1043.5155031084612	0.9862909459896536
Ophio5|2137=tf_act(Ophio5|392)	0.0000970641	818.7623149630539	0.9999807026736156
Ophio5|8321=tf_rep(Ophio5|8321)	0.000081532	989.568752947312	0.9353025408428093
Ophio5|2137=tf_rep(Ophio5|2237)	0.0000798241	682.4565469519076	0.8335060919309321
Ophio5|6920=tf_rep(Ophio5|6920)	0.0000748071	1034.7411026188581	0.9833455567053958
Ophio5|8321=tf_act(Ophio5|2237)	0.0000729765	1052.7325214372668	0.9950025192242075
Ophio5|8604=tf_act(Ophio5|6920)	0.0000702169	760.7588260207291	0.704265357796269
Ophio5|8604=tf_act(Ophio5|392)	0.0000675798	784.7656798377624	0.726489477865242
Ophio5|2137=tf_act(Ophio5|1654)	0.000063246	818.7781151915775	0.999999999999998
Ophio5|1479=tf_rep(Ophio5|491)	0.0000629999	703.2546930466939	0.9612557453777154
Ophio5|6920=tf_rep(Ophio5|1654)	0.0000581662	1048.6818724271352	0.9965938890789011
Ophio5|1479=tf_rep(Ophio5|2237)	0.0000557568	703.556394264338	0.9616681308643894
Ophio5|2137=tf_rep(Ophio5|491)	0.0000419622	681.6954746424137	0.8325765698841492
Ophio5|8321=tf_rep(Ophio5|1479)	0.0000414404	1058.0199558268696	0.9999999999999555
Ophio5|2137=tf_rep(Ophio5|1479)	0.0000368341	682.7195235511676	0.8338272736948077
Ophio5|6920=tf_rep(Ophio5|3760)	0.0000360183	1000.3509222497386	0.9506635351111233
Ophio5|6920=tf_rep(Ophio5|1479)	0.0000350251	1052.2660071660446	1.0
Ophio5|2137=tf_act(Ophio5|8321)	0.0000346076	818.7781151915779	0.9999999999999984
Ophio5|3760=tf_rep(Ophio5|8604)	0.0000305538	808.4715298144562	0.9275062938094322
Ophio5|8321=tf_rep(Ophio5|1654)	0.0000296022	1056.320936530579	0.9983941519373236
Ophio5|8321=tf_rep(Ophio5|6920)	0.0000283939	1014.616005612043	0.9589762461701864
Ophio5|2137=tf_act(Ophio5|1479)	0.0000261457	818.778115191578	0.9999999999999986
Ophio5|8604=tf_rep(Ophio5|2137)	0.0000207789	765.2826624954068	0.7084532570417046
Ophio5|8321=tf_act(Ophio5|3760)	0.0000176013	1058.0199558268653	0.9999999999999515
Ophio5|8604=tf_rep(Ophio5|8604)	0.0000119946	608.386622871556	0.5632082178740643
Ophio5|8604=tf_act(Ophio5|1654)	0.00000746628	922.0965191582903	0.8536222161029686
Ophio5|8604=tf_act(Ophio5|491)	0.00000425908	961.4648480120222	0.890067077809061
Ophio5|8604=tf_rep(Ophio5|1654)	0.00000233704	1080.2161679529927	0.9999999999999998
Ophio5|8604=tf_rep(Ophio5|2237)	0.00000233704	1080.2161679529927	0.9999999999999998
Ophio5|8604=tf_rep(Ophio5|1479)	0.00000233704	1080.2161679529927	0.9999999999999998
Ophio5|8604=tf_rep(Ophio5|3760)	0.00000187663	1015.5306940462942	0.9401180283856726
Ophio5|8604=tf_rep(Ophio5|392)	0.00000178409	1051.5541934168311	0.9734664455259209
Ophio5|8604=tf_act(Ophio5|2237)	0.00000153198	1057.7242366116645	0.9791783052238974
Ophio5|8604=tf_rep(Ophio5|491)	0.000000752297	1079.9096791547963	0.999716270865694
Ophio5|8604=tf_act(Ophio5|3760)	0.000000653058	1080.216167952993	1.0
Ophio5|8604=tf_rep(Ophio5|8321)	0.000000624056	1035.4235818559844	0.9585336829554306
Ophio5|8604=tf_rep(Ophio5|6920)	0.000000486245	1025.0594163218823	0.9489391537847165
