# LEMpy target file for Ophio5|392, replicate 0 
# Run configuration file:  ../results/Okimflemingiae_DD_RPKM__20251111121609_lempy/lempy_20251111121609_config.txt 
# Time series data file:   ../tmp/tmp_20251111121609.tsv 
# Computed on:  2025-11-11 12:25:55 
 
model	loss	pld	inv_temp	prior	rhs_param_0	rhs_param_1	rhs_param_2	rhs_param_3	rhs_param_4	hess_eigs	hess_det	bnd_params	pld_time	opt_time
tf_act(Ophio5|6835)	556.9211588077725	0.398644	1.0	0.025	0.0	0.032329915122232274	9.751130944009766	71.48830688270976	9.43292743750031	[1, 1.1663856387506901, 5.260922626810821, 54.61465304914012, 3542414.150135052]	1187169119.7507658	1.0	3.267499999992651e-05	1.8159719639999992
tf_act(Ophio5|1479)	558.8057185969418	0.206336	1.0	0.025	0.0	0.03207003017532467	9.55562194011568	69.22957131143423	10.0	[1, 1, 5.281983323106091, 54.66697164275502, 3542414.7477167873]	1022872373.6795819	2.0	3.579099998773927e-05	1.7518214549999982
tf_act(Ophio5|2137)	591.6445879936404	0.0513315	1.0	0.025	0.0	0.027270360570875278	16.103467263369183	100.0	10.0	[1, 1.5605838051306657, 3.5544278430101284, 53.46746505735227, 3542396.2039342453]	1050614828.1291438	3.0	2.8533000005381837e-05	1.7594221539999921
tf_rep(Ophio5|3300)	560.666231271156	0.0467468	1.0	0.025	0.0	0.03180743468889396	10.107102491897978	8.983326081181	10.0	[1, 5.129033688502308, 16.78592680273595, 60.3984836925482, 3542484.203938328]	18421069231.140705	2.0	3.5588999992341996e-05	2.4104092910000077
tf_act(Ophio5|756)	597.9408231881417	0.0415455	1.0	0.025	0.0	0.026943156196414332	15.694934238278286	100.0	10.0	[1, 1.6380499295759818, 3.98193176969628, 53.619660615039635, 3542396.4670105134]	1238916897.748876	3.0	2.866500000209271e-05	1.7502784050000173
tf_rep(Ophio5|2056)	556.1087562745782	0.0402609	1.0	0.025	0.0	0.03238772795455521	9.40589368451302	9.135696947833862	10.0	[1, 4.759107788613004, 31.510987935407478, 56.692010036370455, 3542439.701591712]	30117012036.223053	2.0	3.878799998346949e-05	2.296169553999988
tf_rep(Ophio5|4218)	557.4460494883186	0.0395053	1.0	0.025	0.0	0.032270648008471174	9.42613856731491	8.525556251399976	10.0	[1, 4.822117988004643, 30.7185485624512, 56.32659757675052, 3542441.1804002575]	29556614712.424095	2.0	3.325100001916326e-05	2.232334570000006
tf_act(Ophio5|1654)	618.6730738179688	0.0387484	1.0	0.025	0.0	0.03325816358413813	16.6403802302361	100.0	10.0	[1, 1, 3.2505829130145205, 53.363735275280646, 3542403.4879416754]	614476807.8742497	3.0	2.9606999987663585e-05	1.7415161259999934
tf_rep(Ophio5|8584)	558.8773483091665	0.0346765	1.0	0.025	0.0	0.032058591027898244	9.431991974253462	7.176014103119977	10.0	[1, 4.893927835669994, 36.36931433489918, 57.264961480254804, 3542449.370046505]	36106492301.23411	2.0	2.935999998499028e-05	2.366027392999996
tf_act(Ophio5|491)	643.2545929307108	0.0242629	1.0	0.025	0.0	0.032134857375117995	15.505078726629984	100.0	10.0	[1, 1, 3.116677903403627, 53.34784667467224, 3542403.288252382]	588988504.4980574	3.0	3.399999999942338e-05	1.768585086999991
