# LEMpy target file for Ophio5|2137, replicate 0 
# Run configuration file:  ../results/Okimflemingiae_DD_RPKM__20251111115822_lempy/lempy_20251111115822_config.txt 
# Time series data file:   ../tmp/tmp_20251111115822.tsv 
# Computed on:  2025-11-11 12:00:37 
 
model	loss	pld	inv_temp	prior	rhs_param_0	rhs_param_1	rhs_param_2	rhs_param_3	rhs_param_4	hess_eigs	hess_det	bnd_params	pld_time	opt_time
tf_rep(Ophio5|392)	387.95158699682867	0.523016	1.0	0.05	0.0	0.15870091485385637	17.795325349454924	15.372860226922285	2.4614954919697176	[1, 3.266151728805019, 15.65017689083681, 183.70626634171006, 2589189.7913799966]	24313275056.117733	1.0	2.8678999999698362e-05	2.481144066999999
tf_rep(Ophio5|6920)	452.37274753159835	0.222491	1.0	0.05	0.3	0.1377898262071769	12.013374975483035	7.0292118802554775	1.8910817508731432	[1, 1.4381202640793067, 9.41179770205727, 165.0710172076574, 2589359.872885867]	5785368553.996921	1.0	3.565000000094187e-05	3.032685264999998
tf_act(Ophio5|2237)	459.81228461601677	0.139973	1.0	0.05	0.0	0.09814457247931013	15.642232699940802	80.52569098903894	1.9961774127869432	[1, 1, 14.817390200520451, 268.8317085399732, 2590173.5386645687]	10317656669.603266	1.0	2.992400000323414e-05	2.1052656039999995
tf_act(Ophio5|2137)	380.48805575252254	0.0768228	1.0	0.05	0.3	0.6912455683521382	100.0	69.27378962498523	1.439479742407429	[1, 1, 9.025763439922837, 17046.242898461212, 2679694.33795694]	412285326179.3817	2.0	3.0306999999396567e-05	2.080616971000005
tf_act(Ophio5|491)	522.7812817035632	0.0192245	1.0	0.05	0.0	0.10141117549171923	6.602049022069663	14.537297281208094	10.0	[1, 2.086968231594768, 14.02849078646952, 105.13736442159035, 2589387.478078115]	7970414710.3414955	2.0	3.091299999979924e-05	2.694737799000002
tf_rep(Ophio5|8604)	502.3484402948016	0.0142268	1.0	0.05	0.3	0.136969061066544	10.716459581084491	8.314031471292889	10.0	[1, 2.0041187423877846, 69.86229166719016, 98.98813020219485, 2589426.0076497984]	35888301404.04198	2.0	3.0496000000823642e-05	2.2599811579999987
tf_act(Ophio5|3760)	666.7848845155012	0.00191133	1.0	0.05	0.0	0.012648227513104205	11.795441916382746	100.0	10.0	[1, 1, 2.2350736679381056, 93.9703877844342, 2588766.686032654]	543720580.9502124	3.0	2.8717999999372523e-05	1.5940382450000037
tf_rep(Ophio5|3760)	755.0668724016117	0.000447931	1.0	0.05	0.0	0.05240041877472345	4.609168131149074	20.980424528218933	10.0	[1, 1, 6.014805908316291, 92.61247424579435, 2589086.685021151]	1442240529.8404303	2.0	2.947000000119715e-05	1.390931842999997
tf_rep(Ophio5|8321)	818.7781151915782	0.000352846	1.0	0.05	0.0	0.0007578652562606032	0.0	0.3554441184506078	3.088496115251009	[1, 1, 1, 92.60547679940464, 2588761.8897366566]	239733529.11919087	2.0	3.086899999971138e-05	1.116850779
tf_rep(Ophio5|1654)	818.7781151915782	0.000352846	1.0	0.05	0.0	0.0007578666069901459	0.0	0.3155440843923855	2.4490873354919684	[1, 1, 1, 92.60547889628707, 2588761.889744529]	239733534.5482492	2.0	4.142099999882021e-05	1.010324592
tf_rep(Ophio5|2137)	818.7781151915777	0.000352846	1.0	0.05	0.0	0.0007578659383859423	5.494492157026606	0.001	6.618850350586168	[1, 1, 1, 92.60547678241869, 2588761.8897347627]	239733529.0750429	2.0	2.8827000001285796e-05	1.0430035890000013
tf_act(Ophio5|6920)	739.7353057819497	0.000255099	1.0	0.05	0.0	0.00972091249815114	8.715728770235204	100.0	10.0	[1, 1.4829143849835682, 5.448400578382017, 93.12380657291355, 2588766.9895894905]	1947775014.953384	3.0	3.28369999991196e-05	1.7885830620000007
tf_act(Ophio5|8604)	818.778115191578	0.000193936	1.0	0.05	0.0	0.0007578656542019557	0.0	99.90133225772055	9.942575120426577	[1, 1, 3.240290892252037, 94.60342749091735, 2588769.437098957]	793568177.408065	2.0	3.031700000022397e-05	1.0682409550000003
tf_act(Ophio5|392)	818.7623149630539	0.0000970641	1.0	0.05	0.0	0.0009670490833668686	0.12277822492201022	100.0	10.0	[1, 1, 3.2902662355199443, 93.03319603682417, 2588769.400142693]	792432626.270733	3.0	2.9731000001476104e-05	1.0754698960000013
